_lr_multiplier,_MeanReward,_mean_act,_Episode,_max_adv,Beta,NewPolicyLoss,_mean_obs,_max_obs,BaselineLoss,_max_discrew,_min_obs,_std_obs,CriticLoss,_std_discrew,_std_adv,PolicyEntropy,KL,_mean_adv,_max_act,_min_discrew,_std_act,_min_act,_min_adv,Steps,_mean_discrew
1.0,-49.35,-0.05145278922270518,220,4.90155559893581,2.25,-0.19761704,-0.014238431298302394,0.5348434486909214,5.704753592488749e-05,-0.0050000000000000044,-0.6415621368141473,0.014753882446069844,0.7086505,0.003976561632451227,0.9997144220210457,3.7542582,0.004174127,0.0,2.085498094558716,-0.2216874429313581,0.4076239957075954,-2.5870556831359863,-3.736522044216684,1000,-0.11680861028489851
1.0,-49.4,-0.05285310674784705,240,4.333856267036325,2.25,-0.19553386,-0.018203679162675616,0.5869040268387525,5.52682552761432e-05,-0.0050000000000000044,-1.0948265210811041,0.019743258910280097,0.6991046,0.003969922217486841,0.9997274607902927,3.749306,0.0047447174,-1.4210854715202004e-17,2.6929259300231934,-0.2216874429313581,0.4205255575121357,-2.1583967208862305,-3.284682602251758,1000,-0.11672088434095383
1.0,-49.85,-0.050523541392059994,260,4.102502072276399,2.25,-0.1961324,-0.00643400856234082,0.5074620419253274,3.593610726173417e-05,-0.0050000000000000044,-0.8947169516066471,0.015861678427272145,0.71042264,0.004039635598568849,0.9996926389495253,3.7476697,0.0045511327,-1.7763568394002505e-17,2.4332919120788574,-0.2216874429313581,0.39494030727212504,-2.424769401550293,-3.567475426740111,1000,-0.11746755132436609
1.0,-49.15,-0.011995391305186785,280,4.42218248673343,2.25,-0.19669685,-0.007939903588595412,0.5396907566267527,7.862981600461762e-05,0.0,-0.7904522061781171,0.0157541719750254,0.71935207,0.00404063002117449,0.9997534874327487,3.7526917,0.0028891028,-5.684341886080802e-17,2.178265333175659,-0.2216874429313581,0.4086872186378299,-2.187220811843872,-2.298575689282872,1000,-0.11496701764091483
1.0,-49.35,-0.02909756262425799,300,4.034761171803037,2.25,-0.19492649,-0.016318368087254537,0.6411602047374365,3.925276154122478e-05,-0.0050000000000000044,-0.6315220255316937,0.01604599585299205,0.70835453,0.00398866987416638,0.9996963775189397,3.7283788,0.003845869,-1.4210854715202004e-17,2.2321975231170654,-0.2216874429313581,0.4051842859312701,-2.2994987964630127,-3.6384799056708235,1000,-0.11705377084524707
1.0,-49.75,-0.007382637008558959,320,3.370764965907312,2.25,-0.19538479,-0.006474433824201736,0.6568967363500813,2.3973002624185783e-05,-0.0050000000000000044,-0.6855005123853843,0.016043215539051605,0.71548647,0.004032306774245714,0.9996078957871776,3.7250805,0.0037084795,3.552713678800501e-18,2.2842867374420166,-0.2216874429313581,0.3887521865845571,-2.496058464050293,-3.4169524708827277,1000,-0.11745866959441761
1.0,-49.7,0.04750811331556179,340,3.8904464410645554,2.25,-0.19531387,0.011289341266795845,0.8363442239489628,4.021965938850103e-05,-0.0050000000000000044,-0.9728008116620049,0.022331229805084424,0.71774215,0.004040403312581713,0.9996814586173592,3.719952,0.003979946,2.1316282072803006e-17,2.5598177909851074,-0.2216874429313581,0.42284786597102186,-2.1921780109405518,-4.433980679444222,1000,-0.11751237416189855
1.0,-49.8,0.07209368335292675,360,3.5045900470499,2.25,-0.1936211,0.018038321860167284,0.7205192554615116,3.099610502013595e-05,-0.0050000000000000044,-0.42710825732201096,0.01683349285717685,0.7060265,0.004035054799711719,0.9996419811894157,3.725041,0.0025718014,-3.552713678800501e-17,2.412108898162842,-0.2216874429313581,0.4091373241103687,-1.9407613277435303,-3.587123513456364,1000,-0.11740258224367747
1.0,-48.45,0.043019495487504174,380,7.0358038241632626,2.25,-0.19387783,0.014064072565865421,0.6720110172058972,0.00011635388503342692,-0.0050000000000000044,-0.7775076845338751,0.018219535499508138,0.7105375,0.003847994407737768,0.999799609957651,3.7156506,0.0022002957,1.4210854715202004e-17,2.426661729812622,-0.2216874429313581,0.420202879610059,-2.3568313121795654,-1.570661376015414,1000,-0.11557872462127776
1.0,-49.8,-0.06548703942552675,400,3.547218306548644,2.25,-0.1946587,-0.014311201251886915,0.7020791447696989,3.202084916479072e-05,-0.0050000000000000044,-0.7872147176934196,0.01715577325322483,0.7187516,0.0040316753639759355,0.9996035220192401,3.7022297,0.005752631,1.7763568394002505e-17,2.1511378288269043,-0.2216874429313581,0.4243429205921189,-2.447134017944336,-4.82199109441518,1000,-0.11726659111579148
1.0,-49.45,-0.004946153284807224,420,5.272179978165621,3.375,-0.19443305,0.01337072361161595,0.6571944941079634,2.5715916038434102e-05,-0.0050000000000000044,-0.7766981125956764,0.015278436207547081,0.71799034,0.003992747341257551,0.9995925916722108,3.697412,0.0065230494,3.375077994860476e-17,2.21215558052063,-0.2216874429313581,0.4031738917331625,-2.7644309997558594,-2.4445859095657942,1000,-0.11701051052226721
1.0,-49.05,0.040570358910714276,440,4.168575142485989,3.375,-0.19469982,0.007150232469341696,0.8774219675085267,7.33627501802949e-05,-0.0050000000000000044,-0.5862111424646135,0.016747945225732093,0.7213427,0.00392733968661336,0.9997401941010328,3.6963673,0.002447564,-1.0658141036401503e-17,2.442885637283325,-0.2216874429313581,0.4009871706885213,-2.1858057975769043,-2.4733525552321827,1000,-0.11575248172103443
1.0,-49.65,0.015582087435934228,460,4.751874628580897,3.375,-0.19405618,0.008964879901347504,0.6262765265093145,4.022515394231666e-05,-0.0050000000000000044,-0.890414956537879,0.020103236212359224,0.7168587,0.004005992749607351,0.9996346481243574,3.703926,0.0024970018,1.4210854715202004e-17,2.418762445449829,-0.2216874429313581,0.4340167294821183,-2.195538282394409,-3.123397930774887,1000,-0.11719865903256986
1.0,-48.2,0.034295436312095265,480,4.991847898094032,3.375,-0.19385652,0.00038650974372252106,0.8337254766133283,0.00010008082373639651,-0.0050000000000000044,-0.6388471485863265,0.019696673007132435,0.71648985,0.00378303111600677,0.9997864896909099,3.6999846,0.001997312,-5.3290705182007515e-18,2.1224682331085205,-0.2216874429313581,0.4173139233428645,-2.0573949813842773,-1.9603158936517617,1000,-0.11451042590165034
1.0,-49.7,-0.029389558179304005,500,4.292996839744285,3.375,-0.19427153,-0.015869686997176603,0.7622818117346257,2.9024210620645143e-05,-0.0050000000000000044,-0.7268702645636469,0.019866992941287062,0.7211658,0.004034152418706706,0.9996052787301042,3.676112,0.0015576864,4.263256414560601e-17,2.22048282623291,-0.2216874429313581,0.4094226667911751,-2.396876811981201,-2.6287302669536032,1000,-0.11747283249110772
1.0,-49.6,-0.03871944167127367,520,3.6277760063387112,3.375,-0.19422859,-0.02149209348358954,0.7182140176831262,3.4081621295655244e-05,-0.0050000000000000044,-0.8546466128245234,0.01956852425737805,0.7215017,0.004004181460834618,0.9996242035792925,3.6864,0.002055906,0.0,2.42484712600708,-0.2216874429313581,0.4186547722681428,-2.2130086421966553,-2.9887775074814664,1000,-0.11724261543252826
1.0,-49.15,0.04402794386539608,540,5.304176531526209,2.25,-0.19436812,0.014428644564956591,0.827810830195577,5.388304946261199e-05,-0.0050000000000000044,-0.8295796591961153,0.018090756325899394,0.7233687,0.003951514117789456,0.9997004488236721,3.6915686,0.0010526633,0.0,2.2048659324645996,-0.2216874429313581,0.4340234051822516,-2.3573949337005615,-2.0645904767637475,1000,-0.11663296894550007
1.0,-48.6,0.06090582674392499,560,6.234704265522527,1.5,-0.1940751,0.018548039689211888,0.7352532879018688,0.0001786818933777554,0.0,-0.8048579253589999,0.014947005023194423,0.72156924,0.004008839658638088,0.9998206851892945,3.677548,0.0010149695,-5.684341886080802e-17,2.035524368286133,-0.2216874429313581,0.396265584204076,-2.3897647857666016,-1.193647227820731,1000,-0.11404487293465569
1.0,-49.5,0.03911628454970196,580,3.2095033559026542,2.25,-0.19406117,0.008829270877197364,0.7268674646151666,2.965075941183621e-05,-0.0050000000000000044,-0.6695634125574665,0.015164335032445585,0.72220457,0.004005434217869558,0.9995991548967533,3.6656833,0.0063795936,-1.4210854715202004e-17,2.2909135818481445,-0.2216874429313581,0.3858299106592099,-2.605003833770752,-2.408774969578515,1000,-0.11708247348465423
1.0,-49.3,0.02535357729741372,600,7.374169315640573,2.25,-0.19425273,0.0036102439985252243,0.7139446454399402,3.106412058656806e-05,0.0,-0.8793803947191495,0.016783103165882725,0.7244752,0.003983858954431457,0.9996589571352581,3.652231,0.0026162334,-6.394884621840901e-17,2.290724515914917,-0.2216874429313581,0.41537678539700834,-2.29020357131958,-2.5883141445679105,1000,-0.11686249698704364
1.0,-47.5,0.03075323636259418,620,4.077320274290868,1.5,-0.19387254,-0.007895029920133408,0.6260484725113228,0.00013091067614487585,-0.0050000000000000044,-0.7934703106934209,0.014223432948825568,0.7216888,0.003669466619277884,0.9997846272031139,3.6493075,0.00090212247,-1.7763568394002505e-17,2.386629819869995,-0.2216874429313581,0.39721063930030553,-2.2402894496917725,-1.778638159387627,1000,-0.11289825520201129
1.0,-49.65,0.037090446048881856,640,3.879314986041418,2.25,-0.19381021,-0.003794477094612615,0.6592935015955544,4.175635058772545e-05,-0.0050000000000000044,-0.848541410117069,0.01658704776872897,0.72198135,0.004026693321351116,0.9997140014636077,3.6620378,0.008849117,-8.171241461241152e-17,2.5512430667877197,-0.2216874429313581,0.4032994643374896,-2.3093044757843018,-3.2595016867441067,1000,-0.1165770685647541
1.0,-48.9,0.017009878879296593,660,5.26264091793471,2.25,-0.19389163,-0.008591254358150249,0.7180968707298894,4.4948314014793427e-05,-0.0050000000000000044,-0.8716710841380569,0.019163508169619713,0.72325784,0.003906979412536194,0.9996641095040754,3.6793675,0.004925917,1.4210854715202004e-17,2.520374298095703,-0.2216874429313581,0.4227695585624036,-2.7293341159820557,-1.635817758950921,1000,-0.11630986530277025
1.0,-49.7,0.009216378362616524,680,5.339981197554611,2.25,-0.19373313,0.007887465324106401,0.6720912200006101,1.6103905335387805e-05,-0.0050000000000000044,-0.9007037575951222,0.019999071636583737,0.7222969,0.004022454881022861,0.999528629787062,3.6828203,0.0023260147,-1.4210854715202004e-17,2.4355292320251465,-0.2216874429313581,0.42054684376514745,-2.456998348236084,-2.095925232508476,1000,-0.1173731986365569
1.0,-49.15,0.024817529098305386,700,5.344056295577219,2.25,-0.19362296,-0.000322682902161774,0.6305967710454462,5.899499703561351e-05,-0.0050000000000000044,-0.7157813675675125,0.01606451473560586,0.7218547,0.003926971243498573,0.9996918113805419,3.6688223,0.0023177583,1.4210854715202004e-17,2.4187231063842773,-0.2216874429313581,0.406029784201155,-2.365668535232544,-1.967836829125757,1000,-0.11613152506767002
1.0,-49.25,0.08741283889161423,720,5.144695725776287,2.25,-0.19337517,0.019994426451079073,0.8211653990192955,3.3216715846264896e-05,-0.0050000000000000044,-0.7570688475010692,0.01863770150010457,0.7202428,0.003943971019116458,0.9996108413546995,3.6633906,0.003038867,0.0,2.1080267429351807,-0.2216874429313581,0.42228401589147635,-2.5920002460479736,-2.7425956579896607,1000,-0.1167659182108599
1.0,-49.25,0.07576275133382296,740,4.018973711669307,2.25,-0.19328427,0.00755779154521228,0.7630376651170416,3.09808650379007e-05,-0.0050000000000000044,-0.6327423389374521,0.014902489516093272,0.72007775,0.003931155378669287,0.9995895477432268,3.6595814,0.001847981,1.0658141036401503e-17,3.0103251934051514,-0.2216874429313581,0.4200549167860983,-2.1246113777160645,-2.5776432392124256,1000,-0.11633808874219419
1.0,-49.35,0.06602654464775697,760,7.155313948257008,1.5,-0.19291589,0.011427880836779291,0.6940192229357054,2.5988999206301585e-05,-0.0050000000000000044,-0.780509479334697,0.01982793416821189,0.7174495,0.0039857339093883675,0.9996200807891721,3.661151,0.0013768577,-1.4210854715202004e-17,2.607682943344116,-0.2216874429313581,0.4024435705342425,-2.1742184162139893,-1.6476844463865958,1000,-0.1170500628218676
1.0,-49.7,0.033191669795196506,780,4.121971640198374,2.25,-0.19304496,-0.0032468884774371413,0.7743779738048303,2.158435627301339e-05,0.0,-0.7656720641998506,0.015517324403901182,0.7191168,0.004054146101521136,0.9995780630591287,3.6645708,0.0061540324,-4.263256414560601e-17,2.4820244312286377,-0.2216874429313581,0.4349996009465992,-2.276181697845459,-2.310844674441107,1000,-0.11686031544365429
1.0,-49.5,0.0246731860958389,800,5.526381575444362,2.25,-0.19239055,0.01642061766577864,0.5236452726562462,2.3394474063433793e-05,-0.0050000000000000044,-0.8323062981003939,0.01703346449279597,0.71593475,0.004025778583764078,0.9995446713883115,3.6830862,0.004665134,1.4210854715202004e-17,2.280282497406006,-0.2216874429313581,0.41323996764112625,-2.4078516960144043,-2.5898193134745697,1000,-0.11655806813559566
1.0,-47.15,0.012652589582838119,820,4.745225368341036,2.25,-0.19280505,-0.007744531530952756,0.4880070960856957,0.00018128102684267567,-0.0050000000000000044,-0.7459585702019006,0.016122321834979598,0.7178627,0.003717203627324465,0.9998256221283688,3.693055,0.0052316636,-5.684341886080802e-17,2.5448150634765625,-0.2216874429313581,0.42383500743720603,-2.470627546310425,-0.9423450105395178,1000,-0.1130355285927472
1.0,-47.8,0.07312543534717406,840,4.735091795930441,1.5,-0.19186231,0.021355180214540796,0.7005362930742184,0.0001868649721486501,-0.004975000000000005,-0.632583591562233,0.015019880788616092,0.7143477,0.0038372453656389948,0.9998157277621532,3.6714807,0.00114549,-3.552713678800501e-17,1.9958585500717163,-0.2216874429313581,0.40233838481117223,-2.47611141204834,-1.4464560805428786,1000,-0.11333818444522287
1.0,-48.4,0.04120804290706292,860,5.891863644398169,1.5,-0.19240862,0.006614096858831604,0.5995770661861612,6.661327949334474e-05,-0.0050000000000000044,-0.8016276303670925,0.015939655933383683,0.71542543,0.0038738885605067923,0.9997174682274577,3.6586967,0.0051122727,-2.842170943040401e-17,2.2689671516418457,-0.2216874429313581,0.40838840461613146,-2.091517448425293,-2.1187020987001666,1000,-0.11628237307993158
1.0,-48.1,0.0849361434567254,880,4.524334303011284,1.5,-0.19243613,0.027527204508351964,0.6560471032282357,8.31970208770108e-05,-0.0050000000000000044,-0.6308015563903342,0.016464094313296342,0.71584654,0.003775636489874642,0.9997703275985924,3.641179,0.004885548,2.842170943040401e-17,2.7251288890838623,-0.2216874429313581,0.4106623091999288,-2.1665873527526855,-1.4288212948764087,1000,-0.1152823363530422
1.0,-49.35,0.015520955509040505,900,5.457442959296209,1.5,-0.19237745,0.008166102068700401,0.7389239352340948,2.818522286255911e-05,-0.0050000000000000044,-0.7124231482042805,0.017271962530689595,0.7155519,0.003978489999245901,0.9996154357641016,3.637595,0.0053503076,-7.105427357601002e-18,2.157130002975464,-0.2216874429313581,0.4032631986242219,-2.090372323989868,-1.5146465273348966,1000,-0.11705996042869975
1.0,-47.45,0.08476147515629419,920,6.35264894655085,1.5,-0.19224247,0.02297151880725317,0.5638529367145844,0.00043132072436258707,-0.0050000000000000044,-0.7254460370162125,0.016271435488317592,0.71474254,0.003946474194255937,0.9998707606720548,3.6227264,0.0016690522,-1.4210854715202004e-17,2.307321786880493,-0.2216874429313581,0.40996341734184794,-2.453805446624756,-0.856664626166011,1000,-0.11242205578263559
1.0,-46.55,0.04184602692222689,940,4.251320897082493,1.5,-0.19212514,0.019748083064479383,0.718054536581126,0.00032778977290269995,-0.004950125000000005,-0.6662826947175058,0.014807271087368035,0.7140741,0.003656700065382004,0.9998458828025578,3.6142478,0.0042439247,1.4210854715202004e-17,2.2050068378448486,-0.2216874429313581,0.3992584761006762,-2.3117103576660156,-1.3890199293300982,1000,-0.11085970920062868
1.0,-47.15,0.06073602293955628,960,3.7312499053122163,1.5,-0.19198291,0.022265707262627797,0.6201448987388037,0.0002656136363674016,0.0,-0.6441547827369837,0.017905531990875127,0.713177,0.0037897260677624434,0.9998465551600353,3.616403,0.0040251985,2.1316282072803006e-17,2.441683292388916,-0.2216874429313581,0.40211729321717277,-2.179872751235962,-2.887939089212524,1000,-0.11185363280916404
1.0,-46.5,-0.02546469135337975,980,4.52751375019519,2.25,-0.19191098,-0.004764943738041706,0.557204139048452,0.00020893467752649165,-0.004925374375000005,-0.755600056347059,0.015942791261574503,0.71264493,0.0036283854158970907,0.9998211621831136,3.6289103,0.0063032904,0.0,2.0259628295898438,-0.2216874429313581,0.40395529216023474,-2.1406450271606445,-1.6339034513637944,1000,-0.1112064025402786
1.0,-46.85,-0.06967105574844755,1000,5.590764491173241,2.25,-0.19171847,-0.024814030360688976,0.5170365669584365,0.00012637455778748076,-0.0050000000000000044,-0.8798563789747199,0.013988375875078621,0.7112004,0.0036363001120440245,0.9998053389557827,3.63066,0.0024726125,8.526512829121202e-17,1.8867663145065308,-0.2216874429313581,0.38232930371218377,-2.299760341644287,-1.7967330887908404,1000,-0.1119228296041722
1.0,-46.55,-0.05217944489512592,1020,5.650743929788297,2.25,-0.19169591,-0.015143985309126513,0.5050246087056407,0.0001554072124723972,-0.004950125000000005,-0.8458326419178833,0.01638252709882014,0.7112784,0.003560892436764816,0.9998082522607858,3.6231139,0.0020151827,2.842170943040401e-17,2.3735580444335938,-0.2216874429313581,0.42229317836635694,-2.430137872695923,-1.7188082918211602,1000,-0.11052060938606467
1.0,-45.2,-0.011923349193762988,1040,4.299223907218722,2.25,-0.19154307,-0.00030382952725599357,0.5512682374587053,0.0001597527022592737,-0.0050000000000000044,-0.5628116922508439,0.01501439304141743,0.71044004,0.0032886919575333784,0.9998201922373057,3.6160545,0.0031624117,7.105427357601002e-18,2.2560174465179443,-0.2216874429313581,0.40112645702200367,-2.4088351726531982,-1.4064095151245226,1000,-0.11058036478992503
1.0,-46.3,0.018754743561148642,1060,5.273590437811793,2.25,-0.1881585,0.015565943056871466,0.5187829679541683,0.00015238140817165776,0.0,-0.725270846561645,0.014407489314941829,0.69874775,0.003534807772727097,0.9998219744350354,3.603611,0.001792546,-1.4210854715202004e-17,2.438052177429199,-0.2216874429313581,0.4056252463599524,-2.2956748008728027,-1.5787280181495238,1000,-0.11173098900925643
1.0,-47.4,-0.012025457472307608,1080,5.304139189016422,2.25,-0.19120517,-0.002625652446507475,0.64687180381147,9.862391900103245e-05,-0.0050000000000000044,-0.7687092106117178,0.017870708999781625,0.70947826,0.0036971978605073435,0.9997995294134893,3.6141312,0.0020517467,-2.1316282072803006e-17,2.1634340286254883,-0.2216874429313581,0.40099923429466944,-2.1745505332946777,-2.110105869189694,1000,-0.11417234133246383
1.0,-45.85,0.012754639430320822,1100,3.061964572558335,1.5,-0.19118397,0.0015283373129515508,0.5370305873098792,0.0001533479456685211,-0.0050000000000000044,-0.8168437690435754,0.015327397652697628,0.70898086,0.0033236024250111293,0.9998019683464848,3.6218662,0.0009844876,-2.1316282072803006e-17,2.2252249717712402,-0.2216874429313581,0.4061193622113654,-2.183379650115967,-1.6427713622131468,1000,-0.10951505770372921
1.0,-46.35,-0.0009748956208350136,1120,4.405161257015736,2.25,-0.19110084,-0.007964921159824997,0.5302125772161538,0.00019190505298003274,-0.0050000000000000044,-0.7838393055662315,0.01877783756918366,0.70782226,0.003550443228314205,0.9998206409280517,3.6371655,0.0062464583,4.263256414560601e-17,2.4665651321411133,-0.2216874429313581,0.39990772717290596,-2.2480664253234863,-1.4370066730579845,1000,-0.11132572727719353
1.0,-46.25,0.02991036174329929,1140,4.9895785906116705,2.25,-0.18770862,0.017451989282083646,0.5946675483261223,0.0001765513988842048,0.0,-0.7477293065337186,0.017693841164945406,0.6960719,0.003545643231579399,0.9998278917821942,3.639752,0.0027145192,0.0,2.459163188934326,-0.2216874429313581,0.41561967654111576,-2.213555097579956,-1.5097957194190177,1000,-0.11094643329958229
1.0,-44.75,-0.04552506570133846,1160,3.4469632152627145,2.25,-0.19089139,-0.013646630446582889,0.5632332171201597,0.00017635138540904815,-0.0050000000000000044,-0.7400984425160724,0.01412698144149689,0.7077123,0.003203598999914413,0.999849183095647,3.6477287,0.0021270642,4.9737991503207014e-17,2.129635810852051,-0.2216874429313581,0.40632456071410356,-2.289461612701416,-2.101693172092911,1000,-0.10765367884736443
1.0,-46.4,-0.03648165656754281,1180,4.027538476940967,2.25,-0.18514349,-0.005095389563694073,0.4557244912540798,0.00024256964679804054,0.0,-0.7979999348018337,0.0160794091165192,0.6882989,0.003645821008931615,0.9998406529905436,3.671597,0.0035481895,-7.105427357601002e-18,2.15621018409729,-0.2216874429313581,0.40967417961822145,-2.631225347518921,-1.5744720104403085,1000,-0.11023313934929505
1.0,-46.2,0.001965184998465702,1200,4.18573793148128,2.25,-0.19063641,0.0028543242926451296,0.5257524073241306,0.00036952868132144966,0.0,-0.7194938865982681,0.012610000158231672,0.7069548,0.0037637653686840517,0.9998545530543863,3.6916661,0.0020418775,-1.4210854715202004e-17,2.5559988021850586,-0.2216874429313581,0.4036806236167352,-2.7636358737945557,-1.441357199530041,1000,-0.10948854746002218
1.0,-46.6,-0.0019055271950783209,1220,4.853668369595626,2.25,-0.1905529,0.012338291373010844,0.5369425763227103,0.00019318038053228043,-0.0050000000000000044,-0.6572195893112796,0.015832480169306135,0.70516783,0.003547416572250343,0.9998173922885012,3.7003107,0.0031885142,-2.842170943040401e-17,2.4940974712371826,-0.2216874429313581,0.414542013625769,-2.527817726135254,-1.613780949401237,1000,-0.11209385861621664
1.0,-42.25,-0.004335627393273171,1240,3.749565215058704,2.25,-0.1904431,0.0010593387108046239,0.7649128543642196,0.0004599486756518914,-0.0048762437656093794,-0.7854769270204796,0.016070844589481013,0.7033802,0.0032228627534043614,0.9998920962325513,3.7031631,0.002726772,-1.4210854715202004e-17,2.5452511310577393,-0.2216874429313581,0.44786626369612,-2.559584617614746,-1.8668092694679324,1000,-0.10202690606066853
1.0,-43.95,-0.05618386665789876,1260,4.998084578248001,2.25,-0.19030939,-0.007899857309016113,0.5576304407385583,0.0004636358652028899,-0.004975000000000005,-0.7423458616697138,0.015851380836948842,0.70211875,0.0035966559271460893,0.9998877711608002,3.689494,0.0016937127,0.0,2.136748790740967,-0.2216874429313581,0.4150079257885366,-2.3581674098968506,-1.428293907892572,1000,-0.10621615220498294
1.0,-44.85,-0.006335567992064171,1280,3.102830306519116,2.25,-0.18974113,0.0034522476840508467,0.6338724789548268,0.0002600578494270249,-0.0050000000000000044,-0.7713316170198025,0.016439847233648264,0.6997301,0.0033812568230839847,0.9998641172541978,3.6765802,0.003360686,-1.4210854715202004e-17,2.271949529647827,-0.2216874429313581,0.43757569132201835,-2.49558424949646,-2.0575189052962664,1000,-0.10807450409091285
1.0,-45.85,0.002559473227709532,1300,4.72903974061727,2.25,-0.19007479,0.016194152052138304,0.37771765170298105,0.00021054239455211256,-0.0050000000000000044,-0.5152569727296301,0.011188953553367093,0.70069724,0.0035624542978951097,0.9998423241991476,3.6746125,0.0026710536,-2.842170943040401e-17,2.4958202838897705,-0.2216874429313581,0.42516464074798455,-2.11779522895813,-2.2228939897271163,1000,-0.1106809762430946
1.0,-44.55,-0.010075867289095186,1320,4.199213315700864,2.25,-0.18996377,0.014862134610179536,0.559412068253952,0.0003927620822738392,0.0,-0.5331996314860955,0.014531069463965554,0.6998615,0.0036479378802387226,0.9998674725884515,3.6778097,0.0029447495,0.0,2.4339938163757324,-0.2216874429313581,0.4292397031176796,-2.468675374984741,-2.139635903094626,1000,-0.10726802368158739
