_min_obs,_std_discrew,_lr_multiplier,_max_obs,CriticLoss,_min_discrew,BaselineLoss,KL,_max_discrew,_mean_adv,_std_obs,_max_adv,Beta,NewPolicyLoss,_min_act,_mean_act,Steps,_mean_discrew,_std_adv,_mean_obs,_max_act,_min_adv,_std_act,PolicyEntropy,_MeanReward,_Episode
-2.06425721097762,0.004042846780460289,1.0,1.079219292066163,0.13915415,-0.2216874429313581,0.002169168991947934,0.012599944,-0.0050000000000000044,-7.815970093361102e-17,0.02463536313873519,4.500463456209458,1.5,-0.12677896,-2.10107421875,-0.030875045112567022,1000,-0.11750886921280315,0.999978058625971,0.007524845546143219,2.1045420169830322,-3.8250135370892475,0.3764226427415588,3.6736012,-49.85,20
-0.7181199765442448,0.004069059578502995,1.0,1.333758269004962,0.37657416,-0.2216874429313581,0.0013660712386734414,0.008796921,-0.0050000000000000044,-1.4210854715202004e-17,0.013139670285949145,3.4129370451310073,2.25,-0.1291491,-2.1628644466400146,-0.006951969736837782,1000,-0.11768397713319553,0.9999624421121305,0.005105668912952519,2.3447656631469727,-2.114528301167948,0.3709246899985201,3.6603947,-50.0,40
-2.1312348474015317,0.004059235972298326,1.0,1.3906248803667287,0.33988285,-0.2216874429313581,0.0005468908540951347,0.007260986,-0.0050000000000000044,1.4210854715202004e-17,0.03306814821018379,3.1363071764549577,3.375,-0.20777227,-2.017491102218628,-0.008258970133494586,1000,-0.11762959839567366,0.9999592541602406,0.0035112551347818628,2.2016656398773193,-3.704041630331654,0.3770063624590445,3.6592855,-49.9,60
-1.2895872823426318,0.004069059578502995,1.0,2.0388294054627862,0.5403883,-0.2216874429313581,0.00033713113913162707,0.0029777857,-0.0050000000000000044,3.552713678800501e-18,0.014782893507272701,4.052962931601712,3.375,-0.23122416,-2.1530447006225586,0.0279031510342611,1000,-0.11768397713319553,0.9999224799926224,-0.010804612379595645,2.548375129699707,-2.5425361973197917,0.36139419861138844,3.662076,-50.0,80
-0.9906102576699625,0.004069059578502995,1.0,1.0325847191124884,0.96887714,-0.2216874429313581,0.00014737838530233898,0.0033263625,-0.0050000000000000044,-1.4210854715202004e-17,0.017680995777228516,4.117063378573199,3.375,-0.08758196,-2.219088077545166,0.006681769073285978,1000,-0.11768397713319553,0.9999085414425528,0.0013749323915085113,2.073850631713867,-2.755619822482103,0.3935706559773907,3.663229,-50.0,100
-1.5973337302301742,0.004069059578502995,1.0,1.0571907545413652,0.6209705,-0.2216874429313581,0.00011051108621858304,0.0038700062,-0.0050000000000000044,0.0,0.017697907062439223,4.95184379226929,3.375,-0.1772146,-1.8837862014770508,0.011713516478892416,1000,-0.11768397713319553,0.9998538090275186,-0.009426501516460205,2.1144633293151855,-3.8405238377261575,0.3902244709537926,3.6574302,-50.0,120
-0.8636907833927765,0.004069059578502995,1.0,1.1749602444208824,0.6844658,-0.2216874429313581,8.783386241239655e-05,0.015417681,-0.0050000000000000044,1.4210854715202004e-17,0.013345606458113585,6.0261942225108776,5.0625,-0.19286647,-2.135702610015869,0.02382861080218572,1000,-0.11768397713319553,0.9998413636552376,-0.0015580855695591315,2.4472849369049072,-3.4637905308405674,0.37813231194055125,3.6638186,-50.0,140
-1.253771792067204,0.004523458727087453,1.0,0.7311653540854062,1.3984207,-0.2216874429313581,0.0008003965314969522,0.0022385449,0.0,4.263256414560601e-17,0.012205583612353433,5.8232047609933115,5.0625,-0.07579313,-1.9761466979980469,0.037389991347910836,1000,-0.11179977827653576,0.9999194590744728,0.004239084903014734,2.013674736022949,-2.7526433333060436,0.3905645879330935,3.6785252,-47.5,160
-0.913492210051136,0.004069059578502995,1.0,0.9331624977656575,0.7010326,-0.2216874429313581,8.091949655493053e-05,0.0021573415,-0.0050000000000000044,2.842170943040401e-17,0.016329909067944313,5.284785476457105,5.0625,-0.18426119,-2.1281073093414307,0.02042316729342565,1000,-0.11768397713319553,0.9998153644785898,0.0019585106741172938,2.180607318878174,-2.0140637882839734,0.40437026013105914,3.6859648,-50.0,180
-2.190145518854471,0.004069059578502995,1.0,1.1919370851419764,0.7184674,-0.2216874429313581,6.250422153708571e-05,0.008906019,-0.0050000000000000044,7.105427357601002e-18,0.016945606864488767,3.377852044232766,7.59375,-0.19328983,-2.213916778564453,0.03480939919187222,1000,-0.11768397713319553,0.9998169708120861,0.005860821702654363,2.405242443084717,-4.707698936155664,0.3941402692223285,3.690826,-50.0,200
