_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,TotalLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-49.2,750,-0.0470728577440313,-0.5512830843362727,0.40232051929636165,0.012952624476718622,-0.0495858546202071,-2.2673871517181396,2.0670931339263916,0.3716445084669013,-5.210646728907401e-16,-1.9764593908459023,3.237105259270441,0.9999754640433436,-0.11577830760134979,-0.2216874429313581,-0.0050000000000000044,0.0039502051127352535,15,-0.10579524993642171,3.6908948,0.008635762,1.5,1.0,0.009206829142503875,0.026021358
-48.13333333333333,750,-0.013089218409961266,-0.49328732665336955,0.5572335357588587,0.01043193997309604,-0.014062641409691424,-2.0510306358337402,2.1310858726501465,0.3813453182987251,1.4210854715202004e-17,-1.995019952030378,2.9967790774974246,0.9999660257709411,-0.11301306920183647,-0.2216874429313581,0.0,0.003976514141173629,30,0.000442369283941057,3.687077,0.0054065487,1.5,1.0,0.003813806048114831,0.017930426
-48.8,750,0.0035010356291358805,-0.4413661538801469,0.5258303958239235,0.01200322159031753,0.002623806213028729,-2.048731803894043,2.046964406967163,0.3724969558311307,-2.3684757858670005e-18,-1.8128932514546896,2.4636361102168283,0.9999573826798658,-0.11620409258053366,-0.2216874429313581,-0.0050000000000000044,0.003891883634000879,45,-0.04444529533386231,3.6892853,0.011515948,2.25,1.0,0.0026664035571394794,0.050056003
-48.86666666666667,750,-0.0011719921368312481,-0.3749746782379149,0.5752701341776291,0.012738544066024801,0.0007787236818112433,-2.1099729537963867,2.1918632984161377,0.3654861957496496,9.473903143468002e-18,-1.715977823829464,2.5634683804105878,0.9999597172815132,-0.1144901375754984,-0.2216874429313581,0.0,0.004013465353279077,60,0.00032753959382904904,3.6911175,0.004426437,2.25,1.0,0.0020558351429636173,0.008321751
-48.733333333333334,750,-0.021374939463126606,-0.43678244082111095,0.28483276449488304,0.008836500880328781,-0.01648111200146377,-2.2618625164031982,2.0466349124908447,0.3762787571851957,2.842170943040401e-17,-1.4878359533115328,2.3007217869829284,0.999951489123826,-0.11468212723068091,-0.2216874429313581,-0.0050000000000000044,0.0038367367620712233,75,-0.03354267120446099,3.698741,0.0025226763,2.25,1.0,0.0013931939478246638,0.010385643
-48.46666666666667,750,-0.0035705685893244674,-0.5326628430464293,0.43132828647767535,0.0123665314037191,-0.0057724060624217,-2.190122604370117,2.0248055458068848,0.37217572919117275,-4.7369515717340015e-17,-2.2380067345088466,2.63605197398169,0.9999449263746047,-0.11557272104968812,-0.2216874429313581,-0.0050000000000000044,0.003897502490381258,90,-0.11503967284308539,3.6956742,0.0038785334,2.25,1.0,0.0009740176472021067,0.04265236
-49.6,750,0.00499004837832586,-0.42652496344383484,0.7490634085079212,0.014245856532973234,0.0008808258198356876,-2.2756032943725586,2.1795058250427246,0.3659110373058077,0.0,-2.39042939205131,3.413886009458269,0.9999262604664779,-0.11672458516377339,-0.2216874429313581,-0.0050000000000000044,0.003998033939565966,105,-0.032776274680667454,3.6942205,0.0043892153,2.25,1.0,0.000572075356980905,0.032140538
-48.46666666666667,750,0.010894474818885091,-0.37868703251753427,0.5726853559327503,0.013969196203181577,0.009088519220550855,-2.302729606628418,2.5087132453918457,0.39408781892785416,-1.8947806286936004e-17,-2.2864420002140657,3.8231756905623793,0.9999166296179931,-0.11592746472595404,-0.2216874429313581,-0.0050000000000000044,0.003859347143344464,120,-0.11173171994781494,3.7099226,0.0049826,2.25,1.0,0.00033575031302759316,0.11887716
-48.333333333333336,750,-0.002787883455518121,-0.5342536570272957,0.585722769828767,0.011698629986610849,-0.009505445243131058,-2.207587242126465,2.1263840198516846,0.38681055006234355,-2.842170943040401e-17,-3.0342061097824655,2.8443106428424634,0.9998902363955121,-0.11398946906419835,-0.2216874429313581,0.0,0.003784742795422473,135,-0.08420096397791968,3.7148647,0.003325565,2.25,1.0,0.0001947095735389296,0.030366257
-49.666666666666664,750,0.0171591757001401,-0.5692689181082449,0.7718714916573598,0.018261072637000653,0.028314492357584337,-2.1390933990478516,2.0132198333740234,0.3920724586562171,-7.579122514774402e-17,-3.680964203637397,2.276983348862565,0.9998896675928947,-0.11728280727790258,-0.2216874429313581,-0.0050000000000000044,0.00400950777848182,150,-0.1670832062034607,3.7098298,0.0056868377,2.25,1.0,0.0002182298329853404,0.33015552
-49.53333333333333,750,-0.00010547216167467958,-0.4519511380476539,0.7151905217132754,0.014863100595002687,0.018561524495948105,-2.2487118244171143,2.2161059379577637,0.3965986762765296,3.789561257387201e-17,-3.3014859113539665,3.407138628217247,0.999829230951674,-0.11643455590449943,-0.2216874429313581,0.0,0.004031740604036299,165,-0.0939990329615275,3.7111626,0.0044559953,2.25,1.0,0.00011226072237936488,0.05849285
-49.53333333333333,750,0.01697236471083196,-0.5518545459289083,0.7164357249901083,0.017020583180540276,0.042479147117584944,-2.2807648181915283,2.3759942054748535,0.42315502610331285,-4.736951571734001e-18,-4.457892398569221,2.5644870473515544,0.9998318969067869,-0.11702159880935196,-0.2216874429313581,-0.0050000000000000044,0.003981039714136111,180,-0.14618116379441154,3.7199376,0.0044618733,2.25,1.0,0.0001408470592806799,0.2769381
-49.6,750,0.038498006947500794,-0.32853091055691896,0.7349900453255055,0.015703069499590994,0.0903409660429849,-1.9161324501037598,2.02274227142334,0.3954658464216406,3.315866100213801e-17,-2.566057525463134,3.731864253776063,0.9997528901614833,-0.11746247519076176,-0.2216874429313581,-0.0050000000000000044,0.004032920465764008,195,-0.19216545102945964,3.7019918,0.0031808675,2.25,1.0,7.345763791386576e-05,0.5572669
-48.2,750,-0.018838521855362427,-0.42859064583255757,0.6476553011381078,0.011827190395024,-0.004211275157518685,-2.2607648372650146,2.0855491161346436,0.3822734397007656,7.579122514774402e-17,-1.8486476396609695,3.8654421552926808,0.9998046266870573,-0.11334376041889126,-0.2216874429313581,0.0,0.0038182481606854417,210,-0.19486579896216924,3.6730967,0.0028120638,2.25,1.0,0.00012286792930278157,0.56318545
-48.733333333333334,750,0.0029844401231429295,-0.5902665557328831,0.6943965700590742,0.015005802781908795,0.005905346422456205,-2.6405391693115234,2.177677631378174,0.38180006719605936,1.4210854715202004e-17,-2.8315032215691938,3.5699870305958497,0.9997711831593682,-0.115631331240119,-0.2216874429313581,-0.0050000000000000044,0.003907933434735071,225,-0.18907321930397883,3.6612463,0.0052645337,2.25,1.0,9.47102741436296e-05,0.53409183
-49.8,750,-0.009023880930365805,-0.7210564446836959,1.0110752977129314,0.01866704329145912,-0.01210259933086733,-2.132492780685425,2.445223808288574,0.3933736069932898,-4.736951571734001e-18,-4.144883531054895,2.544725811896796,0.9997369109542518,-0.11736345756410926,-0.2216874429313581,-0.0050000000000000044,0.004027271339996361,240,-0.19512351988474527,3.6592245,0.0036317783,2.25,1.0,6.170246238581311e-05,0.59884477
-48.666666666666664,750,-0.01032940331973234,-0.612611027425661,0.7355374191429495,0.020061774897895544,0.02218920288591956,-2.2106096744537354,2.196406602859497,0.39545758237135237,-2.842170943040401e-17,-4.57460809135791,4.245200227430833,0.9998029824176077,-0.11590332167731833,-0.2216874429313581,0.0,0.003913220667037508,255,-0.19513000486808355,3.6495223,0.0052364743,2.25,1.0,9.155832765860718e-05,0.613606
-49.0,750,-0.0022379940552252997,-0.5192459122360681,0.6794334265936367,0.01403405423143383,0.006631468584140141,-2.0060417652130127,2.0634329319000244,0.36884800799888534,-1.4210854715202004e-17,-2.4691369500275946,4.433006394268494,0.9996825324121477,-0.11576126943808297,-0.2216874429313581,-0.0050000000000000044,0.003907134322411577,270,-0.1945372390704685,3.6671243,0.0044925753,2.25,1.0,5.9801272262162474e-05,0.62072706
-48.8,750,0.004980487334589959,-0.6704406990416415,0.7075701537557043,0.017447888498185026,0.006949316094008584,-2.3839974403381348,2.324460029602051,0.39865499604723226,9.473903143468002e-18,-3.6082446112223936,4.107636924892875,0.9997394697814901,-0.11602072126956008,-0.2216874429313581,-0.0050000000000000044,0.003928835303638546,285,-0.18512390136294896,3.6673431,0.0027963158,2.25,1.0,6.380699077373541e-05,0.5617973
-49.733333333333334,750,-0.00872869839935566,-0.8068079589447636,1.0002807008869712,0.019097683280310473,-0.019085062114987523,-2.260802745819092,2.0768582820892334,0.3927304995668255,4.7369515717340015e-17,-2.6117671328042493,4.90313767547059,0.9996024281321318,-0.11757190134141653,-0.2216874429313581,-0.0050000000000000044,0.004048529878724051,300,-0.19513847352409364,3.6601372,0.007462307,3.375,1.0,2.9240534993346805e-05,0.65014875
-48.53333333333333,750,-0.016791643963625244,-0.7598369124996055,0.5364898834456655,0.01408597138661962,-0.029111482149921358,-2.1500096321105957,2.22721266746521,0.38737025702716227,-3.789561257387201e-17,-1.7997036682945058,3.8660577387592774,0.9997555928139207,-0.114448122309257,-0.2216874429313581,-0.0050000000000000044,0.0038246581539883723,315,-0.19379907611762154,3.6519637,0.0017752431,3.375,1.0,8.389519804328908e-05,0.64476895
