_std_adv,_mean_act,_std_obs,_lr_multiplier,_min_discrew,_mean_discrew,_min_adv,_std_act,BaselineLoss,TotalLoss,_mean_obs,_max_adv,Steps,_std_discrew,_max_discrew,_Episode,_max_obs,_min_act,_MeanReward,CriticLoss,_max_act,_min_obs,_mean_adv,PolicyEntropy,Beta,KL
0.9999556283762665,0.07272680091671646,0.010067589132754615,1.0,-0.2216874429313581,-0.11638398195669433,-2.428498841710011,0.39193444614914236,0.0038046977174272865,-0.19190200195646287,0.0755239679506373,3.154895060520728,1000,0.003977131225100577,-0.0050000000000000044,20,0.7530101812383655,-2.365743398666382,-49.35,0.09837777,2.4384686946868896,-0.5929469140108979,2.7000623958883806e-16,3.6619854,1.5,0.008659551
0.9999681991334504,0.0493090728551615,0.007227299794284391,1.0,-0.2216874429313581,-0.11738520477806688,-1.9364750631291396,0.3728331772639977,0.0037240356714155036,-0.2081444091911316,0.0012356363940392212,2.514135360299686,1000,0.004021253021753573,-0.0050000000000000044,40,0.4971489269986477,-2.374664068222046,-49.55,0.70458835,2.0702972412109375,-0.32147762324004225,-2.3092638912203255e-17,3.6488843,1.5,0.004154157
0.9999649560848407,0.04349909590906464,0.008409534437087682,1.0,-0.2216874429313581,-0.11768397713319553,-2.57182129728006,0.35389603443558565,0.0025562023549141866,-0.2388556152420044,-0.00028428008505108345,2.9588238008150163,1000,0.004069059578502995,-0.0050000000000000044,60,0.5274181273489814,-2.2982821464538574,-50.0,0.8968808,2.136918067932129,-0.35379634166322316,2.1316282072803006e-17,3.6463888,1.5,0.0054103564
0.9999560391429054,0.036286101490957665,0.013701418214235223,1.0,-0.2216874429313581,-0.11735274371796334,-1.7977268834251563,0.3686464555685187,0.001886386060110234,-0.23449025879859925,0.007736026451481939,3.585102245180714,1000,0.004028204060179471,-0.0050000000000000044,80,0.6962699999059682,-2.0855820178985596,-49.8,0.93078834,2.0329110622406006,-0.7572508192288928,1.4210854715202004e-17,3.6330755,1.5,0.0057794168
0.9999596318832951,0.0346415453995578,0.013784981275353193,1.0,-0.2216874429313581,-0.1167611824379188,-1.7636346024534533,0.3777020776128442,0.001824786046172885,-0.2228863037147522,-0.00866202287635978,2.984858183096535,1000,0.003991696592725342,-0.0050000000000000044,100,0.7391556494727846,-1.9705661535263062,-49.55,0.8944349,1.9952048063278198,-0.736824511124418,-2.1316282072803006e-17,3.6409674,1.5,0.004046133
0.9999475715055833,0.05159097102214582,0.011082249376749563,1.0,-0.2216874429313581,-0.11741705449284934,-1.5531230842071648,0.36811127481219397,0.0010255411035501123,-0.21015512695884705,-0.004440580013592281,3.07541780395078,1000,0.004023388425660765,-0.0050000000000000044,120,0.6309150833130444,-1.9530402421951294,-49.4,0.7572053,2.3777472972869873,-0.5961421418327986,-1.7763568394002505e-17,3.6447353,2.25,0.007220078
0.9999347631659627,0.02421295632107649,0.00959319199909482,1.0,-0.2216874429313581,-0.11427242512325615,-2.262267417867065,0.38158293010477273,0.0005113202717882194,-0.20237570800209048,0.00032835372932569633,2.4638274210724034,1000,0.003927350135368527,-0.0050000000000000044,140,0.6065796756821499,-2.181536912918091,-48.85,0.74764514,2.6138429641723633,-0.5111674425934063,-7.105427357601002e-18,3.64993,2.25,0.0037670676
0.9998931097922107,0.04158638478745706,0.016147179623697456,1.0,-0.2216874429313581,-0.11755166988559429,-1.7836742431516222,0.39408293899500924,0.00019621309891111006,-0.2000837158241272,0.003547247266837847,3.1168024784132604,1000,0.004047630606894144,-0.0050000000000000044,160,0.7041826762387451,-1.9406170845031738,-49.85,0.74401516,2.3422651290893555,-0.7556315158248409,2.842170943040401e-17,3.6563187,2.25,0.0030905989
0.999831349312811,0.06842395321838558,0.0127380843518408,1.0,-0.2216874429313581,-0.11721577065563175,-2.4995428576613827,0.3855744503301616,8.454859354019259e-05,-0.19879641112518312,0.0005464845770706802,2.8384538039363973,1000,0.004009032836658214,-0.0050000000000000044,180,0.5963947206667319,-1.9449388980865479,-49.5,0.744192,2.1945438385009766,-0.5033012126546998,7.815970093361102e-17,3.6530259,2.25,0.0057956744
0.9997747109165199,0.04087410157243721,0.016834961258063576,1.0,-0.2216874429313581,-0.11686665906973064,-4.564679299561145,0.39756881335071464,7.124748530389682e-05,-0.19858282470798494,-0.0050096515761587765,2.9869504070973263,1000,0.00400535871388741,-0.0050000000000000044,200,0.7610473174402358,-2.2233574390411377,-49.65,0.7471156,2.6495206356048584,-0.8194689221729208,4.263256414560601e-17,3.6410494,2.25,0.0039297063
