_min_adv,_MeanReward,_max_adv,Steps,_lr_multiplier,_max_discrew,_std_discrew,_std_adv,_min_discrew,_max_act,_std_act,Beta,_Episode,_mean_obs,PolicyEntropy,CriticLoss,_mean_act,_min_obs,NewPolicyLoss,_mean_adv,KL,_std_obs,_mean_discrew,_min_act,BaselineLoss,_max_obs
-2.2765625051875884,-48.5,2.522764686708195,1000,1.0,-0.0050000000000000044,0.003919031985017774,0.9999668926809681,-0.2216874429313581,2.2220098972320557,0.36574243354173536,1.5,20,0.004726834269248496,3.6846633,0.1696949,0.007647408396122045,-0.7517489641297112,-0.19329672,-2.1316282072803006e-17,0.008069127,0.01732441213975102,-0.11552172353119898,-1.9024966955184937,0.0024650188891908375,1.0822183953343654
-1.7923973263827142,-48.95,4.147655333227956,1000,1.0,-0.0050000000000000044,0.003902282597549962,0.999961222716595,-0.2216874429313581,2.142310619354248,0.3766042171812009,2.25,40,0.010785516158745302,3.7150807,1.1812851,0.015424551922129466,-0.7398707362241475,-0.3315057,2.842170943040401e-17,0.01034498,0.011504254466377345,-0.1157140494977664,-2.091182231903076,0.0015878941606322515,0.6620203498327449
-1.7493026660354636,-49.6,2.9492174687333326,1000,1.0,-0.0050000000000000044,0.00399985384030169,0.9999517801445236,-0.2216874429313581,2.3185203075408936,0.37707880171539504,2.25,60,-0.00040291598123706686,3.719719,0.6477947,-0.006900296717882157,-0.7462871300765882,-0.3526695,0.0,0.0037888857,0.010076045978084272,-0.11714313396315368,-2.0607175827026367,0.0005877902435949513,0.3901655452714994
-1.9134731434114007,-50.0,3.1267344380455144,1000,1.0,-0.0050000000000000044,0.004069059578502995,0.9999079548978623,-0.2216874429313581,2.377739906311035,0.4053852279567095,2.25,80,0.005344327055297832,3.7251534,0.36984208,0.0011292909919284283,-0.8323093209767992,-0.2584874,-1.0658141036401503e-17,0.005096757,0.013621990035360434,-0.11768397713319553,-3.0364456176757812,9.837739749941774e-05,0.7979204725795004
-4.653847738870349,-49.75,2.7411966964971035,1000,1.0,-0.0050000000000000044,0.004036690981544098,0.9998112045460298,-0.2216874429313581,2.506345748901367,0.40205041966625205,2.25,100,0.008288343849250344,3.7269144,0.59822917,-0.009357358649955131,-0.5216511530967958,-0.22710681,-3.552713678800501e-18,0.0046954984,0.010751501553675732,-0.11732763066368236,-2.191502094268799,4.277037908305138e-05,0.5589227473909041
-4.262241523996092,-49.45,2.927693597911201,1000,1.0,-0.004975000000000005,0.004017924106683715,0.9997131513869524,-0.2216874429313581,2.2400145530700684,0.3922883981157333,3.375,120,-0.00570003953181602,3.7283182,0.70080566,-0.025149214619479606,-0.5787991751252194,-0.21340919,7.105427357601002e-17,0.0061451118,0.00933706322270873,-0.11614441845192186,-2.412036418914795,3.693162463006878e-05,0.3936263161314999
-2.1949913753272576,-49.35,4.252410353068622,1000,1.0,-0.0050000000000000044,0.003961848729286439,0.9997156347449202,-0.2216874429313581,2.4107024669647217,0.39769506956837775,2.25,140,0.0036124182209784886,3.7229314,0.71394527,-0.03478384683700279,-0.5224238571375763,-0.20859985,-4.263256414560601e-17,0.0007874851,0.014508237783098748,-0.11604554892907361,-2.1243841648101807,5.798813456694032e-05,0.8874495437087283
-3.6602801357588617,-49.95,3.479515474991004,1000,1.0,-0.0050000000000000044,0.004057225329590265,0.9994392595025448,-0.2216874429313581,2.0364513397216797,0.37897220533990106,2.25,160,0.0017568549193502782,3.719377,0.7065636,-0.010916723804315551,-0.5353451463063336,-0.20311984,-8.881784197001253e-18,0.0058095027,0.012407841671252416,-0.11755303012874078,-2.085658550262451,1.4843443822229849e-05,0.86581782616966
-2.2632742599820315,-48.15,5.944880321749138,1000,1.0,0.0,0.003981622147385971,0.999836155338169,-0.2216874429313581,1.987760066986084,0.3774436546974117,2.25,180,-0.013186202682268246,3.7218962,0.7077489,-0.043501242221565914,-0.5941842287571791,-0.2007147,-1.4210854715202004e-17,0.0017979068,0.009771050566181544,-0.11356496857370042,-2.3291287422180176,0.00020803568533701134,0.43414381432076854
-3.3957858819338753,-50.0,2.610262144164849,1000,1.0,-0.0050000000000000044,0.004069059578502995,0.9996532677726571,-0.2216874429313581,2.539992332458496,0.3837243513524526,2.25,200,0.0034953723636576145,3.7025225,0.7081086,-0.02764741975744255,-0.7383827960045238,-0.199084,2.842170943040401e-17,0.0041095675,0.013156972786954003,-0.11768397713319553,-2.448636293411255,2.901358383132505e-05,0.87211199002641
-2.146221042105614,-50.0,5.086782089083772,1000,1.0,-0.0050000000000000044,0.004069059578502995,0.9995050198864482,-0.2216874429313581,2.17390775680542,0.39809947183654526,3.375,220,-0.010451039251569426,3.698901,0.7010076,-0.059013628704589795,-0.736940856730285,-0.19688436,0.0,0.009754631,0.013503553726621579,-0.11768397713319553,-2.075026035308838,8.781978450175404e-06,0.652902224092176
-1.0195825421757674,-49.0,5.923691020431502,1000,1.0,-0.004851862546781332,0.0040722750393151624,0.9997711044090322,-0.2216874429313581,2.5564630031585693,0.3876882489720793,3.375,240,0.00281665264501111,3.7028458,0.70915747,-0.03308228621748276,-0.6478485393072602,-0.19698617,-1.4210854715202004e-17,0.003080193,0.009734037142102027,-0.1148052690842545,-2.1104719638824463,0.0001099721068952257,0.5554569144929218
-1.3815170602905142,-49.1,6.164735722713137,1000,1.0,-0.0050000000000000044,0.0039723184307830315,0.9997465143123502,-0.2216874429313581,2.234531879425049,0.4026372829294935,2.25,260,-0.0037838526414500817,3.6968732,0.7091874,-0.041315094931400384,-0.743630834110129,-0.19645944,-1.4210854715202004e-17,0.0007911248,0.009762310391914043,-0.11532947741011491,-2.3709819316864014,0.00010263542476741147,0.5045464704310972
-1.9344278904034506,-49.0,5.967354141565984,1000,1.0,-0.0050000000000000044,0.004011022330036772,0.9996739431959035,-0.2216874429313581,2.5331192016601562,0.39635888215637666,2.25,280,0.0019787120734744653,3.6941032,0.71214247,-0.051300651870202274,-0.7520840282350714,-0.19635351,1.4210854715202004e-17,0.0020834191,0.009771177971024739,-0.11620166463885002,-2.5696489810943604,5.361260264071852e-05,0.712323590688179
-2.678596808752608,-49.8,4.7124728064054775,1000,1.0,-0.0050000000000000044,0.004049455624711396,0.99949376651834,-0.2216874429313581,2.4739394187927246,0.39627731046212755,2.25,300,-0.0032748742489643423,3.701232,0.71192515,-0.041867529734270645,-0.6651864319378642,-0.19596478,5.684341886080802e-17,0.002360483,0.009115628519816852,-0.11757070950512852,-2.271949291229248,1.2233904477317698e-05,0.5346910340126897
-1.916656671875403,-49.55,4.261630769522805,1000,1.0,-0.0050000000000000044,0.003996604271502399,0.9995492022546253,-0.2216874429313581,2.3946261405944824,0.39828842080305416,2.25,320,0.0011257107909646744,3.7223315,0.70479286,-0.03274577175721061,-0.6314356720930993,-0.19481395,-8.881784197001253e-18,0.003524738,0.012702169535315918,-0.11706300483040231,-2.4856152534484863,2.745393154626264e-05,0.745606212181543
-2.4271889115293033,-49.65,7.31793645302257,1000,1.0,-0.0050000000000000044,0.00402935565864593,0.9994117900314292,-0.2216874429313581,2.2254343032836914,0.3756414816923961,2.25,340,0.007536251286149062,3.736114,0.7150074,-0.0271946622969117,-0.47293404438126574,-0.19574282,3.552713678800501e-18,0.0029858756,0.008504605760966366,-0.11739466807250913,-2.2053334712982178,1.258941228644172e-05,0.6091558052760109
-3.3161993680101634,-49.2,4.025693129007016,1000,1.0,-0.0050000000000000044,0.0039375508530936675,0.999677120914409,-0.2216874429313581,2.645015001296997,0.4167382330947764,2.25,360,0.013271183997205479,3.7376883,0.7128085,-0.012180552408564835,-0.839457151199294,-0.19527331,7.105427357601002e-18,0.0034932273,0.01637002326205255,-0.1165216314754445,-2.1590490341186523,3.274241039430699e-05,0.9146552431025382
-2.1780572907896096,-49.9,7.038874610306818,1000,1.0,-0.004975000000000005,0.004068916974092912,0.9994199323542245,-0.2216874429313581,2.130551815032959,0.3988542698564353,3.375,380,0.008608277924900409,3.736326,0.7120998,-0.017355598311638458,-0.4508303080376984,-0.19497982,1.7763568394002505e-17,0.0061272653,0.010718082644917524,-0.11745622580864139,-2.7431530952453613,9.798495493931155e-06,0.7654510077343428
-1.333968211443836,-49.35,6.453767859756033,1000,1.0,-0.0050000000000000044,0.003992492863797471,0.9996935154021481,-0.2216874429313581,2.1637558937072754,0.39014994786992874,3.375,400,0.0019015200083639999,3.7473092,0.6660155,-0.02654681696271291,-0.5325238606022963,-0.18021807,2.842170943040401e-17,0.0022110513,0.010915251038851924,-0.1161582568518499,-2.0272438526153564,6.435903652669054e-05,0.639905474562808
-2.724308130533896,-49.1,9.104481704384632,1000,1.0,-0.0050000000000000044,0.003943893977593882,0.999630498465157,-0.2216874429313581,2.4211647510528564,0.3923540587091294,2.25,420,0.0023032896349210463,3.7545102,0.6818317,-0.03010699721495621,-0.4459172649045248,-0.18304357,1.4210854715202004e-17,0.00071754836,0.011931193427884904,-0.1164527210349632,-2.2469115257263184,3.91969292751139e-05,0.8102123337043043
