_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,TotalLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-49.6,750,0.08990638589859412,-0.22764140135560898,0.5206516833846625,0.008925939416029052,-0.07134669030007595,-2.086354970932007,2.222327470779419,0.37720534038041775,-1.8947806286936004e-17,-1.7731226324107778,3.381261492042499,0.9999646264234604,-0.11643666407371575,-0.2216874429313581,-0.0050000000000000044,0.004016212800769915,15,-0.11891323090320163,3.69146,0.008405008,1.5,1.0,0.002240368572422051,0.055819858
-48.8,750,0.027164904769236557,-0.27542089014280857,0.3825179763674802,0.00748550714646055,-0.0277635960970462,-2.6228244304656982,1.9512192010879517,0.3667755617697792,5.684341886080802e-17,-2.2590933916965965,2.7583775987198527,0.9999489766626217,-0.11377081108330797,-0.2216874429313581,0.0,0.003979669238500306,30,-0.28856710432179766,3.6992812,0.007445333,2.25,1.0,0.003775671578027116,1.3741881
-49.6,750,0.011553853517521421,-0.3468777673408027,0.45597828824054404,0.009475634095663822,-0.03024449634520958,-2.4973843097686768,2.155385732650757,0.3815499454040606,-3.0790185216271007e-17,-1.8920106088126258,2.7142409062488015,0.9999582745675188,-0.11633683818415715,-0.2216874429313581,-0.0050000000000000044,0.004031532509071642,45,-0.2632093429586622,3.716423,0.0051242863,2.25,1.0,0.0026500848414672718,0.7999107
-49.8,750,0.014560567110383544,-0.4012056914392167,0.5270468453906046,0.009778834060227948,-0.020165985064425816,-1.9592552185058594,2.020542621612549,0.3838689498567865,-9.473903143468002e-18,-1.7463822178985724,2.961573061454237,0.99995745048345,-0.11750558904090248,-0.2216874429313581,-0.0050000000000000044,0.004046323306207077,60,-0.24834720611148411,3.7252557,0.0034448616,2.25,1.0,0.0015514810780479775,0.7727343
-49.46666666666667,750,0.021327546980419228,-0.4466538298372025,0.5674227345754947,0.011958047772056385,-0.0007930736381871005,-2.245452404022217,2.057039499282837,0.3724772500504119,5.684341886080802e-17,-1.8393999883981775,4.173875432331227,0.999945111779436,-0.11714614006284356,-0.2216874429313581,-0.0050000000000000044,0.003997232489387389,75,-0.22901679989454482,3.7248504,0.006562336,3.375,1.0,0.001190889829777455,0.76242006
-48.6,750,0.0060852696486298485,-0.4137875491195271,0.6845528400134622,0.009497045061483262,-0.01483349276954929,-2.097369909286499,2.571390151977539,0.3921618887790984,-3.789561257387201e-17,-1.852292593514223,3.22877291385064,0.9999343163794401,-0.11452710404291114,-0.2216874429313581,-0.0050000000000000044,0.003913384304195044,90,-0.20840164184188842,3.7233503,0.0020921307,3.375,1.0,0.0007831444949881471,0.7281913
-49.0,750,0.0027590958021588433,-0.43615918596721076,0.5458640241289897,0.01320116255731358,-0.007462444771702091,-2.144304037094116,2.033071517944336,0.3947152287648949,-3.0790185216271007e-17,-2.1121245244913696,3.385985035302545,0.9999205600149844,-0.116125129570948,-0.2216874429313581,-0.0050000000000000044,0.003912183844080153,105,-0.20111923216417102,3.706292,0.0030937702,3.375,1.0,0.00042782037055896685,0.7251943
-50.0,750,0.011788340083074177,-0.47580512121874025,0.6561573017037163,0.01088197700981193,0.020346917266802243,-2.3272206783294678,2.2722086906433105,0.39311505281535036,0.0,-1.9262331327892497,3.0254165125394965,0.9999025218622147,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,120,-0.19931894303215875,3.6877189,0.0027853188,3.375,1.0,0.00025783767720926286,0.72808504
-50.0,750,0.0024833193123455386,-0.597561887888397,0.6807511218874395,0.01155829280600957,-0.009816176276654005,-2.592458724975586,2.2298591136932373,0.39082372371227675,-2.3684757858670008e-17,-2.04144640119895,3.1255181634698284,0.9998693193338279,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,135,-0.19895729064941406,3.6796722,0.0031704023,3.375,1.0,9.405401319242272e-05,0.7336902
-48.53333333333333,750,0.0191560988237729,-0.7496828304967351,0.7393459363919317,0.020614262771402186,-0.0008272102584596724,-1.972442388534546,2.1255314350128174,0.39424038913200743,9.473903143468002e-18,-1.7575195757784527,4.225567603202198,0.9998109443902075,-0.11472713726540591,-0.2216874429313581,-0.0050000000000000044,0.0038518547142398674,150,-0.20260463715786406,3.68598,0.002031416,3.375,1.0,9.472608052721088e-05,0.74636245
-49.6,750,-0.011358728469233937,-0.7510166267041147,0.641942825532899,0.014868464587484042,0.0016074307040932277,-2.0601186752319336,2.0856432914733887,0.38697555135958894,3.789561257387201e-17,-2.168888808010684,3.9360808717747897,0.9996499794793308,-0.1169340720110833,-0.2216874429313581,-0.0050000000000000044,0.004007026391868041,165,-0.20192409516398113,3.6812816,0.002288974,3.375,1.0,2.915204822457831e-05,0.7400116
-49.333333333333336,750,0.011580507959358879,-0.32908603330130615,0.7836246789519539,0.0109726385613507,0.008846648346322279,-2.333833932876587,2.094806671142578,0.3833562951506242,-1.8947806286936004e-17,-2.3769390260072427,5.265469763554002,0.9995953174732167,-0.11673123392503881,-0.2216874429313581,-0.0050000000000000044,0.003966015350938758,180,-0.19826326369137234,3.6900265,0.0022994,3.375,1.0,2.6290651136893716e-05,0.7418283
-49.6,750,0.008361281571467287,-0.39197425138324393,0.5548934056006652,0.010563666704219547,0.0127745409073929,-2.3721258640289307,2.260528087615967,0.37840348157482695,-1.8947806286936004e-17,-1.7888830022990514,4.363984249736495,0.9994624631160973,-0.11716744920751951,-0.2216874429313581,-0.0050000000000000044,0.00400851302706279,195,-0.19778217315843372,3.7034912,0.0034127755,3.375,1.0,1.5281249445970022e-05,0.7413559
-49.266666666666666,750,0.009416646974120119,-0.5055245692642771,0.6392403248268214,0.01058457015407293,0.02427373023331165,-2.0871713161468506,2.34562087059021,0.3757279875529058,1.8947806286936004e-17,-3.8094369975114626,7.403814549736433,0.9995230554061133,-0.11693482368274169,-0.2216874429313581,-0.0050000000000000044,0.003974897760980841,210,-0.19766815186394587,3.7095487,0.0037147799,3.375,1.0,1.9883278505914432e-05,0.74274415
-49.46666666666667,750,-0.01129792841905147,-0.7443991407174751,0.5660471132989863,0.01324425800640256,-0.018107322129188107,-2.1350865364074707,2.6868388652801514,0.3996874260320159,-1.8947806286936004e-17,-5.70577891356819,7.120831276374697,0.9994721693226783,-0.11728603924506087,-0.2216874429313581,-0.0050000000000000044,0.0040056346291406884,225,-0.19742095948028565,3.7106113,0.0040350026,3.375,1.0,1.2962613835781564e-05,0.7434063
-49.733333333333334,750,-0.008757975351474812,-0.9327918828398515,0.45868761364311833,0.012035921200270803,-0.009361361419471602,-2.0686655044555664,2.0313022136688232,0.38595895445591333,-3.789561257387201e-17,-4.218877060096548,3.6941911429655994,0.9994209027708687,-0.11688337397432573,-0.2216874429313581,-0.0050000000000000044,0.004033009462394043,240,-0.1973550414827135,3.7251248,0.0016416254,3.375,1.0,1.2285055832270927e-05,0.74440396
-49.46666666666667,750,0.014583675149923352,-0.39670809491137354,0.6718308901682428,0.012232912751936663,0.0320318733646224,-2.279885768890381,2.210853099822998,0.40057401448719243,1.4210854715202004e-17,-2.859176274338325,7.615224702149175,0.9994626106294777,-0.11744688594755996,-0.2216874429313581,-0.0050000000000000044,0.004027653389178517,255,-0.19718856810675728,3.7266855,0.0017493754,3.375,1.0,1.5906228579337007e-05,0.74472094
-49.266666666666666,750,0.01369973067061294,-0.47280167526362793,0.7797100950757524,0.012393667132027877,0.02485925085407992,-1.9599530696868896,2.33742356300354,0.3812052453825526,-1.8947806286936004e-17,-1.4391224849196942,5.330567400672355,0.9996613168902095,-0.11609203908935645,-0.2216874429313581,-0.0050000000000000044,0.003988402955240835,270,-0.1970004272257487,3.7310026,0.0037385079,3.375,1.0,5.244973674514268e-05,0.7447317
-49.333333333333336,750,0.018134004695275912,-0.34066026290680596,0.8150561068623269,0.014791952419170555,-0.006142783431957165,-2.203803777694702,2.3833353519439697,0.4275149753914541,-9.473903143468002e-18,-1.0527786348606383,5.695250844916262,0.9996941211142677,-0.1162980068175558,-0.2216874429313581,-0.0050000000000000044,0.003963122562885918,285,-0.19687406541781957,3.7334838,0.0016515977,3.375,1.0,5.8891419108846893e-05,0.74505407
-49.86666666666667,750,0.022547539683548317,-0.48279165203738245,0.6552073430145646,0.015437334290245094,-0.009772036437527276,-1.987144947052002,2.386369466781616,0.4044834256751582,-1.8947806286936004e-17,-2.802404712593657,4.198397853445003,0.9992894742165369,-0.11762450813819136,-0.2216874429313581,-0.0050000000000000044,0.004058076592745361,300,-0.19671504974238077,3.738116,0.0021001943,3.375,1.0,8.237941702743798e-06,0.7445916
