_std_obs,_Episode,TotalPolicyLoss,_MeanReward,BaselineLoss,KL,_std_act,_max_act,_mean_discrew,_max_obs,_min_discrew,_std_adv,_min_adv,_mean_adv,_min_obs,Beta,Steps,_std_discrew,PolicyEntropy,_min_act,_mean_obs,_mean_act,CriticLoss,_max_discrew,_lr_multiplier,_max_adv
0.011529176396671932,20,-0.24922192,-49.7,0.0029026080093545064,0.009498861,0.37412741255137494,2.1082465648651123,-0.11744097840718594,0.6338598629163209,-0.2216874429313581,0.9999837173880728,-2.2661597270228535,0.0,-0.6001588131833387,1.5,1000,0.00403172778366301,3.6737263,-2.0601305961608887,-0.0237753724720334,0.0776272210816387,0.16748878,-0.0050000000000000044,1.0,3.0854759789705417
0.014716937422581068,40,-0.19869162,-49.95,0.0013183211673977939,0.007966981,0.38795696235189037,2.1357367038726807,-0.11751887030051425,0.7980949453352363,-0.2216874429313581,0.9999661348822562,-1.9313622360559126,2.842170943040401e-17,-0.8197033452073738,2.25,1000,0.00406015325022856,3.6670175,-2.2920873165130615,-0.021249596274623417,-0.016974275172047783,0.5895723,-0.0050000000000000044,1.0,2.7790610124350428
0.014549778687680507,60,-0.05150672,-49.9,0.00017820121911445963,0.003958671,0.3912430215779028,2.1058905124664307,-0.11764920150882052,0.7978006905967059,-0.2216874429313581,0.9999384437247755,-1.5855349997141368,-4.9737991503207014e-17,-0.5580963461139875,2.25,1000,0.004062497339007659,3.6501453,-2.231889009475708,0.00821208550210745,-0.028306810282636433,0.30525976,-0.0050000000000000044,1.0,2.98914826029152
0.011394069474743019,80,0.178207,-49.5,3.0802314730945706e-05,0.003919646,0.3823277511390808,2.383589506149292,-0.11708309345465664,0.7109598266542044,-0.2216874429313581,0.9998397185963317,-3.0724860040851265,-3.552713678800501e-18,-0.44917609051359186,2.25,1000,0.004009324264376005,3.6352568,-2.2138943672180176,0.008726538236981413,0.006448530261637643,0.9292725,-0.0050000000000000044,1.0,3.3955768353589177
0.01220209458964586,100,0.14298059,-49.2,3.374262710016578e-05,0.0027499413,0.3806027980863764,2.3014416694641113,-0.1166900215946648,0.7050161453320085,-0.2216874429313581,0.9996355333592635,-3.572221849289638,2.842170943040401e-17,-0.754327182251276,2.25,1000,0.00395221229877558,3.6133785,-2.579028606414795,-0.002400155180366824,-0.019210594517411663,0.29120013,-0.0050000000000000044,1.0,6.6743596464022135
0.011586388480136557,120,0.10805213,-49.6,2.099427375575644e-05,0.004912482,0.3740544237806257,1.9098466634750366,-0.11724864978349583,0.5397969518111451,-0.2216874429313581,0.9995444829277846,-3.335991088709893,2.842170943040401e-17,-0.7527059898058451,2.25,1000,0.004007598086876353,3.625707,-2.6270689964294434,-0.0037386542867029007,-0.006138730885228142,0.12744072,-0.0050000000000000044,1.0,5.422381933739815
0.014132913922423876,140,0.008319021,-49.9,1.737670777921891e-05,0.0047270907,0.38718005629220165,2.439573287963867,-0.11765907700819553,0.7873955390610153,-0.2216874429313581,0.9995350869234519,-3.3516236378790447,2.1316282072803006e-17,-0.6410217380396367,2.25,1000,0.004064259014338203,3.6317697,-2.4005353450775146,0.009927075721505748,0.023491996766533702,0.057737075,-0.0050000000000000044,1.0,3.7156111152631626
0.010820668186383288,160,-0.050575215,-49.9,8.82591642566171e-06,0.0028106652,0.3768457904050625,2.1330983638763428,-0.11766900213319553,0.7714886944321164,-0.2216874429313581,0.9993406066481646,-2.851304570359759,1.4210854715202004e-17,-0.4433831926527897,2.25,1000,0.004066108062260487,3.623928,-2.07517671585083,-0.0003599883107167849,-0.014978257822745946,0.04449318,-0.0050000000000000044,1.0,4.863569120509219
0.015781802758094945,180,-0.04197415,-49.75,1.6728581425569972e-05,0.003706081,0.40634696507061974,2.4479525089263916,-0.1175705633329367,0.7772872960310381,-0.2216874429313581,0.999509124822196,-3.2934774162650164,1.7763568394002505e-17,-0.6292732283095922,2.25,1000,0.0040494373683765,3.6128154,-2.1468992233276367,0.010083408672687144,0.011491357105085627,0.02482078,-0.0050000000000000044,1.0,4.9772914944912525
0.013014186051132881,200,-0.115229785,-49.35,3.5106248491272744e-05,0.004281012,0.3863122063600781,2.4050023555755615,-0.1166328533447569,0.6222713588196195,-0.2216874429313581,0.9996461580786752,-1.785187903375164,0.0,-0.8458758725920598,2.25,1000,0.003959011696663814,3.620493,-2.3922314643859863,0.0051190823147779585,-0.0030264487871318126,0.22443105,-0.0050000000000000044,1.0,5.195877366122131
