_lr_multiplier,_mean_obs,_std_obs,NewPolicyLoss,_std_discrew,_min_act,_Episode,_min_discrew,_mean_adv,_max_discrew,_min_adv,_std_adv,KL,_std_act,_min_obs,_max_obs,BaselineLoss,_MeanReward,_mean_act,_mean_discrew,Steps,Beta,CriticLoss,_max_adv,_max_act,PolicyEntropy
1.0,0.009729944912164567,0.014100573324225405,-0.19867602,0.004046171883227238,-2.6142847537994385,220,-0.2216874429313581,-3.552713678800501e-17,-0.0050000000000000044,-3.3854320976593297,0.9996576430862835,0.002249341,0.4036621606596932,-0.5424325296765818,0.6767880336033432,3.2963123118896476e-05,-49.9,0.02587069851194974,-0.11749774387505266,1000,3.375,0.6539189,4.389751833518337,2.2540266513824463,3.7384436
1.0,0.0023401111362453485,0.013675235890946201,-0.19125442,0.00393908596359504,-2.301696538925171,240,-0.2216874429313581,-1.4210854715202004e-17,-0.0050000000000000044,-3.2365874587127847,0.9996998475978565,0.0015653959,0.41124465287709455,-0.6013546895909555,0.7043217467465192,5.05892604596777e-05,-49.25,-0.014821037057554349,-0.11612965643920854,1000,3.375,0.64114726,3.6680836319681944,2.1376097202301025,3.7351837
1.0,0.005404086358524835,0.01370956212771414,-0.19450773,0.003900211329031779,-2.5612809658050537,260,-0.2216874429313581,-3.552713678800501e-18,-0.0050000000000000044,-2.0726263238698674,0.9997364848765871,0.0010378456,0.4087829396797765,-0.6093656069293892,0.7323069840585684,7.086023733112349e-05,-48.9,-0.003056694009253988,-0.11606344372182248,1000,2.25,0.6497226,5.923412363368749,2.245713949203491,3.7243612
1.0,0.0031140937086736086,0.013236584144057434,-0.19720995,0.0037865547787073483,-2.753636121749878,280,-0.2216874429313581,1.4210854715202004e-17,-0.0050000000000000044,-1.811537868941431,0.9997789921450357,0.0020599668,0.4042507309972123,-0.8095345171551989,0.6999975847058907,0.00011610550216070837,-47.9,-0.011460404971148818,-0.11339212155298785,1000,2.25,0.67959803,4.399458625411687,2.567385673522949,3.7078643
1.0,0.019009523355985585,0.01083297354489669,-0.19695055,0.0038788927218874275,-2.2914726734161377,300,-0.2216874429313581,0.0,-0.0050000000000000044,-2.6724038017961878,0.9996969308050875,0.0021091623,0.37750815299370344,-0.5058924010118039,0.6551773132366642,5.79821712729012e-05,-48.85,0.04506478240492288,-0.11582647141736069,1000,2.25,0.6828463,4.4631041921554635,2.0516209602355957,3.7096539
1.0,0.00280482204299593,0.01246306187314332,-0.19678798,0.003953541895569318,-2.864250898361206,320,-0.2216874429313581,-7.105427357601002e-18,-0.0050000000000000044,-1.7208252752100817,0.9997079374174698,0.0063099954,0.3888355350663255,-0.4773395029811344,0.6433883495560617,4.875330492348503e-05,-49.25,-0.009724622324109077,-0.11687116019369151,1000,3.375,0.6873324,4.896111461269837,2.7574679851531982,3.7216558
1.0,0.009331930632746954,0.01338897943942566,-0.1967459,0.004038265123314739,-2.098345994949341,340,-0.2216874429313581,0.0,-0.0050000000000000044,-4.3261962777037475,0.9996590727502964,0.0024203584,0.4121384858513149,-0.6716757359387404,0.7206405198133407,3.405269709068116e-05,-49.75,0.02142059470084496,-0.11749820809490251,1000,3.375,0.6920474,2.8495969870526916,2.511086940765381,3.7305996
1.0,-0.004590494791398464,0.011510936747388328,-0.19648626,0.003956774766966282,-2.5048248767852783,360,-0.2216874429313581,4.263256414560601e-17,-0.0050000000000000044,-2.439223026739269,0.9996542941786453,0.0011341135,0.40388302256177944,-0.9190397795545836,0.7008404545608661,4.23834898991636e-05,-49.0,-0.025058257419848816,-0.1163451101524963,1000,2.25,0.6944242,8.181074744424212,2.5688998699188232,3.732299
1.0,0.014303459408667268,0.011538683782453318,-0.19595836,0.004056702773339685,-2.469305992126465,380,-0.2216874429313581,2.842170943040401e-17,0.0,-3.863661451952853,0.9995695487055689,0.0029832367,0.39818940932890656,-0.6696297640362097,0.7116878059944866,2.2239682352023116e-05,-49.85,0.026053876793186645,-0.1173692893990875,1000,2.25,0.6940297,4.066546019220142,2.4929277896881104,3.7462149
1.0,0.018412856881844398,0.013288427890069744,-0.19624004,0.003907974914812888,-2.4756507873535156,400,-0.2216874429313581,-1.0658141036401503e-17,-0.0050000000000000044,-3.7491401908602797,0.9997518439676683,0.0020851358,0.4193457688815233,-0.5812928131239877,0.7334399305560059,6.965340804929884e-05,-48.95,0.04173731924360618,-0.11645825174198142,1000,2.25,0.69990516,4.5611893724672,2.561152219772339,3.7498586
1.0,0.005021581594870643,0.014264714384748342,-0.19563645,0.003883184913234179,-2.2609212398529053,420,-0.2216874429313581,-2.1316282072803006e-17,-0.0050000000000000044,-2.1579330095415843,0.9996843184411559,0.001994682,0.4391200142254833,-0.5814987063113098,0.6927296640623335,4.080396458573797e-05,-48.6,0.018541167890653014,-0.11643688455308385,1000,2.25,0.69791824,4.342894436367989,2.279012680053711,3.7334857
1.0,-0.0033185553442893335,0.011794967865836819,-0.19578467,0.004028911450388378,-2.2680671215057373,440,-0.2216874429313581,-2.1316282072803006e-17,-0.0050000000000000044,-2.1751994824852665,0.9996204734851264,0.0031528913,0.40411766709849695,-0.5198049720269801,0.6819763996144508,2.5550496619663203e-05,-49.8,-0.00585837292438373,-0.1173578198536386,1000,2.25,0.7017413,3.2587272545485275,2.076327323913574,3.7410364
1.0,-0.0015280753938892416,0.012947506651919693,-0.19249406,0.004019385210251071,-2.2276675701141357,460,-0.2216874429313581,2.842170943040401e-17,-0.0050000000000000044,-2.007043878186456,0.9995451862880507,0.0027653337,0.40908467925424236,-0.6731909630310293,0.626528307469495,2.0829302986693277e-05,-49.7,-0.033715647465549406,-0.11700417700447562,1000,2.25,0.6931413,3.632466988363643,2.219909191131592,3.7508178
1.0,0.002432584200270444,0.01184638940712987,-0.19583051,0.004011170182391235,-2.2284443378448486,480,-0.2216874429313581,2.842170943040401e-17,-0.0050000000000000044,-2.584548248373673,0.9995439583686078,0.0027470062,0.41130833357709484,-0.5498001167223644,0.6569547516461234,2.1395764801786908e-05,-49.5,-0.020378103293129245,-0.11657987359181333,1000,2.25,0.7078579,3.8413421189169314,2.3913471698760986,3.7442226
1.0,-0.014479073489021376,0.01242610469419119,-0.19545346,0.003962697671109932,-2.3893790245056152,500,-0.2216874429313581,0.0,-0.0050000000000000044,-3.250670439842265,0.9996705288925278,0.0033016203,0.4184533869445317,-0.9810107190994795,0.6113742121873245,4.207160029602884e-05,-49.15,-0.056488029162515885,-0.11644537885467142,1000,2.25,0.7058362,6.138287243556681,2.4068706035614014,3.7440886
1.0,0.022485555001247784,0.012305655725155334,-0.19501005,0.003917204160362761,-2.1784861087799072,520,-0.2216874429313581,2.4868995751603507e-17,-0.0050000000000000044,-2.0885249678038016,0.9996379752378964,0.003060801,0.41129564946633745,-0.6210666752146601,0.6467575598246664,3.029580898684881e-05,-49.1,0.06411310123023577,-0.11629275833038775,1000,2.25,0.7033153,5.095750573099855,2.266169786453247,3.7504816
1.0,-0.005571141650980369,0.012478416984825687,-0.19523372,0.003881911675262018,-2.2131168842315674,540,-0.2216874429313581,-3.730349362740526e-17,-0.0050000000000000044,-2.173893728372268,0.999731146026078,0.0030642871,0.422820206734637,-0.6412901810309337,0.6954362514695328,6.548818050442569e-05,-48.7,-0.018062675639172084,-0.11503384158308351,1000,2.25,0.7067672,4.980889582943193,2.231165885925293,3.73295
1.0,0.008370502052151774,0.013738401872357394,-0.19502205,0.003981236825883098,-2.094144105911255,560,-0.2216874429313581,-1.4210854715202004e-17,-0.0050000000000000044,-1.69812868744741,0.9996908123960523,0.001990476,0.40474037493323256,-0.5892869098680752,0.6803438973498316,5.136898695905886e-05,-48.9,0.023386691171093845,-0.11572113354686295,1000,2.25,0.70632225,6.643120548816396,2.430689573287964,3.7430148
1.0,-0.003054436437926886,0.01208220199453744,-0.19489643,0.003923230378206759,-2.439492702484131,580,-0.2216874429313581,4.263256414560601e-17,-0.0050000000000000044,-2.5635459323576297,0.999606038792663,0.0019048295,0.39656645895586073,-0.5772106657513532,0.5261525923685763,2.6202468290965736e-05,-49.1,-0.014366168530192226,-0.11640062080530054,1000,2.25,0.7065872,3.7850970014145067,2.3442869186401367,3.7458363
1.0,-0.010932576001427288,0.013237380897633922,-0.19475134,0.0037298957735821493,-2.3199946880340576,600,-0.2216874429313581,3.552713678800501e-18,-0.0050000000000000044,-1.1664944587700112,0.9998145056215023,0.00177672,0.43292736962581946,-0.9427803012150509,0.6966662372309611,0.00016202529961456037,-47.5,-0.061480581634910776,-0.11334709081691591,1000,2.25,0.7064937,5.594879827756628,2.4037466049194336,3.7391477
1.0,-0.009788713738414192,0.012738987420528553,-0.18872654,0.003765376389698197,-2.261502742767334,620,-0.2216874429313581,2.842170943040401e-17,-0.0050000000000000044,-1.4388363093918208,0.9997609456497492,0.0019843036,0.41834074015820166,-0.8751832766381967,0.6262134152154474,8.972939601666727e-05,-47.85,-0.04463093798619229,-0.11417970638320794,1000,2.25,0.68834984,4.510748158983976,2.4496588706970215,3.7319582
1.0,0.007390104440425024,0.012998329631455858,-0.19457869,0.003840767662883092,-2.658007860183716,640,-0.2216874429313581,3.1974423109204506e-17,0.0,-2.2570335756720805,0.9996930391718667,0.0032859708,0.41076568253990897,-0.6369036200694013,0.6888210919182922,5.10856943841099e-05,-48.5,0.025613772280164995,-0.11519716642432137,1000,2.25,0.7099503,4.739939766765648,2.5002527236938477,3.715305
1.0,0.00145006158732271,0.013535939256872364,-0.1946768,0.003920139679829964,-2.436069965362549,660,-0.2216874429313581,2.842170943040401e-17,0.0,-1.6409443535944301,0.9997140294343555,0.0020757648,0.4199936309666929,-0.6543196219895284,0.6268653216746796,6.972482503645537e-05,-48.85,-0.0023699208191246724,-0.11518604425178994,1000,2.25,0.71058875,5.74633171218953,2.149702787399292,3.69695
1.0,-0.0018939006831263099,0.014318228364358185,-0.19461063,0.0038610320031404106,-2.1647439002990723,680,-0.2216874429313581,2.842170943040401e-17,-0.0050000000000000044,-1.7892123560127045,0.9997320603806991,0.0021051823,0.4237182025883144,-0.633815107098252,0.6118227684255871,7.009779059708823e-05,-48.3,-0.028846186528913676,-0.11504841515970739,1000,2.25,0.70956165,4.675340503116684,2.326486110687256,3.6921182
1.0,-0.010377270691289403,0.0125035096685715,-0.19434035,0.003670720483696428,-2.060871124267578,700,-0.2216874429313581,-2.842170943040401e-17,-0.0050000000000000044,-1.5055110564657344,0.9997702744533804,0.0016244729,0.39866315711927236,-0.5395738830582075,0.6750515803244378,8.686419811148245e-05,-47.3,-0.053952615692163815,-0.11415125687153575,1000,2.25,0.7078302,4.182346096954928,2.3601150512695312,3.6991606
1.0,-0.006029714422135991,0.012706206255300032,-0.1943133,0.003610406124506816,-2.047968626022339,720,-0.2216874429313581,3.1974423109204506e-17,-0.004925374375000005,-1.4209705152309857,0.9997651877458517,0.0022079628,0.4181269046406713,-0.5912584797107502,0.6665037255746834,9.875381973192554e-05,-47.0,-0.02533098910865374,-0.11215539762281186,1000,2.25,0.70841056,3.927307222397519,2.345362663269043,3.6847596
1.0,0.008940214455817082,0.013449158382889683,-0.19392467,0.0038252518178806603,-2.241867780685425,740,-0.2216874429313581,0.0,-0.0050000000000000044,-1.4752332379685547,0.9997258441071609,0.0018876882,0.43278996078621046,-0.6293043521638451,0.6378681259337531,6.394839619849355e-05,-48.3,0.02701551220007241,-0.11569795007415443,1000,2.25,0.70595884,7.11647106360918,2.1374573707580566,3.668219
1.0,0.019647684348082773,0.011377798112367544,-0.19392624,0.00376304013411172,-2.0521411895751953,760,-0.2216874429313581,0.0,-0.0050000000000000044,-1.161474012546132,0.9997873232510399,0.0027053386,0.4038251673939941,-0.5351242765514629,0.6508856068359744,0.00010690739460107477,-47.75,0.05016693654775736,-0.11467250346082868,1000,2.25,0.7067676,5.036615210038545,2.2359018325805664,3.6731474
1.0,0.018586372805668747,0.013552044825759826,-0.19400844,0.0036892149731830386,-1.9744288921356201,780,-0.2216874429313581,0.0,-0.0050000000000000044,-1.6598456056113071,0.9997988152079789,0.0053796344,0.40445838784346805,-0.7627963441939885,0.6344403960847657,0.00012100794694276596,-47.2,0.05223173990036594,-0.11355127423396429,1000,2.25,0.7081924,5.946837799246627,2.1361207962036133,3.6827247
1.0,8.002257169344874e-05,0.011265729562560296,-0.19395201,0.0037561178816063814,-2.5369956493377686,800,-0.2216874429313581,-2.4868995751603507e-17,-0.0050000000000000044,-1.1248554685843377,0.99979292078813,0.002087387,0.43321983056967617,-0.5251653567375881,0.6441104923772396,0.00011541372670479211,-47.8,-0.006128073097439483,-0.11475652866541766,1000,2.25,0.7082941,6.03333551937295,2.5677096843719482,3.6822577
1.0,-0.006162348512222112,0.012621220677201886,-0.19368492,0.003657986288268658,-2.355753183364868,820,-0.2216874429313581,2.842170943040401e-17,0.0,-1.1783800670362803,0.9998792804586153,0.0017548723,0.4185168309186348,-0.6086387508987847,0.6282773817498698,0.0005170297313754501,-44.4,-0.04211305114941206,-0.1035460316442869,1000,2.25,0.70678914,4.212162529210363,2.131916046142578,3.6729827
1.0,-0.005541638187101153,0.014131809519439242,-0.19364017,0.003579734368696155,-2.1468405723571777,840,-0.2216874429313581,-7.105427357601002e-18,-0.0050000000000000044,-1.1593715246270886,0.999881889642771,0.0039396733,0.42718348257635297,-0.542661481428371,0.6699102779816791,0.0003128443589940408,-45.1,-0.02879536568420008,-0.10785870675998353,1000,2.25,0.7068854,3.774806492126006,2.1191890239715576,3.6716645
1.0,-0.0010131608739995235,0.013615984067890342,-0.19347107,0.003620958521261799,-2.1902143955230713,860,-0.2216874429313581,2.842170943040401e-17,-0.0050000000000000044,-1.8520723617995387,0.9998329353777071,0.0037482292,0.4220150668747896,-0.6380566788700507,0.6681157793432841,0.0002106156619308499,-46.55,-0.0035126167030539363,-0.1119087631911255,1000,2.25,0.70610166,6.385026369278887,2.1505825519561768,3.672521
1.0,0.009420356213560877,0.0114058237719549,-0.19327101,0.00346229215275456,-2.41145658493042,880,-0.2216874429313581,-1.4210854715202004e-17,0.0,-1.4299592892330943,0.9998835596550459,0.0019405027,0.42399835282886555,-0.4799574462183178,0.6476748862266384,0.0004304770583792319,-44.15,0.007997603233670816,-0.10718351346011284,1000,2.25,0.70506287,3.7818173252054317,2.2181203365325928,3.6632736
1.0,-0.0016106960208773263,0.013260537392759614,-0.19089536,0.0035346716661577193,-2.5218658447265625,900,-0.2216874429313581,-2.842170943040401e-17,-0.0050000000000000044,-1.7313081718056433,0.9998120733436718,0.00280699,0.4351094208075873,-0.551135870618786,0.6502552902143645,0.00015632570395047467,-46.5,-0.009208740850212052,-0.11193576143187203,1000,2.25,0.6982736,5.013682346406295,2.1774001121520996,3.649305
1.0,0.003501604553281114,0.01122041778785711,-0.19292076,0.0035268714167413645,-2.5886611938476562,920,-0.2216874429313581,-2.842170943040401e-17,-0.0050000000000000044,-1.6389704950746384,0.999814123545602,0.002670936,0.40371652594795204,-0.5475836042904233,0.6182501044098224,0.00013483506690629429,-45.9,-0.005452911397209391,-0.11181714125026969,1000,2.25,0.703899,4.181576105566171,2.2744369506835938,3.6397796
1.0,0.01762773687449369,0.009499206201680046,-0.192955,0.003342436918891556,-2.8965210914611816,940,-0.2216874429313581,1.4210854715202004e-17,-0.0050000000000000044,-1.54241780447737,0.9998314871177522,0.0017599086,0.41109211257527595,-0.5051330083487979,0.5788000325720958,0.00018634359370151753,-44.85,0.018263445556862278,-0.10983978664628986,1000,2.25,0.70455223,3.770264715842446,2.309671640396118,3.6386368
1.0,0.01183011418715312,0.011975909764301365,-0.1928552,0.0035371373541237573,-2.7794880867004395,960,-0.2216874429313581,-2.842170943040401e-17,-0.0050000000000000044,-1.371644790442058,0.9998078202595662,0.0025444287,0.43923602043171484,-0.3944237291727076,0.5026870227881746,0.00014734509746429155,-46.2,0.010274048856575973,-0.11215743665856333,1000,2.25,0.70377964,4.0633764261471566,2.083242893218994,3.62001
1.0,0.00442272173270278,0.01329602411945372,-0.19273384,0.003560917924119771,-2.271083354949951,980,-0.2216874429313581,4.263256414560601e-17,-0.0050000000000000044,-1.5744538018930039,0.9997768197948044,0.0022175463,0.4033099548693888,-0.5036605455523374,0.6077478284012583,0.00010368252828979219,-46.9,0.006497748401627177,-0.11296259518367381,1000,2.25,0.7030662,4.244476418394869,2.1329174041748047,3.6195555
1.0,-0.004723089525950139,0.013012196840267781,-0.19186528,0.0032124291519948943,-2.6909291744232178,1000,-0.2216874429313581,1.4210854715202004e-17,0.0,-1.2736321728858602,0.9998639343228861,0.0026229357,0.4290353600736503,-0.4863299581190187,0.6121589610722348,0.0003197262933349209,-43.0,-0.050921107366797516,-0.10252287759512425,1000,2.25,0.7003712,4.000020628356256,2.3669614791870117,3.6247926
1.0,0.003903945598599301,0.01300804503630039,-0.19257656,0.0031888856887746443,-3.0640180110931396,1020,-0.2216874429313581,3.552713678800501e-17,0.0,-1.8083979193312991,0.9998481092550021,0.0016894252,0.4194779467296956,-0.568329536482772,0.6198015216146828,0.00021464345687992561,-43.8,-0.017508310716832058,-0.1080999355528723,1000,2.25,0.70260537,3.957862389128405,2.392695426940918,3.6059537
1.0,-0.0014959694333196885,0.009955707437657299,-0.19234006,0.0033927314183838913,-2.485215663909912,1040,-0.2216874429313581,5.684341886080802e-17,0.0,-1.912712458472138,0.9998974357730529,0.0020192254,0.3854328243444025,-0.4925093725450713,0.42417000599993426,0.0007126501947558142,-41.55,-0.021841545403935014,-0.09641042937006705,1000,2.25,0.7009652,4.2518675756334385,2.3575828075408936,3.5747585
1.0,0.00872710962615594,0.012778935947070014,-0.19224098,0.0035436904083309363,-2.4175326824188232,1060,-0.2216874429313581,0.0,0.0,-1.5562273866667888,0.9998727275150994,0.0021037445,0.3960282004844996,-0.4373432495756322,0.6415481479577962,0.00035975586656981093,-43.6,0.014838920059264637,-0.10512549918920835,1000,2.25,0.7005459,4.572224061746839,2.500399589538574,3.571165
1.0,0.008122831195519533,0.010162023313758374,-0.19218928,0.0032060962472766344,-2.424590587615967,1080,-0.2216874429313581,-5.684341886080802e-17,0.0,-2.199199673615726,0.999876482816276,0.0048005967,0.3932746313416469,-0.46720407457895197,0.6026423317936989,0.00035700626814093496,-42.75,0.008961809680564328,-0.10338249930880715,1000,2.25,0.7004735,2.8864073930330765,2.0317161083221436,3.5867035
1.0,0.0001298771981614821,0.01251258172453869,-0.1920579,0.003222732078322027,-2.1621851921081543,1100,-0.2216874429313581,1.4210854715202004e-17,-0.004975000000000005,-2.329327169736869,0.9998572569399948,0.0037786968,0.40797149952930073,-0.4791770811564808,0.6295150528575841,0.00028663609484461426,-43.35,0.0006896920980652794,-0.10526927690863264,1000,2.25,0.69974077,4.071184156090638,2.5408759117126465,3.5884085
1.0,-0.0068205754418437315,0.008988313602475333,-0.19192007,0.0033815113316652845,-2.722208023071289,1120,-0.2216874429313581,-8.526512829121202e-17,-0.0050000000000000044,-1.8587304457765568,0.9998699371505055,0.003983725,0.38721242011847967,-0.41655930860922424,0.6340723136846642,0.0003477325902073061,-43.15,-0.019364634221303276,-0.10349832754743213,1000,2.25,0.6988443,3.8167190618501756,2.196178913116455,3.593991
1.0,0.012283145633969431,0.012070679635580017,-0.19166407,0.0032561780513460405,-2.4271414279937744,1140,-0.2216874429313581,-4.263256414560601e-17,0.0,-1.72899365382274,0.9998901322864188,0.0024355128,0.4264382773480949,-0.3783253231033818,0.5351738078837343,0.0005133641582165342,-41.0,0.022691617959411815,-0.0998230741059387,1000,2.25,0.6970465,3.5471527043710864,2.239434003829956,3.6002715
1.0,0.009431992285592225,0.009956629623117918,-0.19161642,0.0031140495342167522,-2.4410243034362793,1160,-0.2216874429313581,-1.4210854715202004e-17,0.0,-2.1359924969717956,0.999896050610787,0.0018381524,0.40545649570907744,-0.38666835633603436,0.6440517657913278,0.0006296183653566232,-39.2,0.014302591206738725,-0.09360078111247257,1000,2.25,0.6971482,3.7559482135482427,2.494694232940674,3.6044788
