_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,TotalPolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-49.45,1000,-0.027045432994180028,-1.254969413242004,0.5668600562083633,0.011661936310612589,0.004341514601255767,-2.5092570781707764,1.9166860580444336,0.3895243304765805,1.9184653865522705e-16,-3.110732443741585,3.53494586776635,0.9999821056318526,-0.11702129514726559,-0.2216874429313581,-0.0050000000000000044,0.003990898476187993,20,-0.41232383,3.6635847,0.008274807,1.5,1.0,0.0025397083561230467,0.5213434
-49.65,1000,-0.008434377350449935,-0.49860002292085287,0.5325266363358055,0.010979185542903277,0.0008075543039012701,-1.88006591796875,2.4242560863494873,0.3656352176655392,0.0,-1.6640469197406182,3.6979798321701587,0.9999629228383609,-0.11697632081490801,-0.2216874429313581,-0.0050000000000000044,0.003998859180071316,40,0.19551066,3.686959,0.007089272,2.25,1.0,0.001662587680223356,1.7613122
-49.65,1000,-0.003101657091044892,-0.592858857072331,0.5356518655554743,0.01038670458216202,0.021045065526501275,-2.14271879196167,2.320467233657837,0.3704901400026228,1.4210854715202004e-17,-1.69610351444593,2.9639517112831415,0.9999506846863422,-0.1169030936920852,-0.2216874429313581,-0.0050000000000000044,0.004052055928020211,60,0.2657871,3.7038312,0.0020371997,2.25,1.0,0.0006533379833816056,1.1755788
-49.2,1000,0.0017610827107456695,-0.7681079119196575,0.6248925669547096,0.011624960630059236,0.013263038701494225,-1.9023505449295044,2.2409961223602295,0.3720504128603128,-8.881784197001253e-18,-1.628247277473138,2.752981106009974,0.9999136030806617,-0.11639011273349442,-0.2216874429313581,-0.0050000000000000044,0.003971398682808424,80,0.13205889,3.7190351,0.0029462965,2.25,1.0,0.00015438094181744206,0.14645335
-49.75,1000,-0.000468930715070585,-0.6098463675240321,0.4670213206417724,0.011425467968468965,-0.0019639558684430083,-2.192979574203491,2.139296293258667,0.38946571658278695,-2.3092638912203255e-17,-4.352032080893492,3.1286334763312746,0.9998247814931305,-0.11719510486844877,-0.2216874429313581,-0.0050000000000000044,0.004026441408414774,100,-0.0008720405,3.7188725,0.0026023749,2.25,1.0,3.841231758796178e-05,0.055653445
-49.35,1000,-0.014541220060640929,-0.6694924584264792,0.5617201673424556,0.010805316056537688,0.003606087087886408,-2.131932497024536,2.3069961071014404,0.3867657386041866,-3.552713678800501e-18,-5.860888864363319,4.7605206378900995,0.9997351520484905,-0.1163096882035135,-0.2216874429313581,-0.0050000000000000044,0.004002385652487162,120,-0.116306715,3.716385,0.004550706,2.25,1.0,4.145017619986568e-05,0.31683242
-50.0,1000,-0.0040694100444330404,-0.7406436403811709,0.6356155728107468,0.012259936821177039,-0.022673711958923377,-2.3872745037078857,2.24068546295166,0.38675140919254225,-2.842170943040401e-17,-4.840377398684717,3.7200454165163674,0.9994670130175425,-0.11768397713319553,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,140,-0.1541786,3.7306573,0.004191863,2.25,1.0,1.4066233922473196e-05,0.34597957
-49.55,1000,0.0020555310055975886,-0.6853773338399257,0.7085217312884843,0.01230878037455599,-0.004336522004625295,-2.208315849304199,2.0388529300689697,0.3917774159944905,2.842170943040401e-17,-2.469714335942524,4.656540314202625,0.9996271534543771,-0.11637621028205611,-0.2216874429313581,0.0,0.004062549503107058,160,-0.14667788,3.7359293,0.0015563264,2.25,1.0,4.569758243208504e-05,0.24859239
-49.65,1000,0.004140320892882462,-0.6289755393801072,0.7380719277768322,0.012128232206661944,0.007818889087880962,-2.303391933441162,2.328493356704712,0.38793220617308555,2.1316282072803006e-17,-3.143181042638889,3.399245939026247,0.9995150090924348,-0.11691807101136656,-0.2216874429313581,-0.0050000000000000044,0.0039891678593806075,180,-0.1240614,3.7322223,0.0033535264,2.25,1.0,1.808384505740094e-05,0.11785159
-49.9,1000,-0.004387505018067746,-0.586948610922685,0.4347620665757875,0.010702190141014504,-0.004581174197373912,-2.1388022899627686,2.1156115531921387,0.3850805093975923,2.4868995751603507e-17,-2.8107299575368567,5.110722662753968,0.9993878102622463,-0.11749322082265129,-0.2216874429313581,-0.0050000000000000044,0.0040460290161373515,200,-0.09520104,3.7488306,0.0026996722,2.25,1.0,1.0226250410948643e-05,0.028747978
-49.15,1000,-0.0028150262559168003,-0.8109631001563566,0.6606666709313775,0.013763717948799692,0.007386305770138279,-2.443972110748291,2.2698307037353516,0.393874772282855,-4.263256414560601e-17,-3.2064560366626074,3.8805369756413826,0.9996493864099135,-0.11589918558921834,-0.2216874429313581,-0.0050000000000000044,0.003924099757449459,220,-0.0847304,3.7481675,0.0049609127,2.25,1.0,4.040451619626471e-05,0.027487185
-49.6,1000,0.006148507056955508,-0.6370321087124764,0.5923696545510749,0.010752855083499059,-0.008764194235904143,-1.9591169357299805,2.1078665256500244,0.3737036174090327,1.4210854715202004e-17,-1.8967542500675618,6.078126611530641,0.9996129304474453,-0.11640750583526933,-0.2216874429313581,-0.0050000000000000044,0.004055909771873455,240,-0.016897004,3.7317972,0.0022857408,2.25,1.0,4.426076935077011e-05,0.011390479
-49.55,1000,0.005179992473684929,-0.7069700167340951,0.6209056485741294,0.01220311132384469,0.016459071680088526,-2.553032159805298,2.2413852214813232,0.3975519962974802,-1.4210854715202004e-17,-2.1306666049801075,5.527849790604306,0.9996116111939694,-0.1165965063156702,-0.2216874429313581,-0.0050000000000000044,0.00398847602332187,260,-0.004527822,3.757546,0.0023396893,2.25,1.0,3.9297000351846434e-05,0.0053711035
-48.85,1000,0.0016102788540586234,-0.5878125236859,0.6089000245881186,0.011613543093894016,0.005373937563737855,-2.1060736179351807,2.2691843509674072,0.3882934850908601,2.842170943040401e-17,-1.3775042951597747,5.522095154939108,0.999751635507497,-0.11504392167250195,-0.2216874429313581,-0.0050000000000000044,0.003912691093485858,280,-0.035858072,3.7649527,0.0015961883,2.25,1.0,9.149358524490878e-05,0.019953065
-48.4,1000,0.0064293851958769875,-0.3678887741047231,0.4862518625323887,0.00925833969641261,0.020990552814793773,-1.897205114364624,2.034350633621216,0.3611829340111365,2.842170943040401e-17,-1.432153819261369,5.997503056653424,0.9998123296180034,-0.11433352274704739,-0.2216874429313581,-0.0050000000000000044,0.003992591852548618,300,-0.045270182,3.7665787,0.001870212,2.25,1.0,0.00017589404459102717,0.006595968
-49.15,1000,0.007211788152374197,-0.509554418676513,0.7930426600144096,0.01283707196104471,0.013010665322188288,-2.184162139892578,2.3062455654144287,0.40560696456468354,2.842170943040401e-17,-1.8577711281656621,12.888578615387447,0.9997462339453376,-0.1163935957826171,-0.2216874429313581,-0.0050000000000000044,0.003943520121933751,320,-0.050434694,3.7824116,0.009088371,3.375,1.0,8.345743266051433e-05,0.008531919
-49.45,1000,0.006541275773236595,-0.6468396564783545,0.9372282332094575,0.013794132999734738,0.01385445185896242,-2.3207335472106934,2.1254420280456543,0.39909593403058397,-6.750155989720952e-17,-3.3803582800786147,5.322580600448689,0.9996934326694054,-0.11659487309000852,-0.2216874429313581,0.0,0.004010043248375898,340,-0.056702144,3.7895126,0.0020589149,3.375,1.0,2.8591419531213983e-05,0.010519348
-49.6,1000,0.007881298873317956,-0.5331584109644278,0.655931489418488,0.012269239699155882,0.01880182457412593,-2.118464469909668,2.0865166187286377,0.4029749532282358,2.842170943040401e-17,-1.7265170542378805,4.744879290620814,0.9996167610478525,-0.11632059288259751,-0.2216874429313581,-0.0050000000000000044,0.00403795668258919,360,-0.03826341,3.7926266,0.0013698244,2.25,1.0,3.981948471003606e-05,0.0032724682
-49.95,1000,0.010259884449029052,-0.37093443701902906,0.6534080436979169,0.010820825064499958,0.02670467665756587,-2.084134101867676,2.0275747776031494,0.3792120425840238,3.552713678800501e-18,-2.5118610622858912,6.046393366331542,0.9994214914712728,-0.11764949778000502,-0.2216874429313581,-0.0050000000000000044,0.0040628776981911936,380,-0.04261743,3.7855582,0.0034506414,2.25,1.0,9.56295188524758e-06,0.0076072486
-49.15,1000,0.0010371098108272387,-0.669588258481699,0.6604408865925573,0.013537519621270934,0.01712478495447431,-2.0288915634155273,2.7567687034606934,0.41337101366186174,1.4210854715202004e-17,-2.236848778959484,7.260373009102971,0.9996484038960659,-0.11701500680084242,-0.2216874429313581,-0.0050000000000000044,0.003974260287768542,400,-0.08270204,3.784688,0.0013633695,1.5,1.0,3.475402461104398e-05,0.043649618
-47.8,1000,0.007568972167289598,-0.5782324741474686,0.5618105301279285,0.010386217680968295,0.011147563313366846,-2.564579486846924,2.432896375656128,0.4088854781126292,-2.842170943040401e-17,-0.8819183894512792,6.0893992883863355,0.9998304484764021,-0.11284435208571365,-0.2216874429313581,-0.0050000000000000044,0.0038207618061388516,420,-0.07413188,3.7913399,0.0055748057,1.5,1.0,0.0002095090901613219,0.016697526
-48.1,1000,0.0009999411472628992,-0.6318222678386086,0.6510305653528513,0.010894879735160557,-0.01696942043292802,-2.509031057357788,2.063833713531494,0.41600062226910406,-2.4868995751603507e-17,-1.386493970906649,5.104931258519155,0.9998085998076345,-0.1124041638635851,-0.2216874429313581,-0.004975000000000005,0.003971595298590705,440,-0.09014347,3.8092818,0.0047100945,1.5,1.0,0.00016429874683727608,0.060717855
