_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,TotalLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-49.86666666666667,750,0.006272395560385759,-0.5132400035247066,0.7791833322890725,0.012658298512490312,-0.019873313445287446,-2.8201379776000977,1.9840364456176758,0.38528534702709233,0.0,-2.2208403013813274,3.045928114819815,0.9998752093211457,-0.11757313921324389,-0.2216874429313581,-0.0050000000000000044,0.004050498604255596,180,-0.02559523106087579,3.6951132,0.0061254133,3.375,1.0,0.00020943133116452697,0.9493201884212195,0.9175635031615657
-50.0,750,-0.0072280839972320605,-1.0678729845681376,0.5057895666502221,0.020247429430305403,-0.07955442831556624,-2.225778102874756,2.128995418548584,0.409363711733646,-4.263256414560601e-17,-2.5102425666722157,3.670252650086324,0.9998406019069613,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,195,-0.013642851108339097,3.6782608,0.0014860992,2.25,1.0,0.00013860925205665098,0.966575128095836,0.9516228925642971
-49.266666666666666,750,-0.013280692379767417,-0.9562432672664616,0.33981782620848094,0.016013025271719904,-0.06172617966666197,-2.390571117401123,2.1600451469421387,0.39903251422826674,9.473903143468002e-18,-3.5360822666094367,3.3305175620694225,0.9998418072013437,-0.1172901423515519,-0.2216874429313581,-0.0050000000000000044,0.0040039351561389274,210,-0.07137086867607964,3.6825275,0.0054702023,2.25,1.0,0.00013892316073958185,0.9653348468688102,0.9467706651327081
-49.53333333333333,750,-0.013344789444846718,-0.7283891526815273,0.576090307835796,0.015385990206018255,-0.08605811696049447,-2.2036020755767822,1.951589822769165,0.3850179559642726,-1.8947806286936004e-17,-2.8583155643613405,4.489320853164015,0.99976538434753,-0.11663126142329319,-0.2216874429313581,-0.0050000000000000044,0.003983182021935373,225,0.004050507236427732,3.6999178,0.0077601927,3.375,1.0,7.123457316869691e-05,0.9821822596538325,0.9781017697423313
-49.53333333333333,750,-0.0063858104482707465,-0.7868295210010469,0.6016666576709166,0.01867614422698971,-0.054124422574415805,-2.2732796669006348,2.039708137512207,0.3978649623105688,-9.473903143468002e-18,-2.359936289229057,4.364130114958335,0.9998197770368424,-0.11708532171343648,-0.2216874429313581,-0.0050000000000000044,0.003999503455240944,240,-0.15996199607552422,3.7016094,0.0017178077,3.375,1.0,9.711271499228139e-05,0.9760268519537327,0.9609915799821157
-49.46666666666667,750,-0.009040826902767626,-1.1717886199166387,0.5427972983619456,0.024382783772861186,-0.06339626732685914,-2.656226396560669,2.3171677589416504,0.44666926461743217,1.4210854715202004e-17,-3.2336401317429497,3.0370336726999203,0.9997969788888957,-0.1168530477410178,-0.2216874429313581,-0.0050000000000000044,0.0039732487859124085,255,0.02675681590684255,3.6978521,0.0025090557,3.375,1.0,0.0001070672092732454,0.9733707694215523,0.9674237980726835
-49.333333333333336,750,-0.015018512009976288,-1.0135223560468287,0.38675789841312735,0.015461330461558002,-0.1262642484921574,-2.3399243354797363,2.0764682292938232,0.40948165382946633,4.736951571734001e-18,-2.4252462957230128,5.119231404968548,0.9997745580737395,-0.11697111676355887,-0.2216874429313581,-0.0050000000000000044,0.003983456390247614,270,-0.12316280364820692,3.6787868,0.0021230346,3.375,1.0,7.247755193844943e-05,0.9818224601614207,0.9762503867538601
-48.733333333333334,750,-0.002533959125854316,-0.8124168519601065,0.5981571545065701,0.01743327074445252,-0.046525296165142206,-2.399911880493164,1.9810622930526733,0.41597253913021837,-9.473903143468002e-18,-2.4925258878148098,4.936536110380645,0.9998146090817939,-0.11479937670290642,-0.2216874429313581,-0.0050000000000000044,0.00385044893045486,285,-0.17625656127760145,3.6836793,0.0024910304,3.375,1.0,0.00012135886068219052,0.968783292742912,0.957125712954643
-48.13333333333333,750,-0.013307540819163698,-0.9067845804344479,0.4997384478259717,0.019867103119410826,-0.07534706620809932,-2.36025333404541,2.10347580909729,0.41707149006253774,9.473903143468002e-18,-1.644504449996037,4.816988115172384,0.9998471419390434,-0.11408875368373655,-0.2216874429313581,-0.0050000000000000044,0.0038285465428131633,300,0.011660003684149847,3.6833258,0.0018278261,3.375,1.0,0.0002489725069482042,0.935456037817419,0.9255430511854444
-48.2,750,-0.002280387217950136,-0.754823554827433,0.567368503322241,0.013764450975333265,-0.025272975460703794,-2.3350906372070312,2.087111473083496,0.41002125737913203,-9.473903143468002e-18,-2.102718141394009,4.125853597905339,0.9998522690463997,-0.11141497995775791,-0.2216874429313581,0.0,0.004076521531323755,315,-0.18243543623987835,3.683301,0.0012553215,2.25,1.0,0.00031362935038814916,0.9241853882900151,0.9143691927736113
-49.06666666666667,750,-0.005980564785946962,-0.7616935856509228,0.5708552266376464,0.015268183628071082,-0.04154140722262673,-2.0297348499298096,2.5806591510772705,0.4153059696578015,0.0,-2.2996181936714906,3.946929783547793,0.9997778533878268,-0.11673058494980969,-0.2216874429313581,-0.0050000000000000044,0.003948335242652302,330,0.03160427093675402,3.678018,0.005670231,2.25,1.0,9.142635747728707e-05,0.9807695736106733,0.9727311598689417
-48.86666666666667,750,-0.004151666406402522,-0.9508320757187793,0.41340576565996684,0.01706832296776103,-0.025364068152227748,-2.435690402984619,2.442636251449585,0.391158625831447,0.0,-3.332904085144516,4.472959669383762,0.999822484756939,-0.116305021240553,-0.2216874429313581,-0.0050000000000000044,0.0039053724778381972,345,-0.09941742893367343,3.6855834,0.002586475,2.25,1.0,8.518300525998921e-05,0.9782775455913807,0.9507012048360324
-48.13333333333333,750,-0.005370315378214238,-0.7325743123490318,0.37231476704985,0.015623836281741054,-0.07141968190328528,-2.2222542762756348,2.1454765796661377,0.4219427327383568,9.473903143468002e-18,-2.1307366662364826,4.228143510468949,0.9998304292406721,-0.11384329958197054,-0.2216874429313581,-0.0050000000000000044,0.0037775761156303264,360,-0.15486001967811586,3.6742446,0.0017290637,2.25,1.0,0.00016313651068612623,0.9577297247847504,0.9473770210617307
-48.6,750,0.004558318261196516,-0.8083461972394188,0.3396441424159341,0.012454486806656683,-0.04163628498992572,-2.4007248878479004,2.153475522994995,0.3916187146428921,-1.4210854715202004e-17,-1.985231051861619,7.353599377637723,0.9997353230733486,-0.11644660274033587,-0.2216874429313581,-0.0050000000000000044,0.00391008020856581,375,-0.17269412995147707,3.6816506,0.002009388,2.25,1.0,7.035613456354404e-05,0.9822500429191677,0.9827306327345936
-49.333333333333336,750,0.013032150533558762,-0.5442318044520452,0.47132591418061953,0.010537594849531314,-0.016219604109355714,-2.030951738357544,2.158846616744995,0.39427673301832084,4.0264088359739013e-17,-2.857720287973082,3.4061182184357293,0.9996528329950787,-0.11666200516864057,-0.2216874429313581,-0.0050000000000000044,0.003949551597319031,390,-0.15741737366231284,3.678681,0.004305431,2.25,1.0,3.3781830881779375e-05,0.9915993406558103,0.9884537237628024
-48.8,750,-0.003724332417168066,-0.6237878831113532,0.36770860981630765,0.015394621567822094,-0.06858698240853846,-2.1189725399017334,2.373809576034546,0.4248900648960122,-2.842170943040401e-17,-1.616978059818498,5.641558309128546,0.9998184147750967,-0.11542408200827221,-0.2216874429313581,-0.0050000000000000044,0.003932695725464973,405,-0.026900076858096655,3.6796575,0.0035668318,2.25,1.0,0.00015042897438278163,0.96176410075375,0.9546995945875287
-49.46666666666667,750,-0.006219734467323439,-0.7812830003207771,0.4281174132521748,0.015877549064833477,-0.08922197031384956,-2.6419661045074463,2.014436721801758,0.39312532862179983,-2.3684757858670008e-17,-2.5676010143220624,4.453875947397665,0.9997258979362841,-0.11751876767474988,-0.2216874429313581,-0.0050000000000000044,0.0040394762762165385,420,-0.16384141923777262,3.6793752,0.0036782494,2.25,1.0,3.938873729240119e-05,0.9903697615047188,0.981636964866703
-48.8,750,-0.02147603950762065,-0.8393985728364286,0.5340119625026134,0.016442952450815493,-0.11523260785453021,-2.502333402633667,2.349580764770508,0.4265204641010235,0.0,-1.9913450503792447,7.5133324521012455,0.9997722228505409,-0.11647936102116314,-0.2216874429313581,-0.0050000000000000044,0.003931467275081949,435,-0.1794737243470086,3.6932502,0.001967504,2.25,1.0,8.513338072816364e-05,0.9783823242348862,0.9744952418871604
-49.266666666666666,750,-0.002337852192093343,-0.7478824657252031,0.4870242236763545,0.014599073925670742,-0.050305071505097054,-2.0567543506622314,2.047395944595337,0.4048216624745342,1.3026616822268503e-17,-2.402726749390547,3.0661687162907456,0.9996442209452325,-0.11636805688725184,-0.2216874429313581,-0.0050000000000000044,0.003923278367939325,450,-0.1164868354771932,3.6818848,0.0028684,2.25,1.0,3.67318795442661e-05,0.9906383982279664,0.9891444458019982
-49.266666666666666,750,-0.010621882313809094,-1.0324587959513725,0.6124241581373583,0.021726416831542757,-0.09208391043295464,-2.5404553413391113,2.2190380096435547,0.43458435568386156,-1.8947806286936004e-17,-2.179162829294765,5.096164390187888,0.9997616635911919,-0.11670457804658264,-0.2216874429313581,-0.0050000000000000044,0.003958609017015384,465,-0.03994317771191067,3.675211,0.006900498,3.375,1.0,7.619372857513885e-05,0.9808594511819668,0.9787120259624649
-49.733333333333334,750,-0.0013408530064769417,-1.1014479555821703,0.42164268146641026,0.017002890606979987,-0.06715368388717373,-3.2212765216827393,2.3922300338745117,0.4205707630773978,-1.8947806286936004e-17,-3.9121093493310224,3.5099292248140914,0.9996872921336247,-0.11666073519603713,-0.2216874429313581,-0.0050000000000000044,0.004058151605262266,480,-0.13707429885525174,3.665149,0.0015371358,3.375,1.0,4.924548174637844e-05,0.9879605523710788,0.9849388889592483
-48.733333333333334,750,0.029181634484687233,-0.5066865396564616,0.5687270506949004,0.010892691437055431,0.040208591277090214,-2.0294079780578613,2.605923652648926,0.4023372301575364,0.0,-2.4171383828797914,7.02521683684677,0.9997366751664134,-0.11620418560439601,-0.2216874429313581,-0.0050000000000000044,0.003933238827532819,495,-0.11815409658643934,3.6655743,0.0022830928,3.375,1.0,5.9773167867524546e-05,0.9848109573153679,0.9804354380912885
-48.0,750,-0.006664728510247442,-1.059611258553589,0.4859578710521329,0.02095668640286433,-0.08725623999210075,-2.728209972381592,2.2086386680603027,0.43176791360882427,-2.842170943040401e-17,-1.9506219297731424,5.607650303401244,0.9998188973511914,-0.11434982059716273,-0.2216874429313581,-0.0050000000000000044,0.003793615197069261,510,-0.1612504577598572,3.6543202,0.0012884741,2.25,1.0,0.0001493723979483497,0.9613239606278744,0.9553263255564348
-47.53333333333333,750,0.0013206600552441257,-0.9950778591544176,0.598491657976756,0.020869950259490466,-0.05760582942360391,-2.2440860271453857,2.226576328277588,0.4319407012944084,0.0,-1.4347433850425895,5.670082872332942,0.9998779068387383,-0.1130497320760616,-0.2216874429313581,-0.0050000000000000044,0.004005430412671619,525,-0.10540233611848619,3.6612859,0.0018025618,2.25,1.0,0.00037731054120484256,0.9058020267269178,0.8895311999541087
-49.13333333333333,750,0.0008605151463685553,-1.0180850893940097,0.5553485735032251,0.015785353328826815,-0.04991252812681099,-2.4504809379577637,2.152508020401001,0.4287313364783227,-5.210646728907401e-17,-3.767482015800435,2.912097595040478,0.9997503514829399,-0.11573895512702158,-0.2216874429313581,-0.0050000000000000044,0.003957415739201383,540,-0.15952578544574314,3.681895,0.0068555023,3.375,1.0,5.3206853494114236e-05,0.9873882732773203,0.9754969425334361
-48.333333333333336,750,-0.01386977991892759,-0.9935796153838646,0.505419245302793,0.017707710946904806,-0.07145386142594119,-2.414200782775879,2.096611738204956,0.4372646920578098,0.0,-2.2412618792046537,4.096547102629169,0.9997949555590182,-0.11424581495687179,-0.2216874429313581,-0.0050000000000000044,0.0038295200520277613,555,-0.1599987030061086,3.6998663,0.0021122906,3.375,1.0,0.00011209409687727334,0.9707938997084131,0.9633170902570359
-49.06666666666667,750,-0.013672018544316995,-1.0376273968681962,0.4369653875884811,0.017196859945609055,-0.07149934410738448,-2.390631675720215,2.268064260482788,0.42577752061891105,1.4210854715202004e-17,-2.643742593016222,3.6378762624886933,0.9996971935680816,-0.11695322000227411,-0.2216874429313581,-0.0050000000000000044,0.0039514451206643895,570,-0.19442489625549317,3.701272,0.0026914726,3.375,1.0,4.420897136061898e-05,0.9891489874662696,0.9873971490850383
-49.13333333333333,750,-0.014141504973806486,-0.8931584388118083,0.38382506985510106,0.016619565659176053,-0.08022496982788047,-2.115309238433838,2.108309507369995,0.4254008278623556,1.4210854715202004e-17,-3.1938009288525517,4.517523880973168,0.9997165910220586,-0.11656371654864905,-0.2216874429313581,-0.0050000000000000044,0.003923068383316326,585,-0.17916648864746093,3.7092023,0.0019137488,3.375,1.0,5.142011547313581e-05,0.9870806941123319,0.9848173280406078
-48.8,750,0.01419368219004144,-0.7373395275379481,0.4785853178073001,0.013377216102041392,-0.027826553143250447,-2.439613103866577,2.181474447250366,0.4235288267922123,-1.8947806286936004e-17,-2.2275047947605477,4.265626154106145,0.9997261300076471,-0.11522804428952149,-0.2216874429313581,-0.0050000000000000044,0.003850940782428998,600,-0.1715948104986085,3.7163682,0.0026013674,3.375,1.0,5.80865473209937e-05,0.9850219810810782,0.9802771112820331
-48.733333333333334,750,-0.012251217030012833,-0.8520317004003584,0.4917493696853308,0.016490778722690225,-0.07697257112246007,-2.291635274887085,2.337954044342041,0.42461494163236974,-4.7369515717340015e-17,-1.9338745922792873,4.843826109120496,0.9997349682694876,-0.11558992883308378,-0.2216874429313581,-0.0050000000000000044,0.003954279823550392,615,-0.18074291228644052,3.730999,0.00251289,3.375,1.0,6.970179967894584e-05,0.9824265942583289,0.9800045554421268
-47.6,750,0.013528249422438608,-0.7425459008209816,0.5557401397261527,0.014674272468245226,-0.007674895671506723,-2.6164393424987793,2.6118783950805664,0.41240120627131094,-2.842170943040401e-17,-1.404517005944583,4.573172511611124,0.9997932551069401,-0.11484717264874629,-0.2216874429313581,-0.0050000000000000044,0.003703892064685352,630,-0.15825091361575658,3.732795,0.0026182493,3.375,1.0,0.0001047204621957302,0.9717769856521649,0.9682934507321475
-48.0,750,-0.01448265839558908,-0.9413447534306983,0.56314625340497,0.0216288424971351,-0.05955108874710277,-2.2859418392181396,2.2446491718292236,0.44689614159601354,1.8947806286936004e-17,-1.8667629227134057,3.6367488090951814,0.9997744166848773,-0.11330602336161136,-0.2216874429313581,0.0,0.0038652559065125705,645,-0.19291601180733575,3.7180133,0.0014397668,2.25,1.0,0.00010803994052861898,0.9722367654481617,0.9664226309468084
-49.0,750,-0.002154766231273584,-0.8640773208069539,0.4762961947461489,0.01636601368671999,-0.04541352619083288,-2.223140239715576,2.5031802654266357,0.43868804023231656,3.789561257387201e-17,-2.489185837032918,3.6775745775297772,0.9996940856278855,-0.1144573336147769,-0.2216874429313581,-0.0050000000000000044,0.003977276221984011,660,-0.1870281600926717,3.7051497,0.0060181427,3.375,1.0,5.6846460086358244e-05,0.9857344783968198,0.9842557352565852
-47.2,750,-0.025811389944915383,-0.993650766234176,0.38442962983495094,0.02223262517500448,-0.10617329681330981,-2.4452548027038574,2.344747543334961,0.43065277647199396,0.0,-1.7108756710290656,4.0294693688247785,0.9998686293530752,-0.11191299584866098,-0.2216874429313581,0.0,0.003928883180288057,675,-0.17508319859864976,3.6988754,0.001730479,3.375,1.0,0.0002516826439768794,0.9369767463336336,0.8864942902845611
-49.4,750,0.00384457543489399,-0.757228057626484,0.49244576406145335,0.017494748831345996,-0.02976224667827288,-2.4806129932403564,2.9792182445526123,0.4329610302145749,-3.789561257387201e-17,-2.7903484883269782,3.272827127267835,0.9997866949688138,-0.11692669175209906,-0.2216874429313581,-0.0050000000000000044,0.003978267600738444,690,-0.19197956087727017,3.7147622,0.0025146645,3.375,1.0,5.3549906820696704e-05,0.9907825859838807,0.971574955677616
-48.13333333333333,750,0.009217512226229298,-0.5810405519570108,0.5922524275696419,0.0135815034300451,-0.03271833956458916,-2.310868263244629,2.3190159797668457,0.4122115908714219,9.473903143468002e-18,-1.593219507474308,4.413635501839885,0.9998194853841544,-0.11316028710309498,-0.2216874429313581,-0.0050000000000000044,0.0038062149511900525,705,-0.1856172943204244,3.707859,0.0007490988,2.25,1.0,0.00017405151710083455,0.954903308029795,0.9471461350398281
-48.733333333333334,750,0.016788186776342754,-0.9551480973947964,0.4920946703403174,0.021257435462544078,-0.013736166009058555,-2.38515043258667,2.200532913208008,0.4445062147501048,9.473903143468002e-18,-2.429007974739027,3.0380405493459413,0.9997489508491388,-0.1154929342734603,-0.2216874429313581,-0.0050000000000000044,0.003876971112448466,720,-0.19079620360840693,3.728323,0.0033805326,2.25,1.0,6.902794242729186e-05,0.9832076871884592,0.9773958513372283
-47.733333333333334,750,-0.015083875065818748,-0.7667579535783343,0.5808055519563875,0.018381472447290846,-0.07105917186755686,-2.1624107360839844,2.2168824672698975,0.4129637983178156,-2.3684757858670005e-18,-2.979737415505837,4.97363520232202,0.9997986615044759,-0.11530338052212098,-0.2216874429313581,-0.0050000000000000044,0.003756069842312678,735,-0.1874326133772532,3.730007,0.0033170143,2.25,1.0,9.173099328665962e-05,0.9760837828316601,0.9662365734989905
-47.93333333333333,750,-0.005793726129432311,-0.9426221145072062,0.4243712692903805,0.021170950067721347,-0.0446343088215217,-2.393245220184326,2.2659029960632324,0.43619388691061095,1.8947806286936004e-17,-1.7016974179245137,5.659199818901273,0.9997862402709758,-0.11541931241153489,-0.2216874429313581,-0.0050000000000000044,0.003810421036827819,750,-0.19223983763673572,3.7130992,0.0022275946,2.25,1.0,0.00010375139259109356,0.9727723830324514,0.9690323576102695
-48.6,750,-0.006402597326347244,-1.039213753815314,0.42412742023008976,0.017175195954798158,-0.05441216331130515,-2.1155362129211426,2.3149077892303467,0.39969010619498196,1.8947806286936004e-17,-3.6754432939446473,3.3858090567743453,0.9997299922654392,-0.11475971395894086,-0.2216874429313581,-0.0050000000000000044,0.0038699415112257588,765,-0.1886994552828471,3.6875377,0.0045222193,2.25,1.0,7.041768123331409e-05,0.9818054908362018,0.9792691277073906
-47.266666666666666,750,0.017183046603728564,-0.9634524599514628,0.5499264244760373,0.023927839381265296,0.00899103986347715,-2.527505874633789,2.716085195541382,0.43842710275291313,-2.842170943040401e-17,-1.4049976391994128,4.483840350508837,0.9998480883686243,-0.11230287303602915,-0.2216874429313581,0.0,0.0038872320430595147,780,-0.18614400862291125,3.6748195,0.0046853838,2.25,1.0,0.00020296626733938499,0.9481684700462143,0.93011598873257
-47.53333333333333,750,0.0280452139014202,-0.7699197009366502,0.5112602784120213,0.019105208643193247,0.04136011616078516,-2.531402111053467,2.0906572341918945,0.4338152414378004,-2.842170943040401e-17,-1.5843543210259516,2.8744926979398295,0.9998248637374433,-0.11189235177867836,-0.2216874429313581,0.0,0.0038138486714994107,795,-0.19007938385804493,3.67334,0.0029535417,2.25,1.0,0.00013319773852087384,0.9650916398007628,0.938261813867837
-46.06666666666667,750,0.014763005838484408,-0.9575550703715513,0.7242038636424888,0.02234772330255547,0.015403652575720723,-2.3245253562927246,2.609488010406494,0.4299354153616545,9.473903143468002e-18,-1.8068269178509602,3.8294499499346326,0.9998594104818633,-0.10829165079231276,-0.2216874429313581,0.0,0.003504444241839456,810,-0.19223260880385504,3.662891,0.004599294,2.25,1.0,0.0002481580946580914,0.9293577265250469,0.9102379072039155
-47.6,750,-0.009681611048870524,-0.8008187945838157,0.6434811851796559,0.018819136101977177,-0.05745778670379271,-2.1309852600097656,2.06927752494812,0.42709298450392125,-1.8947806286936004e-17,-1.3553806963037083,3.869683445638899,0.9998205184837394,-0.11254087642068401,-0.2216874429313581,-0.0050000000000000044,0.003862185188491796,825,-0.19163436890220642,3.6771371,0.005181808,2.25,1.0,0.00015334720473130067,0.9602955126512833,0.944362129721959
-46.06666666666667,750,-0.0036239508307927036,-0.6545707197215761,0.6744191871945477,0.015503446896869754,-0.05761198184111466,-2.153747081756592,1.9851816892623901,0.4085242904142471,-1.8947806286936004e-17,-1.19541879568335,4.0082317500305775,0.9998757466792882,-0.10840936292863276,-0.2216874429313581,-0.0050000000000000044,0.003837647103372947,840,-0.19178314205169678,3.6879928,0.0015244366,2.25,1.0,0.00027772160679534035,0.927650490567817,0.8821340109230252
-47.666666666666664,750,-0.001323952476321413,-1.0806008738203132,0.48940772017650636,0.022095350218070547,-0.04641277887579054,-2.2708816528320312,2.449420690536499,0.44078174303413975,-1.8947806286936004e-17,-2.9714222115993283,3.5447669561766904,0.9998129006378076,-0.11385285500024352,-0.2216874429313581,-0.0050000000000000044,0.003690904435449936,855,-0.19129703521050348,3.6942725,0.0065765013,3.375,1.0,0.00016186684929636667,0.9633928468618368,0.9543992080119917
-46.93333333333333,750,0.028219219340554,-0.683864248453373,0.7010622180096885,0.0201801062912612,0.04850477277316774,-2.5844221115112305,2.314485788345337,0.4738634823315018,1.8947806286936004e-17,-1.9300984829456853,4.309312991358313,0.9998464041764116,-0.11175022031203595,-0.2216874429313581,-0.004925374375000005,0.003694700637882787,870,-0.18745279311646357,3.6889482,0.0014975751,2.25,1.0,0.00015014238554178757,0.9596756507140852,0.9339177497132183
-47.86666666666667,750,0.00014746386821899054,-0.8212387066544995,0.9291737224698186,0.023488021822730583,-0.04294542321438591,-2.7172956466674805,2.411614418029785,0.4831112775843461,0.0,-1.8927836680052894,3.860389187837003,0.99980607640186,-0.11495445761515354,-0.2216874429313581,-0.0050000000000000044,0.0037116625087188927,885,-0.18933631896972658,3.6959298,0.0059363367,2.25,1.0,0.00010296944437285009,0.9724296983800556,0.9647591661631632
-47.13333333333333,750,0.014873346071168303,-0.9801055612437665,0.811819110604768,0.0254382719189864,-0.00206535852017502,-2.3528637886047363,2.681903600692749,0.48474884844705646,-1.8947806286936004e-17,-1.7014289097315072,3.376794764043605,0.9997980850242684,-0.11307091948406643,-0.2216874429313581,-0.0050000000000000044,0.003683020009749722,900,-0.19035606382751466,3.7029498,0.0032025464,2.25,1.0,0.00012593841660429232,0.9660018765100196,0.9619900027605585
-46.266666666666666,750,0.015597005953445044,-0.8855959181286506,0.5766312645490933,0.02252639381399683,-0.003811893429995204,-2.2170510292053223,2.359219551086426,0.4705992616972994,-7.579122514774402e-17,-1.4693655978884126,3.606831113904701,0.9998166887752533,-0.11014908131674597,-0.2216874429313581,0.0,0.0035919843897781146,915,-0.19120208739471437,3.7037337,0.001829161,2.25,1.0,0.00015793235949290355,0.9568027567377112,0.951117675581455
