_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,TotalPolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-49.9,1000,-0.08828567841087702,-1.1983357725956976,0.49756799188643774,0.014856011931117746,-0.2938802363104187,-2.979076862335205,2.2968451976776123,0.3658529773331799,-9.379164112033323e-16,-2.729179009825145,3.141904387494732,0.9999345523769972,-0.11763967017677095,-0.2216874429313581,-0.0050000000000000044,0.004061154853390256,20,-0.19961517,3.6772594,0.008520452,1.5,1.0,0.0033204971815829435,0.17223287
-49.3,1000,0.03855117520924385,-0.5800962400240082,0.694402231680624,0.012292211039045872,0.11617543753574136,-2.2582387924194336,2.294374465942383,0.39541597344670915,5.684341886080802e-17,-1.7726153363249306,3.362951729461238,0.999966832467001,-0.11608150913950029,-0.2216874429313581,-0.0050000000000000044,0.003943989320168563,40,-0.14005105,3.6988287,0.005327145,1.5,1.0,0.0027136456433766746,0.4902257
-49.3,1000,0.01056534721500926,-0.4271022167521211,0.4802447041328788,0.007837391283780108,-0.011202945454395376,-2.212157726287842,1.9950462579727173,0.38185109634895464,-1.4210854715202004e-17,-1.828350388663722,2.6271811410557935,0.9999663446260673,-0.11719955064423919,-0.2216874429313581,-0.0050000000000000044,0.003997708549021251,60,-0.07005816,3.6983037,0.0055676973,1.5,1.0,0.0029613416029321622,0.10624025
-48.45,1000,0.022254099536799122,-0.43068312797217434,0.5668390623445758,0.008662703695944598,0.03326151807635324,-2.18022084236145,2.2022664546966553,0.3855551741483066,3.552713678800501e-17,-2.0066534071462976,2.650930920802364,0.9999594176920101,-0.11511600835641127,-0.2216874429313581,-0.0050000000000000044,0.00381974616268434,80,-0.12016946,3.6832585,0.0069650994,2.25,1.0,0.0019657299165981076,0.1550853
-49.2,1000,-0.01138298249535395,-0.5500126712477983,0.5719892966393626,0.010724336668611778,-0.01930846606218256,-2.4021129608154297,2.1791653633117676,0.38400350076945394,-1.7763568394002505e-17,-1.820610399007307,3.266908412243665,0.9999564873666186,-0.11632685649616152,-0.2216874429313581,-0.0050000000000000044,0.003960058038758466,100,-0.19137064,3.682591,0.0030547364,2.25,1.0,0.0013245541274159263,0.5134846
-49.05,1000,-0.024678253457236544,-0.6919624084467093,0.5211222195417705,0.009387402982130396,-0.06196540350245777,-2.46065616607666,1.9140208959579468,0.3821527016942309,-1.0658141036401503e-17,-1.6602518165878666,2.8206941937453385,0.9999439538376244,-0.11515729287828418,-0.2216874429313581,-0.0050000000000000044,0.00405163238723549,120,-0.20400028,3.6686637,0.0030293541,2.25,1.0,0.0007950288446633933,0.6152656
-49.4,1000,-0.003204723713102252,-0.6451898892495963,0.6287796980885881,0.011054076613885385,-0.03897880742733832,-2.756964683532715,1.9509016275405884,0.3850617214822435,-7.105427357601002e-18,-1.9872219596033802,2.9562606609215174,0.9999113629054933,-0.11684666740092496,-0.2216874429313581,-0.0050000000000000044,0.004030431294340186,140,-0.20128475,3.6574368,0.0026022552,2.25,1.0,0.0003282633665078048,0.649763
-48.8,1000,0.002530571952358386,-0.6726785363059091,0.7600104549150604,0.015330844245384922,0.026075070413877258,-2.2868857383728027,2.2660727500915527,0.42152319786247944,-3.375077994860476e-17,-2.0983046616856833,3.2491678048824273,0.9998778811965408,-0.1162142903638719,-0.2216874429313581,-0.0050000000000000044,0.00392249626417198,160,-0.19476709,3.6790922,0.0066645,3.375,1.0,0.0001336666260237031,0.6294614
-49.1,1000,-0.006305821899923937,-0.8924474495999388,0.5872084651252871,0.012607768639644763,0.003057756373542361,-2.327152967453003,2.322380304336548,0.4062561934883242,7.105427357601002e-18,-2.2007961809457863,3.426529192403742,0.9998026319100056,-0.11704353684630414,-0.2216874429313581,-0.0050000000000000044,0.003975875808411942,180,-0.19831656,3.6827261,0.0011308773,2.25,1.0,4.885199682213792e-05,0.67548585
-50.0,1000,0.0011527742525200158,-0.6598761597680133,0.6949699337249983,0.013422095394784396,-0.007399850076180883,-2.3465535640716553,2.5563395023345947,0.3946668820551519,-2.842170943040401e-17,-3.9292569933092443,3.7648922810287173,0.9996831335902393,-0.11768397713319553,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,200,-0.19778895,3.6932654,0.0044256183,2.25,1.0,2.6699277176238622e-05,0.6816236
