_min_act,_std_act,_lr_multiplier,_mean_obs,_mean_act,_max_act,CriticLoss,_Episode,_min_discrew,_mean_discrew,_max_adv,_std_obs,_max_discrew,_max_obs,NewPolicyLoss,_MeanReward,_std_discrew,_min_adv,Beta,PolicyEntropy,_mean_adv,_min_obs,BaselineLoss,_std_adv,KL,Steps
-2.3006644248962402,0.40435343327108336,1.0,0.004815119928084265,7.648432953283191e-05,2.753708600997925,0.71525156,740,-0.18246324311693424,-0.05458956298928643,3.0665777140825625,0.013114806313504078,0.0,0.38537883384374194,-0.1898729,-24.5,0.0014515208859273438,-2.7463584733329682,3.375,3.501587,0.0,-0.3586538290637242,0.0006934834789599985,0.9999048810519368,0.002541108,1000
-2.2298827171325684,0.37311372883066984,1.0,-0.0027337587821756257,0.020072116401512175,2.041569709777832,0.7216208,760,-0.18738026969243562,-0.05392197167476256,3.1671885067490737,0.012314237469964748,0.0,0.3591822107535326,-0.19168317,-24.95,0.0014238092261353143,-2.934297764965191,3.375,3.4869833,5.684341886080802e-17,-0.37755772141506716,0.0005755459259163348,0.9998979735758423,0.0033653174,1000
-2.015070915222168,0.396432446095652,1.0,0.0009090028397976766,0.01867319791504997,2.2862915992736816,0.7230812,780,-0.13856224125889957,-0.03936597440796191,2.8334293398716976,0.012754033073297364,0.0,0.3798949573693024,-0.1922811,-18.9,0.0008163715601048462,-2.443729901729346,3.375,3.461329,-9.237055564881302e-17,-0.33690852911525504,0.0004279572640490808,0.9998833533328609,0.00315912,1000
-1.9680910110473633,0.390537149270976,1.0,0.003452470111639048,0.009253501467872412,2.266639232635498,0.7240315,800,-0.14238568011123734,-0.03797820482409074,2.699245882805532,0.011638313303126653,0.0,0.3902325467370972,-0.19313619,-19.05,0.00093924742644732,-2.793919639365615,3.375,3.4493659,-5.684341886080802e-17,-0.32492982903999046,0.0004594021854794199,0.9998863533960362,0.0033475894,1000
-2.462559223175049,0.38522055617449547,1.0,-0.009089607506896127,-0.0012747517595998942,2.364016532897949,0.7193105,820,-0.10677526117273337,-0.030614653410908504,2.693709385851263,0.010356369335545833,0.0,0.3405932963648221,-0.19140844,-15.3,0.000635895439683373,-3.4313642926459833,3.375,3.42898,-8.526512829121202e-17,-0.3221962139557538,0.00034382164054302147,0.999864114894825,0.0039618625,1000
-2.5081238746643066,0.4004305570262051,1.0,-0.006794071699982147,0.008382444525836035,2.249352216720581,0.719767,840,-0.09011072778320599,-0.023437851919447746,2.686438156076143,0.0123990346334954,0.0,0.3401526854390922,-0.191877,-12.9,0.00030633142761662973,-3.1934697510350776,3.375,3.4126368,-7.105427357601002e-17,-0.33512324637274366,0.00012979514763775701,0.9998023729829209,0.0029859126,1000
-2.103912115097046,0.38657610947113324,1.0,0.007371142134294298,0.02031188860570546,2.835341691970825,0.72095865,860,-0.08980814122652452,-0.019993757962519395,2.422521334519593,0.010450346364531201,0.0,0.3653333028470889,-0.19198395,-10.95,0.00031599997446427286,-3.168501141364094,3.375,3.4053195,-2.4868995751603507e-17,-0.3384850328827081,0.00019277028413551998,0.9998304485548456,0.0025092696,1000
-2.3283729553222656,0.3926755956446195,1.0,0.00029334627805530246,0.0007522064130753279,2.196181297302246,0.71438205,880,-0.08676916859925278,-0.02027941673245927,2.3164544675775836,0.013916505923691608,0.0,0.33355036612595496,-0.1902302,-11.85,0.00029597712744447257,-3.4316742882712004,3.375,3.3962872,-2.842170943040401e-17,-0.3511142283190813,0.00016730433816466005,0.9998252297574414,0.0036006398,1000
-2.1643800735473633,0.3971896165829095,1.0,-0.0007774866217801873,0.0001404300220310688,2.2111644744873047,0.71732146,900,-0.11542441649450852,-0.020046864703119567,1.876096859182594,0.012318832440797869,0.0,0.33131648440655925,-0.19097763,-11.0,0.00031735877601071283,-4.535376481183957,3.375,3.3693075,4.618527782440651e-17,-0.30597649565425455,0.00019551501771604882,0.9998285143148298,0.0047931164,1000
-2.4577839374542236,0.39486634936546017,1.0,0.001050696353356648,0.0028487846652860754,2.467846393585205,0.7072134,920,-0.08452955932484009,-0.013488530144670257,2.2302900464230424,0.011470744563169287,0.0,0.32787547884483337,-0.1882996,-8.55,0.0002113009155845026,-3.6444096323362922,3.375,3.3440328,1.1368683772161603e-16,-0.35745352502990496,0.0001551322980148074,0.9997956359347593,0.0032956896,1000
-2.326920986175537,0.4072848068352186,1.0,-0.007793079225102598,0.004845579190878198,2.5655159950256348,0.7200116,940,-0.06833679561306745,-0.013329750261466518,2.0311634929416402,0.012552175813933402,0.0,0.35325937267518,-0.19205989,-8.2,0.000175181986498275,-3.423934704496743,3.375,3.31,-3.552713678800501e-17,-0.32658209423766826,9.129919813041188e-05,0.9997454342885972,0.0029915953,1000
-2.6928162574768066,0.40800512780639697,1.0,-0.010036247119370888,-0.013943916750373318,2.5680618286132812,0.71353364,960,-0.07068214608088466,-0.01335917012073148,2.22630132654891,0.011020123624504335,0.0,0.3039980307729251,-0.19020738,-7.65,0.00012403658965976896,-4.283100216265104,3.375,3.2866447,0.0,-0.31479288886375334,7.123055241346813e-05,0.9997259044431174,0.004247157,1000
-2.396484851837158,0.4051058857121056,1.0,-0.004640271861342154,0.0019241287608165293,2.5432896614074707,0.72027475,980,-0.06386317135056511,-0.011993283796923165,2.264479624504827,0.011538471273501825,0.0,0.30102063812182356,-0.19245525,-7.4,0.00017716245532434737,-3.673473136997269,3.375,3.2478256,0.0,-0.33168434941689656,0.00011687177034351906,0.9997749581636202,0.0035575826,1000
-2.2996325492858887,0.39358351353056986,1.0,-0.008645454263063864,-0.0023343120819481556,2.374608039855957,0.71786034,1000,-0.0475742689938947,-0.00524353848649533,2.399348953678661,0.01092999523935982,0.0,0.3340827148107554,-0.19195776,-5.0,4.922850560708088e-05,-3.9529446945597657,3.375,3.2160492,1.4210854715202004e-17,-0.3418786034023301,4.960992952930166e-05,0.9996346182416359,0.0031995599,1000
-2.1634273529052734,0.38924859595082734,1.0,-0.00840758466051682,-0.014109784724307246,2.4143624305725098,0.71162444,1020,-0.05412211002072553,-0.0078013128415736705,2.0756643804283414,0.010808649613687063,0.0,0.3211569563247101,-0.19025923,-5.25,8.296789935357712e-05,-3.628797318744762,3.375,3.1857722,0.0,-0.32317318087657676,5.894188133851533e-05,0.9996944883812887,0.0037538675,1000
-2.5409767627716064,0.39805559260978374,1.0,-0.019656764327865554,0.005861662074457854,2.9223382472991943,0.71407545,1040,-0.03402478023027202,-0.006437062249697062,2.269881948134084,0.009825645579409473,0.0,0.33326072170080956,-0.19071399,-5.0,5.6301793275018314e-05,-3.703962261115553,3.375,3.1641188,2.842170943040401e-17,-0.31405388611966784,3.055291114044964e-05,0.9995774804895885,0.0024326958,1000
-3.231363296508789,0.4074954931767063,1.0,-0.006544046851173394,0.009674711551750079,2.8549985885620117,0.7096849,1060,-0.0358323077189993,-0.0048788081668853225,2.363750750429857,0.010831945154167643,0.0,0.28602531915317053,-0.18991746,-4.05,3.9810809904854885e-05,-3.7077120940077677,3.375,3.146758,3.552713678800501e-17,-0.2903887262235528,2.7098236649691678e-05,0.9995550222862747,0.0024654504,1000
-2.4831130504608154,0.39904814474345385,1.0,-0.014534642472889272,-0.0036244756830856205,2.0955886840820312,0.6878381,1080,-0.03708969265402674,-0.004130285625919532,1.8116917162268675,0.009465385657647762,0.0,0.3042013854586429,-0.18313815,-3.8,3.2203298834611655e-05,-6.3173530452064375,3.375,3.1324553,7.105427357601002e-18,-0.3359382063949982,2.063586063964286e-05,0.9994840843456336,0.004493808,1000
-3.149493455886841,0.3835939538174359,1.0,0.0023983367188089425,0.011694782802835106,2.597341775894165,0.7071361,1100,-0.03357212720002158,-0.0031888944008881094,1.9968941838788852,0.007861122344532285,0.0,0.26718705144467886,-0.18824379,-2.9,2.160431469411761e-05,-5.817967186536646,3.375,3.1247764,-3.552713678800501e-18,-0.27733330942954443,1.8793234404390078e-05,0.9994587061370398,0.004000418,1000
-2.778306007385254,0.41210768901446837,1.0,-0.005828438842771293,-0.007142227827804163,2.5457634925842285,0.70849586,1120,-0.03399873752629979,-0.004326005518013099,1.7157537153684532,0.013876920438752225,0.0,0.33537350598922155,-0.18991399,-4.2,3.354654875367758e-05,-5.719702435104026,3.375,3.094954,-3.552713678800501e-18,-0.3330381859793137,1.86600459779664e-05,0.9994940023906265,0.004050042,1000
-2.8657546043395996,0.3944926078203001,1.0,-0.01815299489831213,-0.020875067854765804,2.6151673793792725,0.70916224,1140,-0.03399459112386134,-0.0038753670969186266,2.311457371070308,0.011426117333210618,0.0,0.31221483290316737,-0.18989755,-3.65,2.7786448998249328e-05,-5.437964887004052,3.375,3.0705013,-3.1974423109204506e-17,-0.29640698079512967,1.862750139531513e-05,0.9994681575979389,0.0026851576,1000
-2.7179908752441406,0.4233257912047239,1.0,-0.007570022951135888,-0.03450572062493302,2.6232376098632812,0.68748695,1160,-0.02874936422358878,-0.0022719421852933374,2.038724757710605,0.012461298110038377,0.0,0.31364567597536125,-0.18343714,-3.15,1.7611689516921842e-05,-5.698080283809099,3.375,3.061788,8.526512829121202e-17,-0.2995837583856913,1.5339231201918162e-05,0.9994115315578113,0.0028512643,1000
-2.502066135406494,0.4062638269411514,1.0,-0.008726231777973905,-0.010843945197411813,3.1697633266448975,0.70888317,1180,-0.04274192282107128,-0.001988985285230155,1.8552117197962759,0.011220096081072162,0.0,0.3014063496996481,-0.18986169,-3.05,2.0953357684212873e-05,-9.009496713141438,3.375,3.0384674,4.263256414560601e-17,-0.294783701549709,1.602307765573415e-05,0.9994437517748768,0.004768042,1000
-2.55953311920166,0.4184618541698185,1.0,0.007027774016518044,-0.00735916876560077,2.3883614540100098,0.7037145,1200,-0.028986079274959817,-0.0015219023119339963,2.233415881438025,0.012671829006550143,0.0,0.3380992472195465,-0.18863298,-2.8,1.2463201320846305e-05,-7.984110783628436,3.375,3.0109568,2.842170943040401e-17,-0.3126128103037596,1.0302133799457996e-05,0.9992952815181244,0.0056049563,1000
-2.954806327819824,0.40941298824298783,1.0,-0.0014498484151881487,-0.03712185542064253,3.1324195861816406,0.70389223,1220,-0.024328434328669414,-0.0010793316531720026,2.029847847025663,0.011625663162953775,0.0,0.3340492220534922,-0.18852162,-2.55,9.04395758849467e-06,-7.05394657553531,3.375,2.9958866,-2.842170943040401e-17,-0.31895421095718657,7.705165692721127e-06,0.9992650983503356,0.0019998322,1000
-2.327631711959839,0.39129822670794745,1.0,-0.005975511474218131,0.005219591649249196,2.412980556488037,0.708385,1240,-0.0379426635020199,-0.001964774523302454,1.702234025391672,0.008447070468581295,0.0,0.3380452052790089,-0.19025938,-2.3,1.5928673465571434e-05,-8.66417249215513,3.375,2.980604,-4.618527782440651e-17,-0.3092282901703261,1.1947131621238898e-05,0.9993837815746999,0.0051869997,1000
-2.991182804107666,0.4214598499289647,1.0,-0.00306247671428012,-0.023423067078343594,3.4387567043304443,0.7033356,1260,-0.022859900188811524,-0.0020441521722644575,1.611796052981773,0.011613909444053487,0.0,0.3292575217923591,-0.1894753,-2.7,1.8312005383865093e-05,-5.762978574516063,3.375,2.960403,1.4210854715202004e-17,-0.29940078262847086,1.4348268536598139e-05,0.9993789019787352,0.0035897908,1000
-2.974803924560547,0.41160931900163933,1.0,-0.004834756292782139,-0.0033905589741189033,2.7927701473236084,0.70368105,1280,-0.023820190822990576,-0.001084453848574146,1.7797673710296145,0.012086307037021229,0.0,0.29818502889703724,-0.18977158,-2.3,7.387357987348407e-06,-7.21330651607361,5.0625,2.9317746,-1.4210854715202004e-17,-0.3327206661304328,5.413843988654354e-06,0.9991147947704766,0.0061354716,1000
-2.930610418319702,0.42550608418487684,1.0,-0.035794300627240885,-0.010784843041095882,2.9594171047210693,0.70685303,1300,-0.023627274645534713,-0.0018942071332877278,2.062310078215466,0.010796943412715348,0.0,0.3212018061528456,-0.19042781,-2.65,1.2113298654236994e-05,-5.805498369854847,3.375,2.9123502,0.0,-0.29838209803423926,1.0083992052680006e-05,0.9992522386741287,0.001173979,1000
-3.2675821781158447,0.41178106181460267,1.0,-0.009413694321856193,-0.026086371847079137,2.455019950866699,0.6914036,1320,-0.02344357163982767,-0.0013058052912913486,2.503262643718817,0.010319844959201041,0.0,0.2971145726748758,-0.1858901,-2.6,9.12637308163721e-06,-6.432159888858964,3.375,2.8855805,-1.0658141036401503e-17,-0.3287740255168301,5.917440275694371e-06,0.9991385638831618,0.0033661246,1000
-3.036975145339966,0.4286444393957177,1.0,0.010585003238974218,-0.005379299798514694,3.9642348289489746,0.7046382,1340,-0.024270849061476064,-0.0013013866441097298,1.9325957152149023,0.012098347653875465,0.0,0.3168094565035937,-0.18972163,-2.55,9.461437228223665e-06,-6.41273069915134,5.0625,2.862841,-1.0658141036401503e-17,-0.30943826196933666,6.772405965092799e-06,0.9991952621549153,0.007832238,1000
