_std_obs,_min_obs,KL,_min_adv,_max_discrew,_mean_act,_MeanReward,PolicyLoss,ExplainedVarOld,_mean_obs,_min_act,_Episode,_max_act,_std_discrew,_std_act,_min_discrew,ValFuncLoss,_std_adv,_lr_multiplier,ExplainedVarNew,Steps,_mean_adv,_mean_discrew,_max_obs,Beta,PolicyEntropy,_max_adv
0.01243491989714189,-1.0700046967971464,0.009599442,-2.2652162209315034,-0.0050000000000000044,-0.07923491979972459,-49.6,-0.016813615,-0.3847188288030463,-0.02327201768769541,-2.0888524055480957,20,2.2668099403381348,0.003991779731034661,0.3876587426541196,-0.2216874429313581,0.003253072768745513,0.9999706541709785,1.0,0.24051995480993493,1000,4.263256414560601e-17,-0.11689433340147687,0.5544029001023193,1.5,3.6632073,2.9600862335379072
0.01492035218518952,-0.5558159741964862,0.005710894,-1.9898937209416865,-0.0050000000000000044,0.03556557576043997,-50.0,-0.0102258995,-0.14119689016290615,0.014299265845411958,-2.067554235458374,40,2.1632657051086426,0.004069059578502995,0.3916296208164199,-0.2216874429313581,0.002716358812568086,0.9999639783779075,1.0,0.33259847104499096,1000,2.1316282072803006e-17,-0.11768397713319553,0.7163149775837693,1.5,3.6490788,3.1713172684165096
0.01697160324439866,-0.5885509429099591,0.0052798493,-1.8275895791999541,-0.0050000000000000044,0.018731874437537044,-49.95,-0.010687906,0.2307494258264945,0.01221062193709471,-2.339047431945801,60,2.1896486282348633,0.004066146415185223,0.3985497588049959,-0.2216874429313581,0.001848332793900386,0.9999615949272883,1.0,0.5484548298599465,1000,-2.1316282072803006e-17,-0.11766905200819554,0.8023946749398593,1.5,3.6397057,2.6501990729548295
0.013772359277857749,-0.6812014118422707,0.008424171,-1.6712920071121249,-0.0050000000000000044,-0.03493689047824591,-49.55,-0.012597956,0.5062450549303514,-0.013284460010591213,-2.2214343547821045,80,2.445507526397705,0.004013996147355804,0.38624357691223743,-0.2216874429313581,0.0011440480402024518,0.9999505918047302,1.0,0.715537010633545,1000,-1.7763568394002505e-17,-0.11725989801378636,0.519096076829301,2.25,3.618132,2.6580598813755767
0.014332958584199602,-0.6051348467594999,0.0035095643,-1.7769117990028986,-0.0050000000000000044,0.025326536966487765,-49.3,-0.00620752,0.6828299461515188,0.0068747927230511235,-2.4728829860687256,100,2.5116593837738037,0.0039571239928987275,0.3828678316013359,-0.2216874429313581,0.0006456798293434524,0.999939696772387,1.0,0.8368361495597147,1000,-1.4210854715202004e-17,-0.11677499601509488,0.5984872237852004,2.25,3.6138284,3.1731751985358185
0.017693621900396212,-0.6282506803738311,0.0063175345,-1.7995086934221642,-0.0050000000000000044,0.05303768366697477,-49.6,-0.012764326,0.8563741703179908,0.012927507010701547,-2.1048877239227295,120,3.109593629837036,0.004037555229023213,0.40337955136562104,-0.2216874429313581,0.000227246790201829,0.9999031845602059,1.0,0.9441029357955414,1000,5.329070518200751e-17,-0.11750103708418672,0.7022486465619899,3.375,3.6141925,4.061042506797552
0.01589582133538026,-0.7643698409164948,0.0021935846,-2.1948353698477887,-0.0050000000000000044,-0.0326801158048911,-50.0,-0.006501579,0.8958191168591335,-0.006560483045368979,-2.509483814239502,140,2.026426076889038,0.004069059578502995,0.3836584936857316,-0.2216874429313581,0.0001477372495442222,0.999888222053507,1.0,0.9638102656269291,1000,-1.4210854715202004e-17,-0.11768397713319553,0.6140740258623593,3.375,3.6062322,3.3270008785110656
0.02019510253349388,-0.6850444506467327,0.001619814,-3.1694791154224515,-0.0050000000000000044,0.005143280925578438,-49.75,-0.0063665276,0.9619014438070429,0.0008278452974196836,-2.016115665435791,160,2.052074909210205,0.004046770028014329,0.3987367175191206,-0.2216874429313581,6.678404076698837e-05,0.9998125155084622,1.0,0.9850697675337378,1000,-2.842170943040401e-17,-0.11715366604025496,0.7774738107202358,3.375,3.631421,3.9018937604492687
0.01653323803362931,-0.6609080160589254,0.00082012627,-2.228125575018133,-0.0050000000000000044,8.943885355256498e-05,-49.05,-0.0033911401,0.9739299871789471,-0.003643787424193324,-2.5959084033966064,180,2.1927261352539062,0.003933427541042592,0.4066565677805638,-0.2216874429313581,7.375960552149194e-05,0.9997686301983094,1.0,0.9812880489306167,1000,-7.105427357601002e-18,-0.1163861527294541,0.7019875362608438,2.25,3.6249285,5.770526589079236
0.013969466887660901,-0.6005251200243489,0.0038501103,-3.052835404155495,-0.0050000000000000044,-0.004452619454124942,-49.45,-0.010140874,0.9909790676142397,-0.006636780796177871,-2.3456618785858154,200,2.0842809677124023,0.00400724845121927,0.3815425811311965,-0.2216874429313581,2.7590202275876453e-05,0.9996273154714718,1.0,0.9931892719061077,1000,7.105427357601002e-18,-0.11719431239041285,0.7094401886304206,2.25,3.630906,6.833012960425105
0.01673230871602025,-0.6751952490666447,0.004460262,-3.185488117753592,-0.0050000000000000044,-0.00117465203764732,-49.7,-0.010890083,0.992737037915551,-0.0033258908695020088,-2.2822017669677734,220,2.2459661960601807,0.004019598720321256,0.41329674586532933,-0.2216874429313581,2.5675163492387194e-05,0.9995887114195123,1.0,0.9937145140605463,1000,-1.4210854715202004e-17,-0.11716460077121457,0.6305375186998912,2.25,3.6627884,3.4520331770915837
0.018249408106083706,-0.799076590831571,0.0028781414,-3.2515798275432166,-0.0050000000000000044,0.02662116881494876,-49.6,-0.0057439064,0.9891519431787889,0.01197456690951227,-2.3410651683807373,240,2.631275177001953,0.003992137318711449,0.4203574911500947,-0.2216874429313581,3.7104948458371726e-05,0.9996588785539443,1.0,0.9907107048234256,1000,7.105427357601002e-18,-0.11689899250116088,0.7710794709171669,2.25,3.6716113,4.642695417101101
0.01701575197077745,-0.5363524763841379,0.0025646647,-1.725044568667331,-0.0050000000000000044,0.03268002671957947,-49.65,-0.0075194896,0.9900975621260453,0.006158495470414871,-2.1068124771118164,260,2.3830697536468506,0.004008456276340547,0.4086565940635153,-0.2216874429313581,3.246024872620723e-05,0.9996491813962857,1.0,0.9919651827402802,1000,7.105427357601002e-18,-0.11717728619956463,0.7345200041999874,2.25,3.6524272,5.71250689398032
0.014430454144229889,-0.6873302428971176,0.0035260106,-2.0913564033902463,-0.0050000000000000044,0.03278925453941338,-49.4,-0.0082231555,0.9934119750665138,0.0073957884279023285,-2.259779453277588,280,2.324584722518921,0.0040138059654551035,0.3966462687147339,-0.2216874429313581,2.3705630888611986e-05,0.9995915701041856,1.0,0.9941082285452503,1000,-3.552713678800501e-18,-0.11734390544543828,0.6345164975680518,2.25,3.6391602,7.662161728615752
