_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,TotalLoss,PolicyEntropy,KL,Beta,_lr_multiplier
-50.0,750,-0.022573534547588037,-0.7023196091427472,0.6104691621332138,0.022987040098438223,-0.11018058956367895,-2.5939319133758545,2.6649608612060547,0.47267859674226576,4.736951571734001e-18,-2.7402350349343796,4.678277764098114,0.9996197211979738,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,270,-0.19558422087775337,3.7510045,0.006677002,3.375,1.0
-49.86666666666667,750,-0.016678295358477934,-0.7794743264673535,0.7345583453674472,0.02344920879000588,-0.14791453507635743,-2.6669113636016846,2.43966007232666,0.471394471751429,-9.473903143468002e-18,-3.6393790948955704,2.446728847219738,0.9996919466729222,-0.11710848129736909,-0.2216874429313581,-0.004950125000000005,0.004074864715283594,285,-0.1967176055891249,3.7616043,0.0016255019,3.375,1.0
-50.0,750,0.006375357087530767,-0.6639711256103878,0.7354996632793975,0.02290796452361953,0.00022227211249992252,-2.3030335903167725,2.6368281841278076,0.48928176207659585,-1.8947806286936004e-17,-2.7892358921177833,4.82839436988132,0.9995752302045816,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,300,-0.1945233726509942,3.7675602,0.0023758968,3.375,1.0
-49.666666666666664,750,0.012047343837040118,-0.5559078830632019,0.6516049021204903,0.019151219284048362,0.032018874888618785,-2.5357792377471924,2.354322910308838,0.46783873977621093,7.105427357601002e-18,-2.246345355186214,6.723151307330404,0.9995201290454967,-0.11738370751072602,-0.2216874429313581,-0.0050000000000000044,0.004031234789261416,315,-0.1957212066760593,3.7618837,0.0029100894,3.375,1.0
-49.8,750,-0.008183246143651188,-0.6210428056800902,0.5563887516801325,0.020307186064042214,-0.05617845253708462,-2.3086957931518555,2.3739376068115234,0.46801059317379345,3.789561257387201e-17,-3.7724789819400892,3.5783856802269134,0.9995951507372768,-0.11734512122999984,-0.2216874429313581,-0.0050000000000000044,0.004026347378198091,330,-0.1957024002125528,3.7621171,0.0024867684,3.375,1.0
-49.93333333333333,750,-0.025608302088429458,-0.7138504588082191,0.6565312528336356,0.025295515994811456,-0.1279727094921594,-2.4889891147613525,2.1824519634246826,0.4966988893332804,-1.8947806286936004e-17,-3.0895905979349774,3.0966163193028935,0.9996061930744997,-0.117568943647879,-0.2216874429313581,-0.0050000000000000044,0.0040536540802597505,345,-0.19580867767588298,3.784363,0.0032103637,3.375,1.0
-49.266666666666666,750,0.017257023649131436,-0.8522657342938341,0.7343869001147092,0.025948077559266577,0.07006095413056512,-2.3280200958251953,2.4635560512542725,0.5076916476097175,0.0,-3.5419646893827905,7.617411969350507,0.9997120301413532,-0.1171038340305468,-0.2216874429313581,-0.0050000000000000044,0.003991485957666247,360,-0.19475332260047065,3.784019,0.0015225738,3.375,1.0
-50.0,750,0.002599687580269896,-0.6308356896810753,0.72378307113866,0.01906698227114741,0.03639225894771516,-2.495687961578369,2.485785961151123,0.48114928611926194,9.473903143468002e-18,-3.1148762384870357,3.334861087163992,0.9995065854842253,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,375,-0.19521833419863382,3.7892454,0.0037612256,3.375,1.0
-50.0,750,0.007310489995190446,-0.6771905297393521,0.6552980372211924,0.019711382882101225,0.02947358473824958,-2.289233684539795,3.0224666595458984,0.48672535152739804,1.4210854715202004e-17,-2.8275957243911836,3.7208854073053406,0.9994636712323862,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,390,-0.1954590225253635,3.7963152,0.0016044073,3.375,1.0
-50.0,750,0.011811148827141566,-0.7336062016753739,0.7121391221030328,0.02402360319844296,-0.03523202081024647,-2.741851329803467,2.46284818649292,0.47748823034754806,2.3684757858670005e-18,-3.1222259132372976,6.133692792508055,0.999462779958281,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,405,-0.19470014572228325,3.7758625,0.0014627711,2.25,1.0
-49.666666666666664,750,-0.011188839844017326,-0.7185645031486554,0.7250014491644169,0.023849900405070394,-0.11192938002105803,-2.6425304412841797,2.5008859634399414,0.4839112636888609,-2.842170943040401e-17,-3.063883583827206,7.024293542057455,0.9995602555399246,-0.11758464130485803,-0.2216874429313581,-0.0050000000000000044,0.004051235397834038,420,-0.19540615082761978,3.7808309,0.00738024,3.375,1.0
-49.6,750,-0.005423072260437453,-0.8327318320844017,0.6495829067456221,0.025409958543818556,-0.0444284602238331,-2.5447354316711426,2.1832919120788574,0.5284335884763873,0.0,-2.3426619132738526,5.523677565596693,0.9995079911923815,-0.11750583217974571,-0.2216874429313581,-0.0050000000000000044,0.004037723605909918,435,-0.19376167295540703,3.7912672,0.0014235277,2.25,1.0
-49.4,750,-0.016423936470616986,-0.6918451605167296,0.6492956147744521,0.020653360237777432,-0.07801379802559193,-2.6050329208374023,2.223273992538452,0.503408276613782,9.473903143468002e-18,-2.218076650538592,8.903572997135466,0.9995747536797641,-0.11742045145088911,-0.2216874429313581,-0.0050000000000000044,0.004025871016441112,450,-0.1943278122007582,3.7837033,0.004089971,2.25,1.0
-50.0,750,-0.003043802726388627,-0.6126343940165447,0.6797782779890466,0.02287939435853231,-0.027688891235118113,-2.657820701599121,3.1456055641174316,0.5289282151219117,-9.473903143468002e-18,-3.1541914009296277,3.8946519093942644,0.9993644497722465,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,465,-0.1945131301871406,3.7789474,0.0040655867,2.25,1.0
-50.0,750,-0.010233910642866226,-0.5942450711172922,0.671005134355261,0.023084328216734198,-0.04132099498901516,-2.4119508266448975,2.3497464656829834,0.5057025075306973,-4.736951571734001e-18,-3.31187645294085,3.5250170975178063,0.9993718713782191,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,480,-0.1942962265008291,3.7811108,0.0031411839,2.25,1.0
-50.0,750,-0.015405613994095468,-0.6608317829621971,0.6343447176504075,0.026121124120346666,-0.03917836142932841,-2.3697586059570312,2.3966383934020996,0.5813676093007927,-3.315866100213801e-17,-2.58019753095666,3.6091773131935825,0.9993560509633815,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,495,-0.19419288634406195,3.7740302,0.006857973,3.375,1.0
-49.4,750,-0.007269976527052599,-0.6926854970810363,0.6885103558364102,0.023995994854702607,-0.059741949222205826,-2.4512510299682617,2.644707202911377,0.5050573231876299,0.0,-2.2584199462100525,6.259940473142011,0.9996425574857031,-0.1168235472015192,-0.2216874429313581,-0.0050000000000000044,0.003967206905279495,510,-0.19431755063925849,3.775317,0.0030228952,3.375,1.0
-49.733333333333334,750,0.01395114317716039,-0.6145241159724855,0.6574648675885808,0.01907273091718612,0.015840899959827463,-2.334235191345215,2.270045042037964,0.4845187647913632,3.789561257387201e-17,-2.0295596616667755,5.3424888810335185,0.9994727688591103,-0.11748110013722722,-0.2216874429313581,-0.0050000000000000044,0.004036177265675855,525,-0.19376367571851943,3.7887306,0.0030551774,3.375,1.0
-49.06666666666667,750,0.008621680228007187,-0.8477716209360714,0.6705154923668248,0.024424978836585766,-0.05817193065863103,-2.5899429321289062,2.3290812969207764,0.49505911470614544,-9.473903143468002e-18,-1.4881163683816128,7.892778362392871,0.9997423739848459,-0.11660778656404427,-0.2216874429313581,-0.0050000000000000044,0.003956236233526686,540,-0.19389049530156455,3.7988918,0.00059408444,2.25,1.0
-49.86666666666667,750,0.001271480938330498,-0.6712259167117286,0.6400252879760558,0.025558481233121766,0.03536802227050066,-2.8770973682403564,2.637159824371338,0.549768515569658,-4.736951571734001e-18,-3.1322278265016092,3.881017222372912,0.9994460050080222,-0.11762450813819138,-0.2216874429313581,-0.0050000000000000044,0.004058076592745362,555,-0.19316198348532784,3.8093772,0.0034702625,2.25,1.0
-50.0,750,-0.0014041580119634317,-0.7647717816172244,0.5999993019665898,0.025047011728111673,0.0014981315595408282,-2.4805281162261963,2.450490951538086,0.5691124031621444,3.907985046680551e-17,-6.288171041396784,3.4077439176315276,0.9995246066437293,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,570,-0.19325508118693036,3.8115366,0.0062676673,3.375,1.0
-49.733333333333334,750,-0.012923472237773258,-0.7693807949710497,0.6558174622079253,0.02437412251735369,-0.11444479376108696,-2.5670485496520996,2.317133665084839,0.546855547655274,-4.736951571734001e-18,-2.707406078223575,3.90025450808287,0.9994989849664508,-0.11754843242433469,-0.2216874429313581,-0.0050000000000000044,0.004048902834214471,585,-0.19333930967966714,3.8154674,0.0016784077,3.375,1.0
-49.53333333333333,750,0.01017572503273134,-0.8401455189241998,0.5576396500156751,0.024840218560646745,0.012347358201630413,-2.7492432594299316,2.4107344150543213,0.5301730341531933,-1.8947806286936004e-17,-1.9317788769460194,5.855488543502184,0.9996399953574506,-0.11735621904036087,-0.2216874429313581,-0.0050000000000000044,0.004016650195194584,600,-0.19359149930826822,3.8207755,0.0022883704,3.375,1.0
-49.266666666666666,750,0.012966553415301195,-0.6405715929326663,0.6321450064051722,0.019785336222331192,-0.005113463517278433,-2.9530067443847656,2.3246777057647705,0.5024145597406432,-1.8947806286936004e-17,-1.6323889363723099,3.6164812723851454,0.9995879219678797,-0.11629621250849494,-0.2216874429313581,-0.0050000000000000044,0.003933100766081739,615,-0.19334548950682745,3.8207414,0.0018972333,3.375,1.0
-49.666666666666664,750,-0.0021719205506040063,-0.5948708946187505,0.573448508716383,0.016367903345731166,-0.02427600758181264,-2.66837477684021,2.3349039554595947,0.4950415708595375,-9.473903143468002e-18,-1.942914236036696,6.191489908397015,0.9995120801632841,-0.11732649951777013,-0.2216874429313581,-0.0050000000000000044,0.004017232375101589,630,-0.19306047439405655,3.8256447,0.0013704567,2.25,1.0
-50.0,750,0.005670186962551983,-0.6208361529754359,0.608407801472505,0.021013734824258133,0.039247612491327646,-2.670877456665039,2.3932933807373047,0.5151554797762103,1.4210854715202004e-17,-3.3195748315346854,3.0686158295558057,0.9993407546863801,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,645,-0.19328201293860542,3.8381767,0.005460402,2.25,1.0
-50.0,750,-0.002945837734298598,-0.6240783945134571,0.563836379123601,0.02144264467494998,-0.03307620591344312,-3.0041959285736084,2.7293219566345215,0.572185499555989,-2.3684757858670008e-17,-3.033809285316236,3.0603082470054686,0.9994173971743731,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,660,-0.1930202484105428,3.8478398,0.0022850123,2.25,1.0
-50.0,750,-0.029830311058661043,-0.9069066728471749,0.5422125080965419,0.02226172602212332,-0.15732241090325016,-2.5463948249816895,2.404266595840454,0.5347202667157368,1.8947806286936004e-17,-2.365803407497661,4.059687391671165,0.9993783742455338,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,675,-0.19308124540371366,3.861127,0.0059198965,2.25,1.0
-48.333333333333336,750,-0.02292510849071161,-0.8931477815176038,0.5961935012375245,0.02364554520419035,-0.06897472262692948,-3.45645809173584,2.664048910140991,0.5909864769641933,-3.789561257387201e-17,-1.6829703922233767,5.789316683979888,0.999810046416292,-0.11481102190077822,-0.2216874429313581,-0.0050000000000000044,0.0039048327916327897,690,-0.1929594611966875,3.8978422,0.0030243355,2.25,1.0
-50.0,750,-0.013929517842705812,-0.7597368086900321,0.6120477087118236,0.02247784942261318,-0.049473408758640286,-2.4798789024353027,2.495415210723877,0.5861769769952347,2.3684757858670005e-18,-1.948256895296517,3.665849344125609,0.9994202680469961,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,705,-0.19279262542215983,3.9195392,0.0032555389,2.25,1.0
-49.86666666666667,750,-0.016914645119646868,-0.6465354079202518,0.5177426187624657,0.01620643019286347,-0.09620419235341252,-2.8130292892456055,2.337754964828491,0.5474779400982122,9.473903143468002e-18,-2.5847040564536954,3.9760267992264127,0.9993442945310039,-0.11761147214983307,-0.2216874429313581,-0.0050000000000000044,0.0040559601226536155,720,-0.19244636534415352,3.927894,0.0049293507,2.25,1.0
-49.86666666666667,750,-0.004034136410087471,-0.6081414075061504,0.6289750751251356,0.020401040883427705,-0.00039714659191668035,-2.5172109603881836,2.5865185260772705,0.5723083924280891,2.3684757858670005e-18,-2.405821836650698,4.966743291110095,0.9993347487770279,-0.11766401046652887,-0.2216874429313581,-0.0050000000000000044,0.00406512412384604,735,-0.19227334975645277,3.9358478,0.004447017,2.25,1.0
-49.666666666666664,750,0.012399429812084067,-0.6086632823526288,0.6565508776892772,0.020893575560241844,0.00019199632418652376,-2.5488643646240234,2.549696207046509,0.557905434342554,1.4210854715202004e-17,-3.037200285555118,6.577320399584412,0.9995301072971798,-0.11750642373701296,-0.2216874429313581,-0.0050000000000000044,0.004039285836066393,750,-0.19247924806329939,3.9415936,0.0032571882,2.25,1.0
-49.666666666666664,750,0.003671064567384982,-0.7396119995484214,0.5815356324758315,0.024383562510403477,0.036723427228008705,-3.0359833240509033,2.4605607986450195,0.5849106484352536,-2.842170943040401e-17,-3.409576501446722,4.888862750699213,0.9994286948262553,-0.11746211025418886,-0.2216874429313581,-0.0050000000000000044,0.004032453618371468,765,-0.19205179213629828,3.9452605,0.0028216944,2.25,1.0
-49.93333333333333,750,-0.019364602485730478,-0.6519652786550532,0.5110103845725864,0.020623707649357868,-0.15703057695676884,-2.7514877319335938,2.3370542526245117,0.5826036526759115,3.789561257387201e-17,-3.5145986233506306,4.109387722964459,0.9993840395802506,-0.11743085363694951,-0.2216874429313581,-0.0050000000000000044,0.004062553989933509,780,-0.1922491073290507,3.925964,0.001918266,2.25,1.0
-50.0,750,-0.02452237298413824,-0.7928426386858928,0.5768024101222481,0.028294928126045837,-0.08727748564925665,-2.8280630111694336,2.5144143104553223,0.6337203218049798,4.736951571734001e-18,-4.784909229406608,4.21740154034352,0.9994303028135649,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,795,-0.1916687011680603,3.889217,0.0064655533,3.375,1.0
-49.46666666666667,750,0.0033597149016929653,-0.6204861423224846,0.5685983470002103,0.020100945227941383,0.03895420926747223,-2.453925132751465,2.814606189727783,0.5844078645804798,-2.842170943040401e-17,-1.6773060912128457,6.019093312076853,0.9996030318299532,-0.11746616385057489,-0.2216874429313581,-0.0050000000000000044,0.004030574397864443,810,-0.19197612762027316,3.878542,0.0022732203,3.375,1.0
-49.733333333333334,750,-0.010394286079766646,-0.5888495204759376,0.5589098799614836,0.01781454662615419,-0.029788966771525642,-2.556992530822754,2.443129539489746,0.5743544356928927,-1.8947806286936004e-17,-2.519651921183153,4.892473199186904,0.9994653220741343,-0.11725180841622679,-0.2216874429313581,-0.0050000000000000044,0.004019587957843916,825,-0.19190536497328017,3.8928711,0.0020030476,3.375,1.0
-49.8,750,-0.04678057988485319,-0.7243533712484493,0.5307201590032251,0.019339471073160613,-0.17530607855537286,-2.5649361610412598,2.451770305633545,0.5631008530368238,7.105427357601002e-18,-2.4803594718029047,4.487708335627953,0.9994671030368905,-0.11763094296736222,-0.2216874429313581,-0.0050000000000000044,0.00405908701945956,840,-0.19174604415639243,3.889298,0.0010257858,2.25,1.0
-50.0,750,-0.004158168719341339,-0.5978274884844551,0.5665697089169408,0.021850017502179325,0.01951335333928,-2.763578414916992,2.806379795074463,0.5988336726887064,-9.473903143468002e-18,-1.9775032625605489,4.103761063364174,0.9995090130771861,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,855,-0.19166748046451146,3.8924532,0.0023631637,2.25,1.0
-49.333333333333336,750,0.00114573014337902,-0.7799696206129061,0.596565021748533,0.021197210600604345,-0.008280018930633863,-2.5239644050598145,2.7662904262542725,0.5490703319335215,-1.8947806286936004e-17,-1.6238006211080078,5.953357675831742,0.9996978156819862,-0.11626064530503029,-0.2216874429313581,-0.0050000000000000044,0.0039641037805406695,870,-0.19098505019632975,3.893911,0.005777711,2.25,1.0
-48.4,750,-0.002300451735227204,-0.6174821112422233,0.5497517150235892,0.020078169469891636,-0.0355151392078648,-2.6319103240966797,2.6039798259735107,0.5904765171287284,-1.8947806286936004e-17,-1.7392636920793942,5.617403087616303,0.9996561449447817,-0.11626789953997278,-0.2216874429313581,-0.0050000000000000044,0.00386660614051165,885,-0.19088886260414126,3.8912802,0.0035345182,2.25,1.0
-50.0,750,-0.014713001742611394,-0.6298021352317706,0.5425637521447082,0.020182039374639672,-0.1343041333759514,-2.559171676635742,2.634725570678711,0.5683145193007266,-5.329070518200751e-17,-2.8671386726381383,3.7669179189748325,0.9993010380903512,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,900,-0.19112529755147298,3.8926437,0.0030074513,2.25,1.0
-49.53333333333333,750,0.002092187176370486,-0.759684311338951,0.5775929097869213,0.0267580692325722,0.004038634309467549,-2.906437397003174,2.9757862091064453,0.6530472621832452,-2.842170943040401e-17,-1.7578889838245921,5.154332434517549,0.9994400349655054,-0.11713465164188047,-0.2216874429313581,-0.0050000000000000044,0.004010250575527553,915,-0.19090482712173462,3.897138,0.0072393753,3.375,1.0
-49.8,750,0.0006283524040430502,-0.5855876817682532,0.5902338218663683,0.0228879723247628,-0.07066543637185047,-3.3634157180786133,3.5399417877197266,0.625055694902353,-7.105427357601002e-18,-2.1534996813807887,3.8144296990240476,0.9994373260545604,-0.11740090214836447,-0.2216874429313581,-0.0050000000000000044,0.004028653590746629,930,-0.1910306739747789,3.8905058,0.0019091812,3.375,1.0
-49.86666666666667,750,0.030791735653859485,-0.6262383860581405,0.5661449213945244,0.019020610488087362,0.03908178977388889,-2.355661630630493,2.5503392219543457,0.5669392564005291,-1.4210854715202004e-17,-2.5282460578549184,4.092860132294341,0.9992785076834401,-0.11762450813819138,-0.2216874429313581,-0.0050000000000000044,0.004058076592745362,945,-0.19086532593599956,3.8888102,0.001917229,3.375,1.0
-49.93333333333333,750,-0.00039448138472253765,-0.6144578251407109,0.6266645230411756,0.021057704866966925,-0.07072547398631772,-2.6490848064422607,2.5080878734588623,0.5949712607739732,1.4210854715202004e-17,-3.4017784159090185,3.3058669844101702,0.9993517305395362,-0.11765097547069138,-0.2216874429313581,-0.0050000000000000044,0.004062878791611039,960,-0.1905910110359192,3.8713164,0.0011998819,2.25,1.0
-50.0,750,0.010297487304337497,-0.585483187737314,0.5859900677020821,0.016746797870536182,0.010621470505216469,-2.520080804824829,2.7934319972991943,0.5715507638536854,-2.842170943040401e-17,-3.5182498635303703,3.6563642221771158,0.9991807201667058,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,975,-0.19040500639851887,3.8728611,0.0046999743,2.25,1.0
-49.46666666666667,750,-0.03539668440277927,-0.8717883371182574,0.5762147758465661,0.025115318799600966,-0.17488645569844327,-2.4703927040100098,2.6856064796447754,0.5888315862225855,1.8947806286936004e-17,-2.4312083673525353,5.658702310396152,0.9996527700447271,-0.11681659076705544,-0.2216874429313581,-0.0050000000000000044,0.0039782793441691345,990,-0.1905737114180989,3.8838477,0.0040686573,2.25,1.0
-49.266666666666666,750,-0.019078334305467876,-0.704592836025119,0.5446517572979704,0.021979417219053166,-0.09219373301292459,-2.615781307220459,2.503471851348877,0.6190084691115751,-4.736951571734001e-18,-1.1786898042973855,9.620662176659863,0.9995120215237083,-0.1171450966279394,-0.2216874429313581,-0.0050000000000000044,0.0039903153412235845,1005,-0.19040884017562867,3.8806357,0.0014157213,1.5,1.0
-49.86666666666667,750,-0.014754085213476374,-0.8146097481575769,0.5031982405450294,0.020491323152343668,-0.08957754312238346,-2.9155850410461426,2.4066295623779297,0.5462507889519674,-4.736951571734001e-18,-1.9410831215590951,3.2528189886171157,0.999836263190574,-0.11758565991681398,-0.2216874429313581,-0.0050000000000000044,0.004051742514064995,1020,-0.19013900756073,3.8908777,0.008411939,2.25,1.0
-50.0,750,0.0020871094099808047,-0.7109209224926043,0.5732396951244381,0.022733131450199586,-0.020111073745725055,-2.8623852729797363,2.9948103427886963,0.5729766408565321,3.789561257387201e-17,-3.619633800210462,3.0792074480807483,0.9997267079714717,-0.11768397713319555,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,1035,-0.18996686937247384,3.9096508,0.0026529804,2.25,1.0
-49.8,750,-0.013969836645687678,-0.884246964281456,0.5544156001239122,0.025910342512095147,-0.06011851409667482,-2.8034863471984863,2.641331911087036,0.6220794245729199,2.3684757858670008e-17,-3.626444224830258,3.7237824454914144,0.9996301993531279,-0.11763094296736222,-0.2216874429313581,-0.0050000000000000044,0.004058955346134561,1050,-0.19014419554747478,3.9117618,0.0023097454,2.25,1.0
