_lr_multiplier,_mean_obs,_mean_act,_max_discrew,Steps,_mean_discrew,_mean_adv,_min_discrew,_max_obs,_std_obs,_min_adv,PolicyEntropy,_min_act,_min_obs,BaselineLoss,_std_discrew,TotalLoss,Beta,_std_act,_Episode,_std_adv,_max_act,KL,_max_adv,_MeanReward,CriticLoss
1.0,-0.021520551834112778,-0.0325585986560133,-0.0050000000000000044,750,-0.11482278060321362,0.0,-0.2216874429313581,0.36400210554775586,0.012453367650850927,-1.3674803256334704,3.6918025,-2.468982696533203,-0.5997453911482997,0.00010176001581187067,0.0038384072416479953,-0.19710345459959244,2.25,0.38508122707520914,165,0.9997725878465523,2.0302138328552246,0.0013589112,4.850244068424221,-48.333333333333336,0.6904629
1.0,-0.009450996860430144,-0.025825836202284944,-0.0050000000000000044,750,-0.11647339909214274,1.8947806286936004e-17,-0.2216874429313581,0.4913581699696841,0.013948987851831402,-2.5988483342379993,3.6853015,-2.0378308296203613,-0.5186900965246241,3.897293615755673e-05,0.003982446197730974,-0.19669783936638302,2.25,0.39167664647465744,180,0.9996487078111883,2.614309549331665,0.0048887385,5.671102803948977,-49.333333333333336,0.69600016
1.0,-0.006474394998336281,-0.011754370404407383,-0.0047555506523288636,750,-0.11224101206363783,9.473903143468002e-18,-0.2216874429313581,0.5951911861171322,0.011547531570368044,-1.290619019691193,3.6793442,-2.0515694618225098,-0.39555810431388966,0.00021489637074089115,0.004094691080625165,-0.19619493410057492,2.25,0.36707503626428056,195,0.9998510916129959,2.3014168739318848,0.0024252879,4.1956864365459285,-48.266666666666666,0.7008252
1.0,0.005902342435898957,0.009574000881363948,-0.0050000000000000044,750,-0.11453789717727639,3.789561257387201e-17,-0.2216874429313581,0.6057590571268431,0.012870561148760602,-1.46429817028816,3.7110693,-2.2540180683135986,-0.5931860581467144,0.00015578349394579542,0.003979706959757005,-0.1963057494623396,2.25,0.3993990915135187,210,0.9997965985661398,2.627119541168213,0.0028040672,4.909993815365324,-48.86666666666667,0.70512015
1.0,-0.001308886985240971,0.0016255829702907553,-0.0050000000000000044,750,-0.11665310845386254,-9.473903143468002e-18,-0.2216874429313581,0.5190936978949547,0.011666376763642336,-2.17647169782259,3.7458858,-2.5120961666107178,-0.6556969755338194,3.722858113909825e-05,0.003941043624657261,-0.19600195314873592,3.375,0.3905655275169419,225,0.9997502951433347,2.1467838287353516,0.007667693,4.432217446438917,-48.93333333333333,0.70721203
1.0,0.002387596441817536,-0.010797939852656176,-0.0050000000000000044,750,-0.11044552271638379,-1.7053025658242405e-16,-0.2216874429313581,0.583268957948425,0.012999911746889175,-1.8760895945331781,3.7557793,-2.16253399848938,-0.7014631403702636,0.00024509633953389274,0.0038211957356193782,-0.1959002685233752,3.375,0.4107403645416007,240,0.9998504510466351,2.1515378952026367,0.0015663328,4.693900460115805,-47.06666666666667,0.7105743
1.0,0.013670610362489514,0.008377821956761181,-0.0050000000000000044,750,-0.11698413498532233,1.1842378929335003e-16,-0.2216874429313581,0.48948813589209483,0.013278361983386895,-2.5494551193881785,3.768297,-1.8923180103302002,-0.4240349450938995,5.8826522655428684e-05,0.003984696862556242,-0.1957710693333944,2.25,0.3978658202847734,255,0.9996759629825731,2.2586541175842285,0.0014452718,3.537690815585167,-49.333333333333336,0.7126937
1.0,-0.0060551179073342265,-0.0004933407412221034,0.0,750,-0.11323012484176737,9.473903143468002e-18,-0.2216874429313581,0.6366124788607734,0.016258970283545653,-1.9271645455949309,3.7682972,-2.3925094604492188,-0.5009716095383481,0.00010678781547556307,0.003955019738715641,-0.19528414308140013,2.25,0.4014205107942935,270,0.9998099647706401,2.203165054321289,0.0025588607,3.4696333397149774,-48.4,0.71142673
1.0,-0.0011061863809599486,-0.01459545911444972,-0.0050000000000000044,750,-0.1170219948594472,-3.789561257387201e-17,-0.2216874429313581,0.35495665954737615,0.012586670463367299,-3.158954885200375,3.7539272,-2.266268491744995,-0.5284076798237792,2.9106010400955896e-05,0.003999933270719123,-0.1954120361302694,2.25,0.4169038409098166,285,0.9995861883379463,2.180229425430298,0.002422871,5.442152282198289,-49.266666666666666,0.7149636
1.0,0.014386944292326037,0.008563000816541414,-0.0050000000000000044,750,-0.11382639173009909,-1.8947806286936004e-17,-0.2216874429313581,0.796282558163813,0.013010163335619754,-1.4615126589573713,3.7615123,-2.458280086517334,-0.4596046545246415,9.972781495470261e-05,0.0036632354391203823,-0.1952661620876524,2.25,0.41090917627746953,300,0.999768450919412,2.088477373123169,0.0028169286,3.5541907433915845,-47.6,0.7159058
1.0,0.0017273298872429567,0.004820634936137746,0.0,750,-0.1104164193602755,-1.8947806286936004e-17,-0.2216874429313581,0.4679985806346567,0.014827665972183974,-1.5030412359082357,3.7685428,-1.9186222553253174,-0.5732660823742659,0.0001648356316810433,0.0037991981648188094,-0.19464907225820754,2.25,0.41937944467566884,315,0.9998090603261783,2.532118082046509,0.0031010914,3.6011542909827186,-47.13333333333333,0.71284837
1.0,0.001020850450987821,0.004295609363199522,-0.0050000000000000044,750,-0.11299747442709958,2.842170943040401e-17,-0.2216874429313581,0.548260256145071,0.016260250382691594,-1.4622549558311886,3.7591908,-2.003054618835449,-0.5582767183037038,0.00010800030004432293,0.00363404068802267,-0.19485449218453302,2.25,0.4123636032639877,330,0.9997847613206043,2.36087703704834,0.003570272,4.809236879514955,-47.06666666666667,0.7165111
1.0,-0.005982411825153537,-0.008831411783428241,-0.0050000000000000044,750,-0.10894525264690776,-9.473903143468002e-18,-0.2216874429313581,0.6837141651105713,0.015562381665346844,-1.6938481148239468,3.751864,-2.756228446960449,-0.5768171881052125,0.0001507922297775166,0.003345093892358207,-0.19431840820185345,2.25,0.40587268216151784,345,0.9998085919345622,2.123288869857788,0.002861678,3.7364220116418605,-45.2,0.71358126
1.0,-0.004471511636096325,-0.009608937688171863,-0.0050000000000000044,750,-0.11499980725512655,-5.684341886080802e-17,-0.2216874429313581,0.45927816469600735,0.01466452407904116,-1.6088064142394518,3.739849,-2.3154594898223877,-0.6450173519155328,0.00010439937513035466,0.003858247463728419,-0.19455396726735433,2.25,0.4014646511708403,360,0.999760963518903,2.482409954071045,0.0030301902,4.196115766921511,-48.53333333333333,0.71710646
1.0,0.0017615526256863632,0.007058585637249052,-0.0048762437656093794,750,-0.11057054891616008,-1.8947806286936004e-17,-0.2216874429313581,0.6168087260761324,0.017046027236846614,-1.7908718115758033,3.7389386,-2.115912675857544,-0.5289794192016007,0.0002497273128082684,0.003906377954587619,-0.1940098022715251,2.25,0.4183656583457859,375,0.9998613249334541,2.3860671520233154,0.0016536801,3.1589410708820655,-47.4,0.7139305
1.0,0.0003884430066635441,0.0049242453609282776,-0.0050000000000000044,750,-0.11490810453261167,-1.8947806286936004e-17,-0.2216874429313581,0.46075494587716936,0.014482665414681446,-1.6284073306432696,3.7443774,-2.267326831817627,-0.5170733306471788,9.801133478080163e-05,0.00378215836695839,-0.19437401119901077,2.25,0.41179820133552747,390,0.9997773278089362,2.320828437805176,0.0031153832,4.031074764067203,-47.86666666666667,0.71802354
1.0,0.006095218322626197,0.015120502384379507,-0.0050000000000000044,750,-0.11616700385514957,-3.789561257387201e-17,-0.2216874429313581,0.5799045755942235,0.02015686316752219,-2.414796788649866,3.7595496,-2.1289103031158447,-0.6027064793574384,3.1898744885233754e-05,0.0038926526400015486,-0.19404541014522977,2.25,0.39141885027190604,405,0.9996469869927412,2.109498977661133,0.0030578473,3.161317835598105,-48.8,0.7163822
1.0,0.0265084127898654,0.014666638390005876,-0.0050000000000000044,750,-0.11391349037361698,-4.7369515717340015e-17,-0.2216874429313581,0.7785053775520557,0.013276995588041374,-1.5689579557899778,3.7621493,-2.1492013931274414,-0.5328053513217968,5.28533744367631e-05,0.0037335745201608067,-0.1924494628715515,2.25,0.40178245595378803,420,0.9996834323973368,2.6334586143493652,0.0034083338,4.164018403626941,-48.0,0.7121892
1.0,-0.01875066320684724,-0.013822297448758037,0.0,750,-0.10899708458160429,-7.579122514774402e-17,-0.2216874429313581,0.4675844204305381,0.015184382167886331,-1.2449217526486422,3.7607017,-2.134547233581543,-0.719291242695894,0.00019865516222872682,0.0034755237023112754,-0.19389064941130746,2.25,0.40790770582758246,435,0.9998370949165362,2.3921101093292236,0.0028494815,4.076780471572733,-46.0,0.717666
1.0,-0.0016830721030497888,-0.029247291825246068,-0.0047555506523288636,750,-0.10554542862303959,6.158037043254201e-17,-0.2216874429313581,0.358743140340392,0.012122947311025057,-1.4207168164482578,3.7400265,-2.5136051177978516,-0.5002646652765733,0.00026141047115623496,0.003565410764676899,-0.19123876952234906,2.25,0.39687167257002437,450,0.9998379420363165,2.021258592605591,0.0030184358,3.424141948297844,-45.13333333333333,0.70828587
1.0,0.009944320133538083,-0.012418053276215991,-0.0050000000000000044,750,-0.1074701350151578,3.789561257387201e-17,-0.2216874429313581,0.49842669823343727,0.014541603623437612,-1.268975940999456,3.7263498,-2.1862003803253174,-0.44309450265586786,0.0003268289614514932,0.003400561974169424,-0.19367540283934276,2.25,0.4030913285936913,465,0.9998563385107785,2.2912349700927734,0.0017135588,3.6958193390502814,-45.333333333333336,0.71790916
1.0,-0.03715376012833207,-0.03970539165753871,0.0,750,-0.10853843179416817,1.4210854715202004e-17,-0.2216874429313581,0.4184693199208854,0.011172462349346903,-1.8466408184772847,3.718415,-2.485898494720459,-0.4546471144578427,0.0002014116029057995,0.0035718621946722855,-0.19344371337975397,2.25,0.40793715110324696,480,0.9998477151957754,2.192990303039551,0.00514935,3.129596504098685,-45.6,0.71623653
1.0,-0.02659126668489864,-0.04724765564656506,-0.004900747503125005,750,-0.09873730961033875,-2.842170943040401e-17,-0.2216874429313581,0.38831098485824794,0.012116331400077339,-1.5097508541733862,3.6963673,-2.3342483043670654,-0.44495397813897297,0.0006521546222716642,0.0034971179043382216,-0.19227418213854897,2.25,0.4023910378030625,495,0.999908303636684,2.111738920211792,0.0040247533,3.427883706391256,-42.266666666666666,0.71066695
1.0,0.01200865488950423,-0.0017924213698133826,0.0,750,-0.0997652648629172,-3.789561257387201e-17,-0.2216874429313581,0.4616820705400841,0.014793875535802274,-1.7336807719960132,3.6811981,-2.6691372394561768,-0.5370409999489743,0.0005761821684453448,0.00346789111725337,-0.19289665529717342,2.25,0.392603652944316,510,0.9998951468421442,2.286109685897827,0.004739547,3.2814252697815585,-42.8,0.7127645
1.0,0.0014146353777502569,-0.008540224243576328,-0.004455545278901049,750,-0.10277297495103824,4.7369515717340015e-17,-0.2216874429313581,0.37303447822212493,0.010965508411826195,-1.688461691966583,3.6913927,-2.1615800857543945,-0.4395617847642781,0.0005813108301189601,0.00367954318893734,-0.19231921386549208,2.25,0.3902048597246801,525,0.9998942542108414,1.8716472387313843,0.0050698305,3.691833157865384,-44.06666666666667,0.70855933
1.0,0.012977088056816261,-0.004715765280649066,0.0,750,-0.09700694593460855,0.0,-0.2216874429313581,0.38832921667471043,0.012974430197686971,-1.8319085129818473,3.6807432,-2.5104942321777344,-0.3937599680821898,0.0007255601565956093,0.003187788709681939,-0.1927017822335561,2.25,0.4079003347485715,540,0.9999068790081598,1.9149389266967773,0.003908331,3.8478733802739122,-41.06666666666667,0.71233267
1.0,-0.005628127597871726,-0.007054044325836003,-0.0050000000000000044,750,-0.10044365335244738,-9.473903143468002e-18,-0.2216874429313581,0.3775110958903925,0.010500090362155875,-1.4617759536875254,3.6876073,-2.0684010982513428,-0.3719928758144935,0.0006767412558747627,0.003450834565310946,-0.19219191893778909,2.25,0.39475054930025705,555,0.9998894085728081,2.271165132522583,0.0030708585,2.8412883824317845,-42.86666666666667,0.7086338
1.0,0.0029224903410596634,-0.012954248436105749,0.0,750,-0.08975544443127582,0.0,-0.2216874429313581,0.3209236966498574,0.010981621715587767,-1.6359115472345103,3.6872678,-2.336986541748047,-0.3795593375110005,0.0008927286777171153,0.0034155973953955746,-0.19016081546290717,2.25,0.37819729603456537,570,0.9999114570111416,1.7684929370880127,0.004212971,3.596948009615817,-39.8,0.70441747
1.0,-0.014403524505234406,-0.020908309352428964,-0.004975000000000005,750,-0.10185672766344461,9.473903143468002e-18,-0.2216874429313581,0.43167122267937874,0.014389221827846488,-2.0075586684951525,3.6766105,-2.2995967864990234,-0.430618572188226,0.00033309749320015614,0.0034066970378722845,-0.18956149901241726,2.25,0.41369589257034084,585,0.9998624522947099,2.612645149230957,0.0026236963,3.460989471022992,-43.6,0.70288074
1.0,-0.016686431120083417,-0.018339520221653704,0.0,750,-0.08592387622743838,-4.736951571734001e-18,-0.21693189227902926,0.34639968510048375,0.011766263409577713,-1.7153147031116376,3.6706858,-2.1891748905181885,-0.4307918227231936,0.0006287621783123186,0.0025943300551673305,-0.19151021728812326,2.25,0.3886929676617727,600,0.9999014276961212,1.9735870361328125,0.0045959544,3.3457678020147883,-37.266666666666666,0.71002966
1.0,-0.009155173921200875,-0.018338873704895377,0.0,750,-0.08734994745097062,-1.8947806286936004e-17,-0.2216874429313581,0.40508164645708644,0.012184133780985412,-2.169671557048881,3.6660638,-2.4351515769958496,-0.3424140014661251,0.0006158038939540271,0.003094405228813385,-0.19226500242148506,2.25,0.39354179331792016,615,0.9998995793142689,2.2322349548339844,0.004929626,2.578305352802048,-39.266666666666666,0.7120947
1.0,-0.007927833323968566,-0.026808056516572833,0.0,750,-0.080491736245354,3.789561257387201e-17,-0.20874578218374232,0.3395050104504654,0.011725686440743061,-2.3973738463775605,3.6619735,-2.36440110206604,-0.33472267320135435,0.00035398179560963754,0.002334491285606353,-0.19149801026323107,2.25,0.3962285604171846,630,0.9998639659362399,2.196643352508545,0.004063326,2.80639243728971,-36.2,0.7071341
1.0,-0.014155810286755664,-0.012853848579960565,0.0,750,-0.06964311476025885,-3.789561257387201e-17,-0.19271089830311203,0.2770476477945467,0.00947640300491951,-1.9421034014936727,3.6460276,-2.177532196044922,-0.3446842221679285,0.0006351697434839956,0.001973484397376509,-0.18915122068595888,2.25,0.3738334977465434,645,0.9999052364061695,2.4246208667755127,0.0048066718,2.885697897208197,-30.666666666666668,0.6982538
1.0,-0.003197328232782525,-0.0338946967208758,0.0,750,-0.05042537357364391,0.0,-0.20289970787273817,0.38445154551768107,0.013578726300839974,-2.405434884203354,3.6282482,-2.2826967239379883,-0.3709821842160702,0.0011348287871369657,0.001733187683891527,-0.19164951172510783,2.25,0.39542033844821656,660,0.9999193276377676,2.4666450023651123,0.004336003,2.3425334430037204,-23.733333333333334,0.70821023
1.0,-0.022316611908003468,-0.03097498099754254,0.0,750,-0.06501916108508354,3.789561257387201e-17,-0.20469378234681482,0.3219998719474119,0.011334812419847889,-2.7208583656633993,3.6031806,-2.335329294204712,-0.32287147615810086,0.0006638293867888875,0.001868421311989729,-0.18882930905914308,2.25,0.40849483824499433,675,0.9998930952246213,1.955113410949707,0.0048580654,2.405757505359774,-29.933333333333334,0.6987349
1.0,0.008805836495164757,-0.0019637421164661645,0.0,750,-0.05320353078431141,9.473903143468002e-18,-0.19778815834573332,0.36058839509459495,0.01093399505465524,-3.1716407569528857,3.586464,-2.028613328933716,-0.3656986806228235,0.0008267429802680175,0.001731737654981137,-0.17445245360565187,2.25,0.39242920503125106,690,0.9999064546204399,2.230541229248047,0.0050523267,2.3429801003612427,-24.933333333333334,0.6534704
1.0,-0.0013085747011627672,-0.03387955050605039,0.0,750,-0.05474896882763598,5.684341886080802e-17,-0.19841833040523937,0.3169862166329803,0.012267738382266335,-2.6786881931220696,3.5587745,-2.3525736331939697,-0.43129207591997737,0.0005800705847468441,0.0016225085861563526,-0.18835495605129668,3.375,0.4009982279039148,705,0.9999004145549703,2.1085143089294434,0.0072162086,2.7661397249264628,-25.6,0.70263106
1.0,0.006430522633792282,-0.015737587238196283,0.0,750,-0.053482562934090094,0.0,-0.16751105873071392,0.3796956892499784,0.013325088567430208,-2.9586462262398623,3.5453236,-2.3636717796325684,-0.30522773029452116,0.000638849865611195,0.0016237073610715716,-0.19059095457006828,3.375,0.38618913083593837,720,0.9999035782700896,2.039870500564575,0.002149246,2.5725137145798493,-24.866666666666667,0.7090212
1.0,-0.012528469152506468,-0.004798325374101599,0.0,750,-0.04216627710110391,1.1368683772161603e-16,-0.13668760594279575,0.3076885464689337,0.008509463655850456,-4.242726542001914,3.5304008,-3.11712384223938,-0.2784586188149747,0.00027897378661072736,0.0008352130301008493,-0.19026813963656955,3.375,0.3935951926302431,735,0.9998741531499463,2.6245408058166504,0.0032675772,2.589591959201294,-20.0,0.7031688
1.0,-0.008817014044732731,0.002715600522545477,0.0,750,-0.0524495602308426,1.8947806286936004e-17,-0.17033359902829837,0.36222166075612766,0.01033767381692232,-2.841285152976112,3.5121503,-2.3684089183807373,-0.3523520307898488,0.0006656472155246543,0.0014856520445026295,-0.19034356690618726,3.375,0.3928413563113608,750,0.9998992032488268,2.0474982261657715,0.0040874765,2.245582642336237,-23.733333333333334,0.70288295
1.0,0.00902446979546489,-0.014800238330538075,0.0,750,-0.04275789935096276,9.473903143468003e-17,-0.12785635598056805,0.31032284313192204,0.011581892712617746,-2.652021584915665,3.4853659,-2.7039031982421875,-0.30525018085794337,0.00032708542300000386,0.0007831999462343152,-0.19098892822096084,3.375,0.42465820885208994,765,0.9998753593940239,2.216327428817749,0.0031793902,2.8299191401258104,-20.133333333333333,0.70387036
1.0,-0.003642739321871312,-0.04372961374154935,0.0,750,-0.042592197055749,-5.684341886080802e-17,-0.14176327684583706,0.321514868165582,0.012433638409864646,-2.460708388412094,3.458335,-2.135128974914551,-0.33927834623236863,0.0003270440212739162,0.0010674165630663378,-0.18947575682979162,3.375,0.4051201189834713,780,0.9998703926851819,2.1084320545196533,0.0032276644,2.8800572081111793,-20.333333333333332,0.6991364
1.0,-0.00764294039008894,-0.048393093509444346,0.0,750,-0.029202296403094675,5.684341886080802e-17,-0.11494567273349907,0.2959296881914141,0.009366932250351054,-2.7234016078568635,3.438818,-2.248018264770508,-0.2959734504764859,0.0004472114770673353,0.0004842036919511051,-0.1903995117589103,3.375,0.40416830670998466,795,0.999886701780331,2.284649610519409,0.00430412,2.2620217648380088,-12.866666666666667,0.70139724
1.0,-0.0037223995312321246,-0.038596713875886056,0.0,750,-0.02256419388297417,9.000207986294602e-17,-0.095262620093462,0.31425327314450036,0.010147188893841088,-3.3924948682055995,3.4072123,-2.472698211669922,-0.2995808238837871,0.00027864556340442717,0.0004655867645144231,-0.18942836914613512,3.375,0.3766063695727484,810,0.9998589013613203,2.5014073848724365,0.0022299471,2.2619083284108585,-10.933333333333334,0.6975569
1.0,0.005790265528870107,-0.02400464380485937,0.0,750,-0.02520109100777655,-1.8947806286936004e-17,-0.07606258813774937,0.31929308729721045,0.010562938672875985,-3.1988928434740616,3.381052,-2.102910280227661,-0.3460482030363843,0.0001248016301733128,0.0002791416100329114,-0.18856186524454754,3.375,0.4034453143474961,825,0.9997996037079162,2.1644110679626465,0.0037300114,2.7991442283909973,-11.066666666666666,0.6949134
1.0,0.02198881080236762,-0.001832764284995695,0.0,750,-0.021751417845995893,4.7369515717340015e-17,-0.08967814782797694,0.3484132334586709,0.012336574605189544,-2.449324043218005,3.3744154,-2.724871873855591,-0.2983124074918903,0.0002148781438586828,0.0003514875385091364,-0.18982197267839646,3.375,0.39659953437479933,840,0.9998524471641737,2.4384818077087402,0.0038971312,2.3962506333994518,-10.466666666666667,0.69821715
1.0,0.002037287881262943,0.001397950355273982,0.0,750,-0.02746856840692066,-1.8947806286936004e-17,-0.11485184766935246,0.2977481037801185,0.010045109657140299,-3.98973795167336,3.350179,-2.062072992324829,-0.2690798125780224,0.0001953341382707867,0.0005123155509558642,-0.1901804687520663,3.375,0.40834564741157287,855,0.9998469631749025,2.1372272968292236,0.0046856897,2.4020980580722697,-13.466666666666667,0.6989737
1.0,-0.005782438333635807,-0.030165678252000363,0.0,750,-0.016174085304309523,0.0,-0.06924925619291165,0.31855155674239855,0.010723741979154265,-3.63367035205668,3.341633,-2.581641435623169,-0.29653087214576723,0.00021016617751658565,0.0001764195186175522,-0.1902815917599996,3.375,0.4175067746771097,870,0.9998338499228533,2.374878406524658,0.0029943814,1.9953867510404122,-8.866666666666667,0.6992262
1.0,-0.005509899376680347,-0.028997763865472127,0.0,750,-0.01922015260610001,-1.8947806286936004e-17,-0.08081614849975649,0.2996744411481021,0.010138250555159272,-3.376885248100327,3.3187737,-2.336935043334961,-0.30047539473947543,0.00017515879441646872,0.00029653953093027366,-0.18930299071460302,3.375,0.39377893891535104,885,0.9998244738569493,2.68900465965271,0.0037595625,2.2097888666151926,-9.4,0.695188
1.0,-0.0014462916363148243,0.0040215562482674915,0.0,750,-0.0163795347719641,0.0,-0.09310353076805998,0.31325688013232567,0.012352066693116342,-3.797441917502215,3.286898,-2.6296238899230957,-0.3189930455362596,0.0002614955432078239,0.0004545760848638371,-0.18522751463418538,3.375,0.4087998002544905,900,0.9998450528916143,2.3522982597351074,0.0028244706,1.8974611767646454,-9.333333333333334,0.68261164
1.0,0.003989766917152289,-0.03286211321444716,0.0,750,-0.01432940456029446,1.8947806286936004e-17,-0.0620056571061699,0.3037111152133648,0.011253640116547529,-3.974995389983848,3.2673347,-2.7696430683135986,-0.27071385657014113,0.00011191009717974547,0.00019629198065886699,-0.18953580326165093,3.375,0.4241689714726611,915,0.9997703234995452,2.242990732192993,0.004809878,1.940167066046597,-7.866666666666666,0.697739
1.0,0.0023657704851035486,-0.03860220094056179,0.0,750,-0.011684488926167205,2.842170943040401e-17,-0.0611599379417597,0.2979931303589889,0.013706416244532608,-3.271797097515867,3.2513802,-2.939614772796631,-0.2841462470412251,0.00015534635646456202,0.00016763528786699992,-0.18698334962124297,3.375,0.42838412601539044,930,0.9998147247781487,3.07426118850708,0.0032915971,1.8144786003203353,-7.933333333333334,0.68833923
1.0,0.002798949410073651,-0.013005287863935034,0.0,750,-0.010533048432816506,7.579122514774402e-17,-0.05767353236602024,0.3263307519854623,0.013117122755511263,-4.092098346295049,3.2306142,-2.57776141166687,-0.28092582328613896,9.612267015938672e-05,0.00013534840652185256,-0.18565178222868178,3.375,0.43524989102755274,945,0.9997331570342795,2.34659743309021,0.0039292504,2.0438462973966365,-7.133333333333334,0.68383706
1.0,-0.002116481566732936,-0.01955752151956161,0.0,750,-0.006942458500091661,0.0,-0.043730900094730046,0.30216568859994347,0.009652982676388065,-4.081254088503326,3.1949887,-2.2737069129943848,-0.25849607285976645,4.2027713790145814e-05,6.274708920601909e-05,-0.18721920164489747,3.375,0.427548385010977,960,0.9996470961242852,2.082939386367798,0.004605438,2.6464277876443125,-5.266666666666667,0.6896741
1.0,-0.011997253553267638,-0.04021996420342475,0.0,750,-0.007459778729931782,0.0,-0.04017752030752319,0.27087653664328526,0.01165261483243464,-3.4463510931586674,3.168263,-2.9344186782836914,-0.2871226224075847,3.985895916514335e-05,7.012524460003753e-05,-0.18551308591641322,3.375,0.44323280084970923,975,0.9996411650162796,2.5591423511505127,0.003595057,2.9597400534926845,-5.066666666666666,0.6836692
