Steps,_Episode,_max_discrew,_std_adv,_max_obs,_mean_discrew,_mean_act,_std_obs,_std_discrew,KL,_max_act,_lr_multiplier,PolicyLoss,_mean_obs,_min_adv,Beta,_MeanReward,_min_act,PolicyEntropy,_min_obs,_max_adv,_std_act,ExplainedVarNew,ValFuncLoss,_mean_adv,ExplainedVarOld,_min_discrew
1000,20,-0.0050000000000000044,0.9999550168321459,1.0063213758930891,-0.1166777945859042,-0.020970151702931615,0.013176280458544899,0.004003605570965718,0.0031863183,2.098527669906616,1.0,-0.01290159,0.05768170546413871,-1.8845876223279052,1.0,-49.5,-2.1952857971191406,3.687601,-0.36463915707853517,3.2048543226820554,0.3748871887063384,0.4493559235316944,0.002241172340694637,0.0,-0.16664569434912013,-0.2216874429313581
1000,40,-0.0050000000000000044,0.9999494274738181,0.5405944573010095,-0.11644960377623599,-0.004052006348094437,0.009994761607204486,0.004006500244947555,0.0015920369,1.9310638904571533,1.0,-0.011146182,0.014504490504713429,-1.7668630399651672,1.0,-49.6,-2.3444747924804688,3.6817334,-0.41813901432457695,4.104939054757449,0.3666757400733012,0.32043505147254125,0.00278883630796767,1.6342482922482304e-16,0.24062904569596777,-0.2216874429313581
1000,60,-0.0050000000000000044,0.9999564502749325,0.7135161185576392,-0.11627723264063881,0.005292415425239596,0.01075443902864319,0.0039597559343291155,0.002152872,2.1841893196105957,1.0,-0.016007071,0.018049607520345564,-1.9475632244539935,1.0,-49.3,-2.293886661529541,3.69579,-0.5112278361253687,2.679034599467213,0.38289264664414074,0.5857648169951956,0.0016576888214305287,7.460698725481052e-17,0.16032689941475375,-0.2216874429313581
1000,80,0.0,0.9999561036458258,0.5419042274280185,-0.11653523154071012,-0.0043101527796243315,0.007681941636352343,0.004034295920337774,0.0015648667,2.175137996673584,1.0,-0.009108281,0.006148804067235963,-1.9273484597568606,1.0,-49.65,-2.4850780963897705,3.709378,-0.3307434986965258,3.4688194827075693,0.3614092968204082,0.7102492681853261,0.0011689568742339485,0.0,0.3795988801135114,-0.2216874429313581
1000,100,0.0,0.9999527891566659,0.6303906363497841,-0.11295568844927883,-0.023161760130897165,0.011671490031921222,0.004063318618706664,0.0024781367,2.6605234146118164,1.0,-0.013264694,0.0035327573970692244,-2.190402283686676,1.0,-48.4,-2.184401750564575,3.6983435,-0.6268548280755868,3.36984404273809,0.3799017155528427,0.7662598887448557,0.000953189999484638,0.0,0.3358575432656743,-0.2216874429313581
1000,120,-0.0050000000000000044,0.9999355829516516,0.7252813065786247,-0.11766412663382053,-0.006878642907133326,0.0130588177045656,0.0040652633286863945,0.003031793,2.383671283721924,1.0,-0.0134718,0.017834939217887476,-2.403337566784164,1.0,-49.95,-2.889457941055298,3.7017896,-0.3651153563876927,4.552138732228678,0.3833010322817262,0.9059885813594125,0.0003823713514650036,0.0,0.6923763187502233,-0.2216874429313581
1000,140,-0.0050000000000000044,0.9999315359316997,0.3920366198101418,-0.11756134935137513,-0.0269672837893595,0.01230808749220888,0.004048324254047383,0.0029554511,2.0708017349243164,1.0,-0.0102297105,-0.006254914283240249,-2.6187612910059337,1.0,-49.85,-2.356306552886963,3.6997013,-0.4822698829123223,3.294512541240354,0.3747884574304825,0.934142030803753,0.0002714222141201099,4.9737991503207014e-17,0.7099847361011453,-0.2216874429313581
1000,160,-0.0050000000000000044,0.999908580362609,0.7282211817720874,-0.1175373314218323,0.0097040817795787,0.016873672278423152,0.004045906063442145,0.0043110144,2.115431308746338,1.0,-0.018838117,0.022961204330215347,-3.3565697420253353,1.0,-49.85,-2.3608429431915283,3.7068584,-0.6782552689246216,3.1646622165337375,0.377486684145546,0.9678017307698032,0.00013531491815324997,2.6645352591003756e-17,0.8342668411129391,-0.2216874429313581
1000,180,0.0,0.999882237178904,0.6052409740550814,-0.11448210596983813,-0.008434295201441273,0.011767171188981365,0.004078804808873788,0.0036017986,2.2217071056365967,1.0,-0.01403157,0.007914568282053233,-3.2473667225247276,1.0,-48.65,-2.2419657707214355,3.7209725,-0.48551167189425953,4.189933518124323,0.3738887314222267,0.9546146686235231,0.00018578743444497587,-1.7763568394002505e-17,0.9009426619487294,-0.2216874429313581
1000,200,-0.0050000000000000044,0.9998683142107189,0.7546500747179653,-0.11558156756779746,-0.019864607175346462,0.015401370981916058,0.00397514163732317,0.0011932263,2.2218446731567383,1.0,-0.009286928,0.011278098285751274,-4.304224402433326,0.6666666666666666,-49.25,-2.27614164352417,3.7287788,-0.61944955980334,3.4316406028125557,0.38054877140953325,0.9694568682015307,0.0001229478966676752,0.0,0.9215996387035852,-0.2216874429313581
1000,220,-0.0050000000000000044,0.9997943420173181,0.7718750178260694,-0.11766905200819554,-0.005843051081174053,0.015364902586369793,0.004066146415185223,0.004174473,2.068875789642334,1.0,-0.016149716,0.015182211569651953,-2.7033396584124714,0.6666666666666666,-49.95,-2.1605825424194336,3.7260485,-0.6260628093665869,4.2413696264874945,0.3793890894355093,0.9884352343056149,4.738201981060447e-05,3.907985046680551e-17,0.9720524606611505,-0.2216874429313581
1000,240,-0.0050000000000000044,0.9998224875279468,0.6681869626336095,-0.11540330363074094,-0.0442800128798699,0.015171850279692874,0.003964087857883435,0.0029502825,2.9407265186309814,1.0,-0.013423877,-0.005571295998860581,-1.7961634975096359,0.6666666666666666,-48.8,-2.454397439956665,3.7243176,-0.762298048219508,5.389311784748537,0.39695774496010733,0.9752432968832556,0.00010525344984285767,-2.1316282072803006e-17,0.9542441940863471,-0.2216874429313581
1000,260,-0.0050000000000000044,0.999803884962207,0.771905938746809,-0.11585651346060592,-0.01603366347984411,0.01488302327296609,0.0038900394040496515,0.0038110116,2.4634909629821777,1.0,-0.013139015,0.008780298865046048,-2.934260300413796,0.6666666666666666,-49.0,-2.1934654712677,3.7248816,-0.6392125256854462,3.7064019253211624,0.3719338470560738,0.9842063365694315,6.415885301311359e-05,-1.4210854715202004e-17,0.9660259582658333,-0.2216874429313581
1000,280,-0.0050000000000000044,0.9998021530867891,0.6784970144444061,-0.11694073377709825,-0.019799072742112914,0.014663010521484774,0.003964770288738691,0.0034211338,2.444483757019043,1.0,-0.020861216,-0.0030085887003311078,-3.3000538411973084,0.6666666666666666,-49.2,-2.3201546669006348,3.7163048,-0.4588943840518365,4.485368276101359,0.39127549254263383,0.9892970270764216,4.243495079307878e-05,-1.0658141036401503e-17,0.9684534812360277,-0.2216874429313581
1000,300,-0.0050000000000000044,0.9997641822366606,0.695556820105112,-0.11684597831178402,-0.015719300292665137,0.013452895728509615,0.003973290793486228,0.004141469,2.3660459518432617,1.0,-0.014155787,0.009331181388272066,-2.4982244138564487,0.6666666666666666,-49.5,-2.05845046043396,3.710916,-0.7786819281301379,4.447515276372939,0.39021221380947685,0.9902209975615662,4.385849389595455e-05,3.552713678800501e-18,0.9783628708317929,-0.2216874429313581
1000,320,-0.0050000000000000044,0.9997305296497159,0.7363601860474082,-0.11625240859316609,0.0046878697968786584,0.017690745436809065,0.004049453961666325,0.0029462061,2.1085855960845947,1.0,-0.00996997,0.008898689980428741,-3.0005907363695647,0.6666666666666666,-49.55,-2.4835903644561768,3.7059631,-0.7775184592275929,4.660644506151398,0.3951084914769297,0.9916763868831646,3.44146938378583e-05,-1.4210854715202004e-17,0.9811810484284565,-0.2216874429313581
1000,340,0.0,0.9997658367961965,0.6590985191847896,-0.11428517220044117,-0.01555347530049039,0.013638801095185392,0.004048019779745125,0.002416562,2.0640957355499268,1.0,-0.010440236,0.00041554816742902454,-2.2979746745477074,0.6666666666666666,-49.05,-2.0965640544891357,3.723917,-0.5954926134722919,3.6813254625635827,0.37244460989341727,0.9868004503354848,6.514754000424734e-05,3.552713678800501e-17,0.9712846515036491,-0.2216874429313581
1000,360,0.0,0.9997681822062523,0.7016074714525279,-0.11664048813444504,-0.002003588497376768,0.01538606710227849,0.0039817694766824474,0.01231488,2.3176097869873047,1.0,-0.021972453,0.004646549527768952,-4.4243584805971645,1.0,-49.3,-2.2707557678222656,3.742338,-0.6271211017665241,3.012304949668363,0.40482870696335055,0.9910802881814533,3.5773789816374776e-05,-2.1316282072803006e-17,0.9726264095219194,-0.2216874429313581
1000,380,0.0,0.9998331762447937,0.6882111553173048,-0.11317036819586576,0.00533554627164267,0.019048969116984713,0.003934536890655642,0.0032629345,2.6754798889160156,1.0,-0.010712598,0.0011482260832259002,-1.880680160215414,1.0,-48.15,-2.4501867294311523,3.74181,-0.7441127441964926,5.7223788112271565,0.41648020858007007,0.9762127921772668,0.00010662197688748621,0.0,0.9403050895924437,-0.2216874429313581
1000,400,-0.0050000000000000044,0.9998185566416297,0.7059950602007324,-0.11625546145630762,0.001094919138820842,0.015769667613537035,0.003928255180728977,0.005751597,2.27740740776062,1.0,-0.01926429,-0.0011267450625488376,-4.045858809263824,1.0,-49.25,-2.874382495880127,3.7487164,-0.5524653075082989,2.738034683306495,0.3999058507142534,0.979591323709926,8.066911202107004e-05,0.0,0.9543633908509139,-0.2216874429313581
