_max_obs,_min_act,_mean_discrew,CriticLoss,PolicyEntropy,_std_obs,_std_adv,_min_adv,BaselineLoss,_max_discrew,_mean_act,_max_adv,_max_act,Steps,_lr_multiplier,_std_discrew,_mean_obs,Beta,_std_act,_mean_adv,NewPolicyLoss,_min_discrew,_min_obs,_MeanReward,KL,_Episode
7.442600009976735,-2.075448751449585,-0.11768397713319553,0.09280336,3.675808,0.09669466868515471,0.9999810016533821,-2.8717506037185685,0.001997904460942699,-0.0050000000000000044,-0.003841395382070914,3.0910268058823256,2.1684298515319824,1000,1.0,0.004069059578502995,-0.013256330243488289,1.5,0.3916264653732328,-3.552713678800501e-18,-0.17025934,-0.2216874429313581,-5.140841530877829,-50.0,0.013964859,20
0.775673098627111,-2.0415806770324707,-0.11768397713319553,0.065837316,3.666858,0.01153018225604091,0.9999695041438127,-2.2650900052030645,0.0021517448553080953,-0.0050000000000000044,0.025370196468080395,2.8471680339528262,2.3496830463409424,1000,1.0,0.004069059578502995,0.0033659355196511234,2.25,0.3699878077634534,0.0,0.055773906,-0.2216874429313581,-1.3489596069863152,-50.0,0.007814422,40
0.6500748258287382,-2.362361192703247,-0.11768397713319553,0.05139423,3.671287,0.011710953523796494,0.9999507905636692,-1.8702616709365798,0.0014983493271762522,-0.0050000000000000044,0.02607852190511767,3.0115843852808717,2.337310552597046,1000,1.0,0.004069059578502995,0.0006466793955271393,2.25,0.38195193160230934,6.039613253960852e-17,-0.023368893,-0.2216874429313581,-0.6491140927635011,-50.0,0.0025774674,60
0.6299884726605126,-2.2419850826263428,-0.11768397713319553,0.11421239,3.679159,0.013873077817882584,0.9999414438157823,-3.0306538004875057,0.000701853456955615,-0.0050000000000000044,0.01035952018899843,2.982421748188824,2.149103879928589,1000,1.0,0.004069059578502995,-0.0032187455251315587,2.25,0.38514080907322645,3.552713678800501e-18,-0.09246906,-0.2216874429313581,-0.6568557326331725,-50.0,0.0054154713,80
2.6983626280408783,-2.115546226501465,-0.11768397713319553,0.034287233,3.684927,0.01545481154011492,0.9999598731287282,-7.818742465427832,0.0003183694184169989,-0.0050000000000000044,0.014449645383749158,1.9879705950921815,2.4635844230651855,1000,1.0,0.004069059578502995,-0.002600790700665481,3.375,0.3733407854435141,-1.509903313490213e-17,-0.04275399,-0.2216874429313581,-2.6230074728032386,-50.0,0.012021637,100
0.5743060903007191,-2.223454475402832,-0.11768397713319553,0.06575778,3.691989,0.016579123901578598,0.9998815050483747,-3.167465305510034,0.00011730492567589451,-0.0050000000000000044,0.0038135920986533166,4.034088916756352,2.353067398071289,1000,1.0,0.004069059578502995,-0.008642879356310983,3.375,0.3864895924294129,-2.842170943040401e-17,-0.04417235,-0.2216874429313581,-0.9324329209315246,-50.0,0.0024693229,120
1.334106062410428,-2.285444974899292,-0.11768397713319553,0.07799214,3.6961813,0.027414743552643533,0.9998997463152787,-5.6573067729692665,0.00015404280741393493,-0.0050000000000000044,0.030093737044837327,5.843015887464047,2.0332818031311035,1000,1.0,0.004069059578502995,0.005377500470448437,5.0625,0.41709146955430004,1.4210854715202004e-17,0.0033833748,-0.2216874429313581,-2.008376151973909,-50.0,0.014001531,140
2.2812264014554984,-2.174896001815796,-0.11768397713319553,0.06605759,3.7047098,0.020695726832337967,0.9998114872070383,-2.7069399122807103,8.527569398039725e-05,-0.0050000000000000044,0.019739478188363135,5.11845894094068,2.2266881465911865,1000,1.0,0.004069059578502995,-0.006185811682084813,5.0625,0.40217894911229635,-1.7763568394002505e-17,-0.0022599713,-0.2216874429313581,-0.8837954580874872,-50.0,0.0018088124,160
0.6549398468122686,-2.09220027923584,-0.11768397713319553,0.02048473,3.6954675,0.014922603573754384,0.999794889014877,-3.4318078596604824,7.414083555707278e-05,-0.0050000000000000044,0.029651890908717178,4.710744082625143,2.391566276550293,1000,1.0,0.004069059578502995,0.005025190599349918,3.375,0.3952584374973364,-2.1316282072803006e-17,-0.03007815,-0.2216874429313581,-0.6527631474425578,-50.0,0.0008061543,180
1.1151336376675638,-2.3122847080230713,-0.11757984777129867,0.046769522,3.695359,0.02012600275955772,0.9998138332942842,-6.056971893712655,7.063765588890614e-05,-0.0050000000000000044,0.04987690278736409,6.4077186552450485,2.1148836612701416,1000,1.0,0.004050989767716038,0.0035686000219279936,5.0625,0.4002104690977685,1.4210854715202004e-17,-0.04862091,-0.2216874429313581,-1.2473395854223936,-49.7,0.013613421,200
