_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,NewPolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,BaselineLoss,CriticLoss
-49.55,1000,0.006769462874367692,-1.0121264083683037,0.5873097035221985,0.013683240184221184,0.002854900570702739,-2.9187958240509033,2.054628372192383,0.37063793713172954,0.0,-1.9162669425267904,2.9805782918195862,0.9999581291597127,-0.11650414467400114,-0.2216874429313581,-0.0050000000000000044,0.004006598036363946,20,-0.004508398,3.7043204,0.012148462,1.5,1.0,0.002122326848674374,0.004747314
-50.0,1000,0.007585966824393101,-0.7255825483925734,0.4375917272170642,0.011043225589734485,0.01823881821593386,-1.8869134187698364,2.1950318813323975,0.37122204920385865,0.0,-1.9907846620682008,3.1857670164799563,0.9999619189754351,-0.11768397713319553,-0.2216874429313581,-0.0050000000000000044,0.004069059578502995,40,-0.2304793,3.7136261,0.008430283,2.25,1.0,0.0021839211653870622,0.32991624
-49.8,1000,0.0175028611605523,-0.4028123224833887,0.4996602084245389,0.009391244280066768,0.045118464833401956,-1.9147287607192993,2.103666305541992,0.37053589656344915,1.0658141036401503e-17,-1.5421110213741032,3.337085959723712,0.9999611546014066,-0.11747880089184391,-0.2216874429313581,-0.0050000000000000044,0.004043974978702799,60,-0.36148864,3.7104502,0.003263185,2.25,1.0,0.0011056547228672582,1.1233666
-48.9,1000,0.011721642152624388,-0.6413124174560442,0.7244847079107547,0.012139596811813822,0.012151346257305705,-2.165517568588257,2.1251611709594727,0.3979099303507311,-2.842170943040401e-17,-2.173888063543033,3.161417752957563,0.999915329064399,-0.11584575636829388,-0.2216874429313581,-0.0050000000000000044,0.003907482571466402,80,-0.45661193,3.7119684,0.0028604784,2.25,1.0,0.00011461272201058933,1.0894463
-49.1,1000,0.009982219621889658,-0.6344962612426795,0.6409667520409824,0.010219776958344943,0.010603280519251712,-2.18015193939209,2.6102592945098877,0.39245323837843576,1.4210854715202004e-17,-3.317335028948196,4.203229947101831,0.9998091621371279,-0.11556332459855709,-0.2216874429313581,0.0,0.003979791680939015,100,-0.3427095,3.708326,0.0036406417,2.25,1.0,6.884399334387817e-05,1.043555
-49.5,1000,0.008111175412759467,-0.6109277427132294,0.6820129047035197,0.011460659781724053,0.002960379118041601,-2.3224070072174072,2.458101272583008,0.38501301099752683,-1.0658141036401503e-17,-2.0535557830445375,4.719901164479092,0.9997090060655599,-0.11590968888889228,-0.2216874429313581,-0.0050000000000000044,0.004066182446470431,120,-0.25891763,3.6961412,0.002649909,2.25,1.0,7.587722296347446e-05,0.7596284
-49.05,1000,0.007504214607982984,-0.6869873469554131,0.5169333606672419,0.013468157541670894,-0.013034388033323921,-2.376276969909668,2.258305311203003,0.39945972909821253,2.842170943040401e-17,-1.8502924965180336,5.328045919108258,0.9997894790439387,-0.11512236805868435,-0.2216874429313581,-0.0050000000000000044,0.004019906631921195,140,-0.22173342,3.6852026,0.004059664,2.25,1.0,0.00012690019161602095,0.7091254
-49.7,1000,-0.002603917027576374,-0.5071318402946952,0.5595087799259818,0.009250881853418777,-0.02011322662961902,-2.2722630500793457,2.0473320484161377,0.3862854625431082,7.105427357601002e-18,-2.972261175858903,4.282091450428408,0.9994684117279785,-0.11729443613144185,-0.2216874429313581,-0.0050000000000000044,0.00401573249182078,160,-0.20281956,3.6600294,0.0028588213,2.25,1.0,1.5237769052516167e-05,0.705131
-49.65,1000,0.01056717047215075,-0.6206076560287801,0.6174074173305745,0.009990301730309055,0.019472973944735714,-2.1478776931762695,2.11669659614563,0.37944986470613196,0.0,-2.8157367275958545,3.5820724163474407,0.9994995210668632,-0.1170332496088619,-0.2216874429313581,-0.0050000000000000044,0.004006885771895755,180,-0.19825722,3.6613445,0.0036285007,2.25,1.0,1.7165819826970846e-05,0.7035537
-48.9,1000,0.020289531206212335,-0.511835659209387,0.5985484999987242,0.011157049322437005,0.04262388950772583,-2.241316556930542,2.0788307189941406,0.3969688982366292,0.0,-1.8050389717600797,4.887944412780661,0.9996579991821328,-0.11601708731443544,-0.2216874429313581,-0.0050000000000000044,0.0038723963651250432,200,-0.19793761,3.6648488,0.0023469254,2.25,1.0,3.884139968715736e-05,0.71134126
-49.5,1000,-0.010026038752228296,-0.6644409920536298,0.41121907344357705,0.010950501709657362,0.029706180850684178,-2.5306053161621094,2.247462511062622,0.3819663393373989,1.4210854715202004e-17,-3.0756456873924147,4.824410435395806,0.9995725997025101,-0.11619417719298676,-0.2216874429313581,0.0,0.004025977084679394,220,-0.19812979,3.6545014,0.00274786,2.25,1.0,3.058425483314073e-05,0.7149978
-49.05,1000,0.00959740118891943,-0.4196428801066982,0.7346458351204624,0.009267344081365522,0.009363671098137275,-2.0896663665771484,2.150700807571411,0.3638191180869727,-1.4210854715202004e-17,-1.4006649952441907,5.49790111011832,0.9997072117430919,-0.11576073118334904,-0.2216874429313581,-0.0050000000000000044,0.003925361177037005,240,-0.19705981,3.6430106,0.0019054026,2.25,1.0,6.023620929979563e-05,0.71561414
-47.7,1000,-0.00018465322453399427,-0.38224629147849054,0.4546773245441945,0.008387587784194215,0.024045602217782288,-2.222303867340088,2.2038097381591797,0.3740965486517312,2.842170943040401e-17,-1.025643749362445,8.237619998511882,0.9998266197971271,-0.1135480412825232,-0.2216874429313581,0.0,0.0038312726578904853,260,-0.19686627,3.6178083,0.0014346611,1.5,1.0,0.00018519933243534194,0.71733856
