Beta,_mean_act,_mean_adv,Steps,_lr_multiplier,ValFuncLoss,_min_obs,_mean_discrew,ExplainedVarOld,_max_adv,_std_discrew,_min_act,_std_act,_std_adv,_MeanReward,KL,_max_act,_std_obs,_mean_obs,PolicyLoss,PolicyEntropy,_max_discrew,ExplainedVarNew,_max_obs,_Episode,_min_adv,_min_discrew
3.375,-0.038655639159493146,-7.105427357601002e-18,1000,1.0,0.0006562937431438003,-0.7738572285451439,-0.11179977827653576,0.8329739132217473,6.34990004637063,0.004523458727087453,-2.3225040435791016,0.38649348526394756,0.999902370426347,-47.5,0.001458396,2.1333751678466797,0.01493136871975735,-0.0015928931202784317,-0.0072296504,3.6600084,0.0,0.8551448316553297,0.7902246456579142,360,-1.4707942928461015,-0.2216874429313581
3.375,-0.024616080175037497,2.842170943040401e-17,1000,1.0,6.015964103451257e-05,-0.7867213237445718,-0.11768397713319553,0.9683079970497477,3.8382176092945177,0.004069059578502995,-2.181910753250122,0.38483707891984154,0.9997537223345965,-50.0,0.0029290635,2.328735113143921,0.0160944377256275,0.001605137596629998,-0.011286938,3.6561463,-0.0050000000000000044,0.9869369789020868,1.8269970452409359,380,-4.474612515385868,-0.2216874429313581
3.375,-0.03509211321291514,7.105427357601002e-17,1000,1.0,1.6719333118881533e-05,-0.7516494433786663,-0.11768397713319553,0.9796305953266772,3.004589015067958,0.004069059578502995,-2.52618408203125,0.38439427286501743,0.9997004983897368,-50.0,0.0026930273,2.292013645172119,0.01451624393267626,0.0021365168322466624,-0.011356831,3.6642845,-0.0050000000000000044,0.9960395556690134,1.0271414107800934,400,-3.123907090165465,-0.2216874429313581
3.375,-0.022274639712064528,0.0,1000,1.0,0.0006364446285954374,-1.1295020842228833,-0.11179977827653574,0.8008630437816113,6.328717406002019,0.004523458727087453,-2.816734790802002,0.3941385733290964,0.9999083378485804,-47.5,0.0024431916,3.632840156555176,0.016715780655858888,0.007011410169952276,-0.009840207,3.651197,0.0,0.8609375374359483,3.738795549838998,420,-1.7068518217301358,-0.2216874429313581
2.25,-0.04989496329508256,5.684341886080802e-17,1000,1.0,0.0006895123428559845,-0.6878218426428927,-0.11179977827653576,0.7688318958593201,5.707531164560555,0.004523458727087453,-2.6657838821411133,0.36592568181234303,0.9999135846835591,-47.5,0.0013912747,1.9243813753128052,0.01260617534958465,0.009120172555235362,-0.0059049614,3.6568832,0.0,0.8484697316158959,0.7144424051971132,440,-1.340864141976706,-0.2216874429313581
3.375,-0.041237446425831874,-7.105427357601002e-17,1000,1.0,0.00018108051020216293,-0.7942407241172056,-0.11768397713319553,0.874294231669742,2.275538318346683,0.004069059578502995,-2.0105717182159424,0.379285033915279,0.9998696048638576,-50.0,0.0073276283,2.08829402923584,0.01292049056239986,0.0009480140516100703,-0.015425843,3.666842,-0.0050000000000000044,0.9598980336571655,0.7161590318112103,460,-2.654469857345808,-0.2216874429313581
3.375,-0.04981284207542194,-2.842170943040401e-17,1000,1.0,2.9314578530089433e-05,-0.5866339359171888,-0.11768397713319553,0.9639465111042653,2.437077682556368,0.004069059578502995,-2.3408844470977783,0.39342866261333426,0.999770019041199,-50.0,0.0015794949,2.4120702743530273,0.011896549047736285,-1.2548024319833928e-05,-0.007554478,3.6724691,-0.0050000000000000044,0.9929579157607701,0.639491150593472,480,-4.2644530430411605,-0.2216874429313581
3.375,-0.03931340901367366,-1.4210854715202004e-17,1000,1.0,1.1907533192881636e-05,-1.0878928391011562,-0.11768397713319553,0.982804453280197,3.667118034515525,0.004069059578502995,-2.036886215209961,0.3795124165156486,0.9997037601133657,-50.0,0.0028787262,1.9609888792037964,0.01265041802216384,0.0012500936816551187,-0.016415626,3.6773124,-0.0050000000000000044,0.9972384647920575,0.595041119449672,500,-4.867264467858473,-0.2216874429313581
5.0625,-0.04518418657942675,8.881784197001253e-18,1000,1.0,1.1522265648808177e-05,-3.8729621322623986,-0.11768397713319553,0.9922976462177454,9.819716101888508,0.004069059578502995,-2.177349805831909,0.3927631184131349,0.9996009021068447,-50.0,0.00600642,2.436253309249878,0.019204619364455413,0.004088758413236589,-0.038997505,3.6745672,-0.0050000000000000044,0.9972289962012721,6.18560021503116,520,-9.743750902801514,-0.2216874429313581
5.0625,-0.03886417735682335,0.0,1000,1.0,0.0006638248272208671,-3.402048581269464,-0.11179977827653574,0.7337831200482392,5.521582036553434,0.004523458727087453,-2.9509482383728027,0.43174599662429153,0.999923521901536,-47.5,0.0039793514,2.5140905380249023,0.030262363611185485,0.010114126803238106,-0.021823326,3.6781094,0.0,0.8534532736521037,3.389982172640564,540,-4.045084453347878,-0.2216874429313581
3.375,-0.07159623465221375,7.105427357601002e-18,1000,1.0,0.0009618552549468213,-0.7424204605774991,-0.10591557941987596,0.7472163303069053,4.933078290488013,0.0049086102833024794,-2.5427677631378174,0.3918694182758312,0.999923677494574,-45.0,0.0010023053,2.483167886734009,0.013074126445813152,0.00010972569818703536,-0.004701472,3.679366,0.0,0.808070526619608,0.7296799005813072,560,-0.8080846461228867,-0.2216874429313581
3.375,-0.01898148550715996,0.0,1000,1.0,0.0011669438571177953,-1.5391607200048392,-0.10591557941987598,0.5834150342788893,4.3283700725593945,0.0049086102833024794,-2.278108596801758,0.3791488094762896,0.9999391177831928,-45.0,0.002154963,2.1111159324645996,0.013551217507210753,-0.0011973383567112524,-0.0078070704,3.6838198,0.0,0.7622861063433369,0.7547393470788237,580,-1.367828864975293,-0.2216874429313581
3.375,-0.03810756291588768,-2.842170943040401e-17,1000,1.0,0.0003023015814421146,-1.8564812496337344,-0.11179977827653574,0.8685602660594143,5.7269858925662795,0.004523458727087453,-2.254577875137329,0.40324279786801975,0.9998950571579884,-47.5,0.0021363173,2.533609628677368,0.02048643260075894,-0.0071235918040028256,-0.00779728,3.6846101,0.0,0.9331707210276914,2.2912922211141433,600,-1.665834730262468,-0.2216874429313581
3.375,-0.039713291569205465,-2.842170943040401e-17,1000,1.0,0.0009725786381438947,-3.0410128720492353,-0.1000313805632162,0.6630551007058695,4.211837363092902,0.005224514247148072,-2.2671122550964355,0.37945668507761476,0.9999371580723692,-42.5,0.0047239456,1.9960005283355713,0.016530776695500442,-0.0019916130539050637,-0.020447472,3.678597,0.0,0.8138932407563554,2.8353220608972762,620,-1.69418289847847,-0.2216874429313581
3.375,-0.06637229335587472,4.263256414560601e-17,1000,1.0,0.000675002708140828,-0.7182702405690261,-0.11179977827653576,0.7986458493751978,5.560265951582503,0.004523458727087453,-2.5677435398101807,0.38158690655469807,0.9999113250343497,-47.5,0.0026035693,1.928299903869629,0.014515029960796422,0.0004951975186802291,-0.008383722,3.6786973,0.0,0.8542152804378804,0.7438285566800303,640,-1.6369391570015377,-0.2216874429313581
3.375,-0.03289566735178232,8.526512829121202e-17,1000,1.0,0.00030938600015619855,-1.5740301957952543,-0.11179977827653574,0.843973326145541,3.862051069203939,0.004523458727087454,-2.066197395324707,0.38385031504147127,0.9998982799891353,-47.5,0.0019352313,2.2870607376098633,0.011916259790514246,-0.0013193514357769192,-0.008919135,3.666706,0.0,0.9342386401914715,0.5990678504068514,660,-3.496720711511902,-0.2216874429313581
3.375,-0.04611495671235025,-2.842170943040401e-17,1000,1.0,0.001394312490833206,-0.9614472206331608,-0.10591557941987596,0.5368085831868379,4.095363578249849,0.004908610283302479,-2.192101001739502,0.39279451142283683,0.9999413718410285,-45.0,0.002263466,1.9725786447525024,0.014741255424756348,-0.0031144870413736575,-0.008455614,3.6762207,0.0,0.7375973021301163,0.9173109225187618,680,-2.042012116678353,-0.2216874429313581
3.375,-0.0511523762352299,0.0,1000,1.0,0.00022126868053470546,-1.90098866203715,-0.11768397713319553,0.9166067133406631,3.363604168277096,0.004069059578502995,-2.452644109725952,0.41685230835466136,0.9998564227447028,-50.0,0.0032037478,2.657884120941162,0.021072366242738894,-0.004966707728144953,-0.011559957,3.6773188,-0.0050000000000000044,0.9592371451375324,1.9668008966807393,700,-3.5348476022388313,-0.2216874429313581
5.0625,-0.07730369149812032,-1.4210854715202004e-17,1000,1.0,5.692256858037413e-05,-3.654332851915768,-0.11768397713319553,0.8100188532582338,3.4885410799970473,0.004069059578502995,-2.5800554752349854,0.4378375419321998,0.9999164585388985,-50.0,0.012067264,1.9921274185180664,0.036963007555002605,-0.008685326741218129,-0.02171586,3.6761117,-0.0050000000000000044,0.9872511603597537,3.0914506969377897,720,-6.100582323925672,-0.2216874429313581
3.375,-0.02672535492538009,1.4210854715202004e-17,1000,1.0,0.0006779388117331427,-1.6268349880229196,-0.11179977827653576,0.7712814295715413,5.92762492619748,0.004523458727087453,-2.250868797302246,0.40212329882668363,0.9999140193726048,-47.5,0.001060919,2.2125813961029053,0.013106730533010726,0.009945163507376922,-0.005132862,3.6760392,0.0,0.8516159597630029,0.7116429683334401,740,-1.5310745376912904,-0.2216874429313581
5.0625,-0.04430605832184665,0.0,1000,1.0,0.0007126915863532846,-1.3302240966330152,-0.11179977827653574,0.7855470528901976,6.325137378625941,0.004523458727087453,-2.5503628253936768,0.4163401453801356,0.9999133147329742,-47.5,0.008666923,2.2193872928619385,0.01574343216951644,0.004480247309496242,-0.042832404,3.6843147,0.0,0.8431321611429466,1.0071044028162552,760,-0.9609268803328713,-0.2216874429313581
5.0625,-0.052109046876663345,-1.4210854715202004e-17,1000,1.0,6.825100460734866e-05,-1.6707272008583962,-0.11768397713319553,0.9770584966210406,3.6866625932307753,0.004069059578502995,-2.3178586959838867,0.40708995406579196,0.999745602634491,-50.0,0.0023504223,1.8863328695297241,0.0175834279308225,0.005267955011338044,-0.010220883,3.6952062,-0.0050000000000000044,0.98336719618827,0.9846436424550487,780,-2.6044524592220655,-0.2216874429313581
5.0625,-0.07792834740527906,0.0,1000,1.0,0.0011802708318698978,-1.781200577432904,-0.10591557941987596,0.6415349926055796,4.601824722318697,0.0049086102833024794,-2.622889518737793,0.40336570517344006,0.9999342679776921,-45.0,0.0016714542,2.5362401008605957,0.01397213933877655,0.0001370122291316358,-0.021999206,3.7080827,0.0,0.7653618437672899,0.9019125684996804,800,-1.2278523983246303,-0.2216874429313581
3.375,-0.04288854488322977,1.4210854715202004e-17,1000,1.0,0.00041886267803584886,-1.745348506557829,-0.11179977827653574,0.8408506152032841,5.572972735951458,0.004523458727087454,-2.4214982986450195,0.41943301890582596,0.9999062365079817,-47.5,0.0014931784,2.090996742248535,0.016460730307750127,0.0016632316101252704,-0.008688884,3.701041,0.0,0.9075162090850009,0.5441134275285677,820,-3.1326361760171437,-0.2216874429313581
3.375,-0.060255942269228396,-1.4210854715202004e-17,1000,1.0,9.30948297430641e-05,-0.8101395225524005,-0.11768397713319553,0.8443875258628777,1.9831586156934458,0.004069059578502995,-2.4687561988830566,0.41673211292355583,0.9998866870670355,-50.0,0.0020939207,2.077279567718506,0.013534248455109548,0.002906535238998895,-0.007234804,3.6890328,-0.0050000000000000044,0.9774274696618833,0.8341620901426305,840,-2.8699556260587076,-0.2216874429313581
3.375,-0.05716963085206225,1.4210854715202004e-17,1000,1.0,0.001522418262136779,-1.7270399071554314,-0.1000313805632162,0.5438313057660739,4.297334647272687,0.005224514247148072,-2.605776786804199,0.43372851673513013,0.9999465939507458,-42.5,0.0015613635,2.793323040008545,0.021457960742431236,0.012277530233089766,-0.0075882324,3.6778755,0.0,0.7090869665411803,2.116198046775909,860,-3.4787228260872225,-0.2216874429313581
3.375,-0.0458673544410849,-1.4210854715202004e-17,1000,1.0,0.00023737520549902192,-2.6945268325830276,-0.11768397713319553,0.7340116068525829,2.7788795117885514,0.004069059578502995,-3.3750107288360596,0.4340156510390992,0.9999169501420738,-50.0,0.0026241257,2.1945345401763916,0.028554833808519458,0.008098366660030807,-0.0130285015,3.6816645,-0.0050000000000000044,0.9444523152794624,3.460258159572161,880,-3.804143815487036,-0.2216874429313581
3.375,-0.042032785516232254,7.105427357601002e-18,1000,1.0,0.00037834455391917043,-0.7975305065906438,-0.11179977827653576,0.7902330974037004,5.242598207532309,0.004523458727087453,-2.709221839904785,0.4282748807089264,0.999911500576876,-47.5,0.0019470039,2.2901952266693115,0.015200565750176686,-0.0013867970630121894,-0.0067400243,3.6659691,0.0,0.9197252601234963,0.7657872355456853,900,-2.04065443876275,-0.2216874429313581
3.375,-0.06203222266223747,5.684341886080802e-17,1000,1.0,0.000542141851750118,-0.8463230350665809,-0.11179977827653574,0.7586269848087013,6.069959214857726,0.004523458727087453,-2.930555582046509,0.39384728158251026,0.9999150747112271,-47.5,0.0017869191,2.2109875679016113,0.015750599215351907,-0.001005118585238105,-0.0069113066,3.6701412,0.0,0.880766190125035,0.9520162577191663,920,-1.6693489476731034,-0.2216874429313581
3.375,-0.0773109609571984,2.842170943040401e-17,1000,1.0,0.0007892769931826038,-3.1521532765929363,-0.11179977827653576,0.7616415220635872,4.962589171122371,0.004523458727087453,-3.1454267501831055,0.4374949607004784,0.9999201977882342,-47.5,0.0019911346,2.0952861309051514,0.026924132546018796,0.008896185625530208,-0.0070928987,3.6800687,0.0,0.8259319190878551,3.9615413767293983,940,-2.355308688583433,-0.2216874429313581
2.25,-0.023854270332027225,3.1974423109204506e-17,1000,1.0,0.0006378213634577146,-1.1851988468930736,-0.11179977827653576,0.8142455963872886,5.3060644029819475,0.004523458727087453,-2.6704862117767334,0.39343077585228975,0.9999052017400402,-47.5,0.0013597166,2.2139675617218018,0.013483249474423507,-0.0008202171470401037,-0.0063673053,3.6792731,0.0,0.8589996562903383,2.8423177537272006,960,-2.3409155316032204,-0.2216874429313581
2.25,-0.03632749101141235,-4.263256414560601e-17,1000,1.0,7.810046910748044e-05,-0.7677404268741544,-0.11768397713319553,0.9743867284171648,2.9173493060969466,0.004069059578502995,-2.0423338413238525,0.3897492363508365,0.9997417026743013,-50.0,0.0055298624,1.9249367713928223,0.013606761275803993,-0.002803034788469928,-0.013156908,3.6868584,-0.0050000000000000044,0.9841634273594807,0.7233093538380927,980,-2.9040806135797723,-0.2216874429313581
3.375,-0.035060449702083135,1.4210854715202004e-17,1000,1.0,0.0005545265350970823,-1.9023707076611702,-0.11179977827653576,0.7424455534350927,5.237441706640881,0.004523458727087453,-2.2539446353912354,0.4301443035197746,0.9999227989049803,-47.5,0.009007847,2.5854201316833496,0.033567404621658234,0.005965413892216354,-0.021528214,3.6790428,0.0,0.8811263697986613,2.5886460049593683,1000,-3.6133726881974018,-0.2216874429313581
3.375,-0.10296742845815607,1.4210854715202004e-17,1000,1.0,0.00010068035443801479,-0.9817419615744314,-0.11768397713319553,0.9470123678798853,5.209468286440142,0.004069059578502995,-2.320502758026123,0.390587850923072,0.9998166990304423,-50.0,0.0029571338,2.3769843578338623,0.014043087715326896,0.014433754147680243,-0.01756715,3.6744943,-0.0050000000000000044,0.9753708686903707,1.2051381949372197,1020,-3.954856605111893,-0.2216874429313581
3.375,-0.09164180450387358,-4.263256414560601e-17,1000,1.0,0.0013164752801382656,-0.8442522589196428,-0.1000313805632162,0.5336606261937452,3.7786010149781766,0.005224514247148072,-2.2761805057525635,0.40848241874251223,0.9999440332811191,-42.5,0.0017979364,2.339752435684204,0.01574925670769588,-0.007170437808656473,-0.0072748116,3.6761506,0.0,0.76639491294937,0.8466598774898773,1040,-0.8779758862179107,-0.2216874429313581
3.375,-0.020227421840187162,-1.7763568394002505e-17,1000,1.0,0.000373332536594713,-0.8498351618642807,-0.11768397713319553,0.7936227968888823,3.263861196475685,0.004069059578502995,-2.398646593093872,0.42758127745315483,0.9999082730470326,-50.0,0.004115605,2.8874754905700684,0.015528078202520121,0.009501069886810315,-0.011682717,3.6782503,-0.0050000000000000044,0.9267434508607182,2.1533023311319583,1060,-2.638775441674847,-0.2216874429313581
3.375,-0.05197680409369059,1.0302869668521453e-16,1000,1.0,4.00323249310556e-05,-0.7987382938881258,-0.11768397713319553,0.7949416480834954,3.6697446651720953,0.004069059578502995,-2.3009164333343506,0.4055182715241384,0.9999009107774713,-50.0,0.002942778,2.5470075607299805,0.018050039766025212,0.0011764818458515867,-0.011505803,3.68372,-0.0050000000000000044,0.9903236687758049,1.3570344802872745,1080,-3.1733614734345212,-0.2216874429313581
3.375,-0.08499527166946791,-4.263256414560601e-17,1000,1.0,2.146183516477033e-05,-1.7480791630243167,-0.11768397713319553,0.9525007264135744,3.5773021348611427,0.004069059578502995,-2.6006877422332764,0.4284312127980658,0.9998223653461278,-50.0,0.0037432415,2.1869726181030273,0.020156900848318747,-0.0035087596802182972,-0.014492183,3.7018034,-0.0050000000000000044,0.9947273108807281,0.9677139117094378,1100,-8.323096611283235,-0.2216874429313581
5.0625,-0.07093320468347519,2.842170943040401e-17,1000,1.0,1.3284162470357407e-05,-1.1940982482211524,-0.11768397713319553,0.996005633604069,5.559805014709148,0.004069059578502995,-2.378429412841797,0.4041424122002007,0.9994249842216938,-50.0,0.013299617,2.731055736541748,0.01626642629407466,0.0008486447468934175,-1.2402244,3.7162848,-0.0050000000000000044,0.9970634751232478,0.8020359917377695,1120,-4.180635015728388,-0.2216874429313581
5.0625,-0.10981267895968631,-1.4210854715202004e-17,1000,1.0,0.0005247675492331598,-0.844960284641161,-0.11179977827653576,0.823592834153089,6.777515104967949,0.004523458727087453,-2.3822758197784424,0.41193337708091715,0.9999032759417038,-47.5,0.0043786154,2.3062260150909424,0.014694364916199448,-0.0032022755058263657,0.006607198,3.7266216,0.0,0.884605265250397,0.7097895378223785,1140,-0.5744460319217253,-0.2216874429313581
3.375,-0.08216976769373287,-4.9737991503207014e-17,1000,1.0,9.520824606177034e-05,-2.3749946371205892,-0.11768397713319553,0.9572009557765927,7.530515127333128,0.004069059578502995,-4.025010108947754,0.462907926703525,0.9998048432099925,-50.0,0.0011025119,2.4634456634521484,0.027765844580409014,-0.0017495579295097557,-0.005784249,3.738024,-0.0050000000000000044,0.9766309678784098,0.9106496780105497,1160,-2.9864756451491963,-0.2216874429313581
3.375,-0.031019395058916415,2.1316282072803006e-17,1000,1.0,1.8399352895465716e-05,-0.7649760915671412,-0.11768397713319553,0.9828275959588832,4.596853727612638,0.004069059578502995,-2.326526165008545,0.4041241736152301,0.9997407469563712,-50.0,0.0020495583,1.9997446537017822,0.012873871669393529,0.009816442800556095,-0.009559903,3.7322395,-0.0050000000000000044,0.9959667208009898,2.4002379385079733,1180,-3.1608485926027816,-0.2216874429313581
5.0625,-0.08235363684233744,-7.105427357601002e-18,1000,1.0,9.909255464806701e-06,-3.5849719096435044,-0.11768397713319553,0.9934471650770247,11.017818891534258,0.004069059578502995,-2.8292860984802246,0.42286449156238703,0.9995660863289391,-50.0,0.009399012,2.1840200424194336,0.014002899966268906,0.004862171736467103,-1.2258273,3.7275784,-0.0050000000000000044,0.9976043268676913,3.0316408113582254,1200,-11.786890704084401,-0.2216874429313581
5.0625,-0.042063025487819684,-2.842170943040401e-17,1000,1.0,0.0015067654422866688,-3.2731566340785694,-0.1000313805632162,0.5693489822184756,3.60884406535139,0.005224514247148072,-2.715334892272949,0.46300917349554294,0.9999441496164442,-42.5,0.002702402,2.3712100982666016,0.028002347029868997,-0.011381850623505496,0.0032278271,3.7156823,0.0,0.7118370654100749,3.2588890487154436,1220,-1.9576383702543865,-0.2216874429313581
3.375,-0.07548583223822061,5.684341886080802e-17,1000,1.0,0.0007447852830421559,-1.5985965056935494,-0.11179977827653576,0.7662513125075119,5.253079562311914,0.004523458727087453,-4.01099157333374,0.4595788147166292,0.9999171568520833,-47.5,0.00059608294,2.227543354034424,0.026702661917626894,0.008109571001263884,-0.004435224,3.70887,0.0,0.8378816863213613,2.4237013858564143,1240,-2.583551384843156,-0.2216874429313581
3.375,-0.03634304594609421,-1.4210854715202004e-17,1000,1.0,7.738988676938291e-05,-2.0648806018968053,-0.11768397713319553,0.8922431864991581,3.053839336330697,0.004069059578502995,-3.713360548019409,0.44398219914812614,0.9998782336955128,-50.0,0.0018358886,2.8865628242492676,0.02223216134972962,-0.0022215203677269572,-0.008159129,3.7089467,-0.0050000000000000044,0.98105413135414,3.655604675187395,1260,-3.864472986107665,-0.2216874429313581
