_std_discrew,_lr_multiplier,CriticLoss,_min_obs,_mean_obs,_min_discrew,_max_act,_mean_act,Beta,_MeanReward,PolicyEntropy,_std_obs,Steps,_mean_discrew,KL,_std_adv,_mean_adv,_min_adv,NewPolicyLoss,_max_discrew,BaselineLoss,_max_adv,_Episode,_std_act,_max_obs,_min_act
0.004014645924816712,1.0,0.16795404,-1.342999126387782,-0.00936092690731976,-0.2216874429313581,2.012636184692383,-0.06843456775322557,1.5,-49.55,3.6719346,0.01505065449792812,1000,-0.11718978911454937,0.008837666,0.9999806338891529,7.105427357601002e-17,-2.250957616660728,-0.20899093,-0.0050000000000000044,0.0024423087974011037,3.589200077375955,20,0.384129735524261,0.6709355513415547,-2.4577972888946533
0.003863768470365576,1.0,0.3165899,-0.7513888541359087,0.015081665983842689,-0.2216874429313581,2.1249146461486816,-0.04206945727556013,1.5,-48.65,3.6676164,0.012095193107509084,1000,-0.11475816831125002,0.0044706594,0.9999647651163676,-7.105427357601002e-18,-2.0352801780539194,0.18182532,-0.0050000000000000044,0.0018350975691547012,2.7477211127183825,40,0.40163360380317187,0.7311737929809674,-2.3023102283477783
0.004054647106061202,1.0,0.10693743,-0.6215104024655006,0.014531186954541088,-0.2216874429313581,2.360565423965454,-0.04196634965785779,1.5,-49.85,3.6791282,0.01137770054119236,1000,-0.11715265214196231,0.0058832224,0.9999527244747721,-2.1316282072803006e-17,-1.7609099912530943,0.0036227622,-0.0050000000000000044,0.0007197830546750767,2.6403490869859954,60,0.3845609745213912,0.9591790088729868,-2.3934950828552246
0.004089037455620321,1.0,0.36672333,-0.7087058122919334,0.014039644905015235,-0.2216874429313581,2.4828176498413086,-0.00030822823999915273,2.25,-49.4,3.6822004,0.012701215591725448,1000,-0.11584492475802219,0.006008225,0.9999252394361651,4.263256414560601e-17,-1.752438531343183,-0.15669939,0.0,0.0002638876759566669,3.0107779950285405,80,0.3792044964135985,0.7514924755794399,-2.128837823867798
0.004011092841305663,1.0,0.34820288,-0.6455498991941923,0.009184191201445943,-0.2216874429313581,2.10046648979187,-0.009624221512116492,2.25,-48.2,3.6834345,0.009448066706913824,1000,-0.11337740201963793,0.004034893,0.9998705238045315,-2.1316282072803006e-17,-2.408032663062809,-0.19661254,-0.0050000000000000044,0.0001622121921115936,3.324113034386308,100,0.37686670209547396,0.6993330259235293,-2.2084875106811523
0.003996409034412553,1.0,0.26696175,-0.7184090452236696,0.0004223642310062335,-0.2216874429313581,2.3197312355041504,-0.014645972371421522,2.25,-49.6,3.7011328,0.012895462099211314,1000,-0.11712170403234774,0.004584976,0.9997463768197101,1.0658141036401503e-17,-4.358490859095172,-0.22147815,-0.0050000000000000044,5.86632212527666e-05,3.5393354544227376,120,0.4122430829551656,0.9167819708890361,-2.2168664932250977
0.003948276534340528,1.0,0.49904302,-0.667410603891368,0.016358746564597446,-0.2216874429313581,2.3569304943084717,0.038063142628059723,2.25,-49.0,3.7096922,0.012426821342381525,1000,-0.11528404590429203,0.0030135345,0.999789711703764,0.0,-2.3327508381284208,-0.27604002,-0.0050000000000000044,0.0001061235182766092,4.546271332700416,140,0.4053864535180416,0.7116790254104199,-2.6372897624969482
0.003996810014648565,1.0,0.6124253,-0.6282465101098633,0.0102969462391523,-0.2216874429313581,2.4106502532958984,0.02449425560689997,2.25,-49.55,3.7144656,0.013176472566129794,1000,-0.11685414003061952,0.0049476335,0.9996715730223417,-2.1316282072803006e-17,-2.2717468869439537,-0.24151501,-0.0050000000000000044,4.710072557639003e-05,5.4030324900944535,160,0.4052811388109098,0.7377776671326042,-2.084775924682617
0.003981402127351441,1.0,0.635381,-0.7597620145052603,0.004340800043080415,-0.2216874429313581,2.4413886070251465,-0.0068384986548335296,2.25,-49.5,3.7100837,0.013167965281189672,1000,-0.11674108499794676,0.002167044,0.9997115851411201,-1.4210854715202004e-17,-3.179411302880663,-0.21528192,-0.0050000000000000044,6.0558405303213034e-05,5.614015049047073,180,0.4118320146106943,0.8120235002123055,-2.1360814571380615
0.003977151179646994,1.0,0.66391695,-0.6717863765441038,0.01211324937907272,-0.2216874429313581,2.1814169883728027,0.026528243136242965,2.25,-49.45,3.7053504,0.013356068553881325,1000,-0.11618360396811551,0.004209047,0.9996792670921941,2.842170943040401e-17,-2.7166832369428717,-0.20900306,-0.0050000000000000044,4.902462933818374e-05,3.3708082813599005,200,0.4125726431860338,0.7070541443099355,-2.176358938217163
0.0038497163155137536,1.0,0.64791894,-0.6081142167854557,0.0006618488009830852,-0.2216874429313581,2.272247076034546,-0.0079244522038789,2.25,-48.45,3.6909165,0.012839808308705803,1000,-0.11514710114101373,0.0016782568,0.9997716155235314,0.0,-2.8559313293014634,-0.20048304,-0.0050000000000000044,9.319904595443043e-05,7.786393390979689,220,0.4048039384799864,0.7919037259474424,-2.752084255218506
0.004058446553109297,1.0,0.66103274,-0.6152092284313743,0.0006499370652179698,-0.2216874429313581,2.22477126121521,-0.024383302052447108,3.375,-49.95,3.695482,0.011548824238274495,1000,-0.11761154610201385,0.0069762086,0.9996093006249123,1.4210854715202004e-17,-5.0282235283522105,-0.19921327,-0.0050000000000000044,2.476062498667315e-05,4.025357603278653,240,0.40530579865835453,0.7958735646167147,-2.4344465732574463
0.004069059578502995,1.0,0.67174053,-0.6014273903389696,0.013946021600903798,-0.2216874429313581,2.444779872894287,0.022023652894888075,3.375,-50.0,3.672887,0.018573161276574022,1000,-0.11768397713319553,0.0031635086,0.9995487449050784,-8.526512829121202e-17,-2.93220504822974,-0.1986589,-0.0050000000000000044,2.6059641952845186e-05,3.539000093537844,260,0.42721032327183917,0.7618751558866118,-2.186846971511841
0.0039028258743120264,1.0,0.6768006,-0.6092609854709595,0.01022218235634558,-0.2216874429313581,2.490945339202881,-0.0002781914909137413,2.25,-49.0,3.6635106,0.012339804015343233,1000,-0.1160312262197173,0.0011234247,0.9996884108216895,-1.4210854715202004e-17,-3.420204016977376,-0.197871,-0.0050000000000000044,5.097885856389145e-05,7.841904150667275,280,0.3936635780161294,0.638550197524956,-2.7517902851104736
