Beta,_mean_obs,_std_discrew,_lr_multiplier,NewPolicyLoss,_min_adv,_std_obs,_MeanReward,_max_obs,_mean_discrew,_max_discrew,PolicyEntropy,KL,BaselineLoss,_max_adv,_Episode,CriticLoss,_min_obs,_std_act,_min_discrew,_min_act,_mean_adv,_mean_act,_max_act,_std_adv,Steps
2.25,0.018783563715598056,0.0037100221950565207,1.0,-0.17813276,-2.972457400418297,0.011427918670792065,-47.3,0.6246012012936296,-0.11241646938472397,0.0,3.5422575,0.003473395,0.00015680847380312315,4.253965061324253,460,0.35459316,-0.5665566939024519,0.3826118909402356,-0.2216874429313581,-2.2232730388641357,-7.105427357601002e-18,0.096841549344128,2.5051679611206055,0.9998225359977436,1000
2.25,-0.009920996532798432,0.003214107406976903,1.0,-0.18507378,-2.2935601298043555,0.011993434277668172,-44.0,0.5638393965396267,-0.1046406779996557,0.0,3.5344896,0.004294176,0.000225410400571461,3.5261487445628523,480,0.4132101,-0.4542877348730996,0.3810439198638361,-0.2216874429313581,-2.153822183609009,0.0,0.028587139597861095,2.0927164554595947,0.9998477430768414,1000
2.25,0.0011883015420989587,0.003650787747822048,1.0,-0.18732996,-1.8419342995200085,0.011228785700240171,-47.05,0.6701365930235931,-0.11125779221288269,0.0,3.5431223,0.0015776596,0.00011902276574822031,3.7246037688254012,500,0.45143908,-0.48663788845548434,0.3914667522222241,-0.2216874429313581,-2.248126745223999,1.4210854715202004e-17,0.04495216564729344,2.334991931915283,0.9997686647651064,1000
2.25,-0.004408046152256141,0.0035357293533670995,1.0,-0.19306777,-1.544923238618726,0.01373944489677221,-44.3,0.5791775576903363,-0.10403404842704574,0.0,3.535815,0.0021507419,0.0004275145058000861,3.546146606517417,520,0.49560288,-0.7437162810375999,0.3794059275149501,-0.2216874429313581,-1.9788286685943604,0.0,0.05848172131809406,2.4946491718292236,0.999877814679722,1000
2.25,0.0029822714756467853,0.0035712423401058867,1.0,-0.19287778,-1.6694704463851233,0.013016112362803955,-43.9,0.6763598974788188,-0.10339342911623867,0.0,3.5422432,0.0022107158,0.0004896328561020087,4.439826300528548,540,0.5107915,-0.7204451519001946,0.38685476226128007,-0.2216874429313581,-2.0199644565582275,5.684341886080802e-17,0.04700240596849471,2.273930549621582,0.9998864776721567,1000
2.25,0.00015010500681872838,0.00359659695102081,1.0,-0.19030373,-1.4821334319671546,0.01056858834216306,-43.85,0.5453575203850755,-0.10360404179931249,0.0,3.518986,0.0020576366,0.0006545932207873853,4.6239677797921805,560,0.5276093,-0.5587894073039236,0.3743690494126279,-0.2216874429313581,-1.9190154075622559,-5.684341886080802e-17,0.040028939875075595,2.4523096084594727,0.9998844103237449,1000
1.5,-0.003099186032101125,0.0035660942176244984,1.0,-0.19474225,-1.9627085183081812,0.009723867322702875,-46.0,0.539479698760363,-0.11067245680557913,0.0,3.5035744,0.0014995009,0.00013508315899562435,3.500634821585953,580,0.55773187,-0.5063717869435641,0.3791813615696316,-0.2216874429313581,-2.03401780128479,4.263256414560601e-17,0.037576323018525724,2.0334558486938477,0.9998156837885211,1000
1.5,-0.009739220620898598,0.0033477766785023695,1.0,-0.19151795,-1.855179413393862,0.0109269130092813,-42.25,0.4236309097852793,-0.09605939311538628,0.0,3.505107,0.005303193,0.00037121260408608025,3.849615083974374,600,0.55906224,-0.44892402552474814,0.38226057118599993,-0.2216874429313581,-2.098573684692383,7.105427357601002e-18,0.04684780369873624,2.416640043258667,0.9998765879631109,1000
2.25,0.004203989789238481,0.0034792583680777413,1.0,-0.19402741,-1.7737873648169094,0.010257924580213115,-44.75,0.583682720276854,-0.10712562291946819,0.0,3.5030951,0.0073232204,0.0002398245361597361,4.113413375432358,620,0.5775061,-0.4547452070202864,0.3839098135702366,-0.2216874429313581,-2.3585071563720703,-1.4210854715202004e-17,0.06614544251537882,2.228806972503662,0.9998272571937287,1000
2.25,0.003822171530679321,0.003458964384364204,1.0,-0.19431816,-1.9489356133889268,0.010964659423223947,-43.0,0.6596112870546389,-0.10430837703717051,0.0,3.4790869,0.0022856125,0.0006448202409011209,4.166034734330562,640,0.58673656,-0.49817539797194005,0.36266721648107175,-0.2216874429313581,-2.097961664199829,2.842170943040401e-17,0.07775755229778587,2.323456048965454,0.9999025547790049,1000
2.25,0.0009385354159653759,0.003322891781985116,1.0,-0.18955332,-1.7170532642101215,0.013676445884130538,-37.9,0.6549158752192955,-0.09100917510551759,0.0,3.4683673,0.0028368447,0.0006548377118837403,4.298238473095589,660,0.582193,-0.44971783752625843,0.385367915876022,-0.2216874429313581,-2.2401225566864014,1.0658141036401502e-16,0.055268169057948395,2.6115055084228516,0.999907392738596,1000
2.25,0.01078598928115201,0.003789463770541229,1.0,-0.19398153,-2.6763059533101172,0.012893589525289044,-39.5,0.6528830860291959,-0.09371511614173421,0.0,3.491261,0.003852993,0.0010398318815586242,3.1709524082363174,680,0.60301733,-0.44052558456453084,0.39112671862341075,-0.2216874429313581,-2.187413215637207,-4.263256414560601e-17,0.07146059857215732,2.394960880279541,0.9999185962766819,1000
2.25,-0.008349506425153055,0.0032156156287811814,1.0,-0.1938288,-2.6601637510278273,0.013687886864827161,-42.9,0.6669562862128111,-0.10417694197626158,0.0,3.5184708,0.0025292067,0.0004439777826909141,2.557286823083257,700,0.60798025,-0.47665418601410575,0.38852645370625394,-0.2216874429313581,-2.571869373321533,-7.105427357601002e-17,0.020145647877128796,2.348215341567993,0.999868673984558,1000
2.25,0.008237554510273857,0.003550373256658082,1.0,-0.18773045,-1.4209092467396165,0.011055143605232156,-37.45,0.6369339144986571,-0.08861394368541085,0.0,3.5140705,0.0023689934,0.000734327288265457,3.819954664967276,720,0.597128,-0.34761211150879834,0.3807482637128872,-0.2216874429313581,-2.1287543773651123,-2.1316282072803006e-17,0.04461954231868731,2.468331813812256,0.999913047525974,1000
2.25,0.003603232720125942,0.0034398287559444215,1.0,-0.19083765,-2.130764465319041,0.010232682836820052,-37.45,0.6527597482423763,-0.08834232241644015,0.0,3.4882085,0.0029637525,0.0007396148421332158,2.8025116496347295,740,0.61305606,-0.36167216918773876,0.3804977657662207,-0.2216874429313581,-2.2161977291107178,-2.1316282072803006e-17,0.03443581863725558,2.2817935943603516,0.9999069468758375,1000
2.25,-0.0032685570932965945,0.0029231087504445795,1.0,-0.19129477,-2.158667693233098,0.01037578236144115,-33.85,0.5700298515019765,-0.07938820171408555,0.0,3.4700317,0.0027873723,0.0009228056033928838,2.905022609210138,760,0.61743134,-0.36618779427876214,0.3838994641291793,-0.2216874429313581,-2.325418710708618,-3.552713678800501e-17,0.031221200821222737,2.1843106746673584,0.9999184454760073,1000
2.25,-0.01178040474783813,0.0031390794664879654,1.0,-0.19334948,-2.202436660647121,0.011364812359659955,-35.5,0.5192332562766762,-0.0831583373276183,0.0,3.4670963,0.002590171,0.0008336077711590122,2.8110957710546485,780,0.62614524,-0.38955348250173755,0.3856399395186432,-0.2216874429313581,-2.1535863876342773,0.0,0.03266577174048871,2.2848727703094482,0.9999114625683557,1000
2.25,-0.007784238987543415,0.00338527791712045,1.0,-0.19173013,-2.1133936334046943,0.00941112339644569,-33.55,0.5474449019106351,-0.07516508940791129,0.0,3.4674423,0.00287503,0.0011622251165271118,2.3531368558991383,800,0.6228552,-0.42076817365600305,0.3854897477415292,-0.2216874429313581,-2.2299273014068604,3.552713678800501e-17,0.04128612751467153,2.422283172607422,0.9999194453706968,1000
2.25,-0.0031465040940433587,0.0026061461206448263,1.0,-0.19178343,-2.691732982320398,0.009553871722253266,-31.4,0.5255412505658387,-0.0706192702290295,0.0,3.448738,0.0035852378,0.000525346316645986,2.357267952889801,820,0.62732244,-0.33186091888743585,0.37535350693182584,-0.2216874429313581,-2.3173346519470215,-4.263256414560601e-17,0.03301016194513068,2.431729555130005,0.9999013746826612,1000
2.25,-0.00472258568184685,0.003171309003695906,1.0,-0.19056179,-2.3559854280487893,0.014067526335921485,-35.85,0.5380137770044101,-0.08561369963191941,0.0,3.4487839,0.0036107684,0.000715103386368026,3.1841710218731882,840,0.6281994,-0.35474805237082063,0.392507396216655,-0.2216874429313581,-2.207113265991211,-2.842170943040401e-17,0.046526417912798934,2.0845868587493896,0.9999096154624852,1000
2.25,-0.0003430329308560514,0.0025872286199874433,1.0,-0.19194439,-2.464854549618946,0.008596885886667434,-33.55,0.4388292589341677,-0.08192397766718358,0.0,3.4552011,0.003557893,0.0006236532808574365,2.9361782534864225,860,0.63459754,-0.30991889103165143,0.36836801762369437,-0.20254336133557516,-2.428439140319824,-2.1316282072803006e-17,0.03161173314970801,2.432771682739258,0.9999021301235291,1000
2.25,0.021094663309667264,0.0029688185127520156,1.0,-0.19177483,-2.531133398931511,0.011359053458861693,-37.9,0.5169282357537242,-0.09325380237150424,0.0,3.4646826,0.0026141806,0.00048496188445726964,2.9281772310868277,880,0.6357611,-0.3337519123988969,0.37430988244559243,-0.2216874429313581,-1.9968267679214478,-2.1316282072803006e-17,0.0647290262535098,2.1568844318389893,0.9998895244695611,1000
2.25,0.0002171016095658726,0.00293086896305094,1.0,-0.19251135,-2.3524416964249726,0.01012102767741416,-33.75,0.3838352723153172,-0.07720071297309185,0.0,3.46134,0.002632303,0.0007204160709688655,2.5606618897055227,900,0.6399768,-0.355835028478738,0.3820716541976367,-0.21744972867984644,-2.087766647338867,-1.4210854715202004e-17,0.05420604834007099,2.6155881881713867,0.9999036536128878,1000
2.25,0.005875003685926026,0.002948837469875902,1.0,-0.19148988,-1.8592703038134213,0.012352633535728496,-28.75,0.5555235368805078,-0.06451286779848417,0.0,3.4413438,0.0022664901,0.0005718340051041124,2.980015032917657,920,0.638485,-0.3032849373108781,0.38771789126258904,-0.21233937060950733,-2.12495493888855,2.1316282072803006e-17,0.031944740592618474,2.099189043045044,0.9999088712699908,1000
2.25,0.013078761815138878,0.002847944116561164,1.0,-0.19218263,-2.137391302455369,0.009793330966844043,-25.95,0.4365595142546952,-0.05984454768272468,0.0,3.420349,0.0021984947,0.0007868098027114192,2.4886843492906094,940,0.6427942,-0.29257001170223296,0.39538067693799356,-0.19730561150679496,-1.9425870180130005,7.105427357601002e-18,0.05435867668292485,2.295743465423584,0.9999075153751087,1000
2.25,0.00211307978728594,0.002894397761150863,1.0,-0.19201353,-1.8776778755851864,0.00946891304597207,-29.8,0.4390315210897509,-0.0704393338133653,0.0,3.4180486,0.0027850238,0.000801140437741719,2.5767873049641263,960,0.6436294,-0.31059815014903086,0.3814612554884398,-0.2021332147408424,-2.073057174682617,0.0,0.0334782107740175,2.0529274940490723,0.9999142666975704,1000
2.25,0.011922524423984828,0.002722918674899807,1.0,-0.19184393,-2.363040932803186,0.010439578793813306,-31.5,0.4138352236526399,-0.07419828940812402,0.0,3.4217498,0.005475915,0.0007270830217875282,2.635138899510212,980,0.6443949,-0.33491432721215836,0.3950271348915312,-0.21700286946695907,-2.010467290878296,2.842170943040401e-17,0.054004471637890676,2.0707521438598633,0.9999116831914872,1000
2.25,-0.0024468648741919606,0.001971987812893997,1.0,-0.18894324,-2.3824393945888915,0.009529492223871441,-23.65,0.5277223669844674,-0.050959487743655676,0.0,3.4203296,0.0055603124,0.0009038772179185803,2.648728267980154,1000,0.6380576,-0.3319837510213919,0.38461241101244614,-0.19336683339212624,-2.033747673034668,0.0,0.0219741401092615,2.2645187377929688,0.9999140048969887,1000
2.25,-0.008186502056306404,0.0015792387795132107,1.0,-0.19120276,-3.2300592327947477,0.009006951194001139,-22.45,0.33616532010045186,-0.049746119799107195,0.0,3.4060514,0.0046045026,0.0004669382920605343,2.4983460449125072,1020,0.64725816,-0.3450409624470422,0.3831671625691069,-0.21252700600357424,-2.0879266262054443,3.552713678800501e-17,0.023797659379662946,2.3004345893859863,0.9998985307842677,1000
2.25,0.004465732775562906,0.002090486147794066,1.0,-0.1886443,-2.504031085218315,0.010333498123337736,-24.3,0.3767022609681887,-0.05482714357640327,0.0,3.3980908,0.0028604374,0.0008038201951361505,2.3991603590529915,1040,0.6408578,-0.282586744111265,0.3976281578851977,-0.19766951338853553,-2.1475343704223633,-1.4210854715202004e-17,0.021837644873012322,2.2355573177337646,0.9999104854226958,1000
2.25,0.0027117765654455232,0.0012101511769215363,1.0,-0.19051823,-2.636278000206355,0.009415076700047478,-20.4,0.3465181518134013,-0.04311955145821647,0.0,3.3891444,0.0021833195,0.0003573133185168806,2.3973615641263764,1060,0.6479171,-0.29983026028495857,0.3908667554687151,-0.1509346011959901,-2.4856693744659424,1.4210854715202004e-17,0.01802225931431167,2.235516309738159,0.9998821273081342,1000
2.25,0.0001821152706796728,0.0015838485581182633,1.0,-0.18790178,-2.338068392377715,0.008517681075209506,-21.75,0.33361432782204004,-0.04602249392338047,0.0,3.3702657,0.00562568,0.0006082111635924766,2.2969856558750967,1080,0.64045227,-0.35247906201892937,0.3892149931573702,-0.1730430914422748,-2.3819541931152344,2.842170943040401e-17,0.018099304625065996,2.5165343284606934,0.9999026037037854,1000
2.25,0.012816252329692381,0.0012396940021214744,1.0,-0.18739273,-2.639043641538185,0.010012667821735226,-18.8,0.34835150309024004,-0.040236491076880994,0.0,3.3643456,0.0034542964,0.0005525020125609377,2.5780165631978083,1100,0.6408358,-0.3289098223398721,0.4103670098397099,-0.15113659715597394,-2.309453010559082,-8.526512829121202e-17,0.027670193911413662,2.265754222869873,0.99989191586632,1000
2.25,0.009104540057854523,0.001049961070820364,1.0,-0.19045827,-2.8126807585796074,0.01096141521387802,-16.8,0.35685416766790246,-0.035402881018573654,0.0,3.3488472,0.005169326,0.000651669013885161,2.59077424369273,1120,0.65113664,-0.3460480916795697,0.4065605437403933,-0.14815228325609678,-2.322892904281616,-4.9737991503207014e-17,0.028199039803352206,2.6588356494903564,0.9999126430751235,1000
2.25,-0.00884116046039156,0.0004848617298714132,1.0,-0.188262,-2.936275645035637,0.009389992788279098,-12.2,0.3801661406883091,-0.022537787495344887,0.0,3.3298335,0.004205337,0.00022992478582052194,2.421139384418864,1140,0.64411664,-0.3375482764199104,0.39630078694152315,-0.1094774980269221,-2.3431289196014404,0.0,0.0032475528255454266,2.7818808555603027,0.999852374355205,1000
2.25,-0.00383049163945124,0.0006001865262436031,1.0,-0.18618093,-3.0156853372969152,0.00822281751873623,-11.65,0.3010022558508865,-0.02179003236370718,0.0,3.2988026,0.0034357263,0.00037963829524898483,2.2986180638193727,1160,0.6394298,-0.32138873337544915,0.3957784624261632,-0.0957671621455316,-2.244263172149658,1.0658141036401503e-17,0.018194811606197618,2.3015127182006836,0.9998691032426081,1000
2.25,0.005597432063843288,0.0006542643337143805,1.0,-0.18843049,-3.8948183676255983,0.009873398272196757,-13.15,0.3166283624157337,-0.02576768156821293,0.0,3.2831595,0.004518274,0.00031181264726558826,2.061570251700853,1180,0.64785194,-0.2961465380817918,0.3916868210488511,-0.11413764752875626,-2.3783743381500244,7.105427357601002e-18,0.018450147471157835,2.3965506553649902,0.9998610664989553,1000
3.375,0.015686809795210907,0.0003178827834625451,1.0,-0.18789871,-3.237041855051858,0.010049241918856297,-11.05,0.3180845730569181,-0.019709242371338132,0.0,3.2713015,0.009298745,0.0001672939710729435,2.0237633133585713,1200,0.6460879,-0.336920053708724,0.3955565503385006,-0.09759678840453749,-2.08986234664917,2.842170943040401e-17,0.027304421920562164,2.4698283672332764,0.9998242002486144,1000
3.375,-0.0024629102077575776,0.00023175271165012698,1.0,-0.18776506,-2.7281148760112877,0.009638790958715152,-9.1,0.30980588198799586,-0.015736879896252984,0.0,3.249846,0.002848012,0.0001661352083552815,2.116878618064077,1220,0.64577407,-0.32644211831691455,0.4064574642825417,-0.07531642286342505,-2.6325843334198,-7.105427357601002e-18,0.0004796774166170508,2.296110153198242,0.9998355154338424,1000
3.375,-0.009471737347571807,0.00019191156819571887,1.0,-0.18919802,-3.5537572099535844,0.008310597976518326,-8.05,0.3335323795183095,-0.01319855081274041,0.0,3.2238355,0.0023199245,0.00011493278957537381,2.5049259786408036,1240,0.65015274,-0.3491944309685943,0.39576988618636677,-0.06761042607981606,-2.6186208724975586,8.526512829121202e-17,-0.00799044099682942,2.6128647327423096,0.9997760147145778,1000
3.375,-0.004628800841975043,9.343045795445878e-05,1.0,-0.185842,-3.6640712800969895,0.010615469371356307,-5.85,0.3313562570013964,-0.007632334785118601,0.0,3.1941514,0.0024602092,7.132285722206619e-05,1.9804188661521605,1260,0.64006245,-0.3274860056260112,0.4007429778963408,-0.05274446843509833,-2.4048571586608887,2.842170943040401e-17,0.006128457146580331,2.3925247192382812,0.999735606028645,1000
3.375,0.009727127256013508,7.616296313282488e-05,1.0,-0.18814279,-4.177919657756691,0.00875418677991795,-6.05,0.361735181545925,-0.008712143172389445,0.0,3.1657767,0.0029153116,5.58970169240684e-05,2.509149200905118,1280,0.64830613,-0.3145227668380622,0.37472030089432495,-0.04680154362054868,-2.1256067752838135,-1.4210854715202004e-17,0.011113064456381836,2.632849931716919,0.9997015284486339,1000
3.375,-0.0005141976925517479,0.00014174873375356382,1.0,-0.18960258,-4.8004753933066455,0.010412903228064152,-6.65,0.31949958891348856,-0.009232030895078076,0.0,3.1381624,0.0042259847,8.143322891969043e-05,1.734265608971177,1300,0.6521275,-0.3341657386127134,0.39333670592243863,-0.06548776024894509,-2.97804856300354,4.263256414560601e-17,0.017747635192004965,2.742302179336548,0.9997452782821635,1000
3.375,0.005567330026359885,6.952993472205669e-05,1.0,-0.17662187,-4.743269666698461,0.010976104475812685,-5.55,0.3411805375026302,-0.005689265714812214,0.0,3.1036825,0.003501265,6.321327308920669e-05,1.8509679631286562,1320,0.6146959,-0.30574219644213346,0.39411801594503865,-0.056275453437629734,-2.1339659690856934,6.394884621840901e-17,-0.004945147046819329,2.5089988708496094,0.999688223996517,1000
3.375,-0.0036340335440328427,0.00013256103365579056,1.0,-0.18414979,-4.6134264859385885,0.010421620696792602,-6.15,0.33643336346257324,-0.007898081518541931,0.0,3.0716307,0.005164934,9.946264569909631e-05,1.8041897126847044,1340,0.64254445,-0.3050397259853634,0.3920560588319881,-0.061016518575269574,-2.3979663848876953,2.1316282072803006e-17,0.005860604872228578,2.499983072280884,0.9997498091224252,1000
3.375,-0.005406379093633934,7.265416660792825e-05,1.0,-0.18878749,-3.3424093120483085,0.00993353455948935,-5.15,0.32130925916411085,-0.008524174464144767,0.0,3.043162,0.0034723678,4.68453896308289e-05,1.8654196856512129,1360,0.65536094,-0.33945754223365493,0.3928008615285151,-0.03954995682113777,-2.907559394836426,1.4210854715202004e-17,0.027308480668929404,2.499358654022217,0.9996650262865703,1000
