_max_obs,_max_act,TotalPolicyLoss,_Episode,CriticLoss,BaselineLoss,_mean_act,_std_adv,_mean_adv,_std_obs,_min_act,PolicyEntropy,_std_act,_mean_discrew,KL,_std_discrew,_max_discrew,Beta,Steps,_lr_multiplier,_max_adv,_min_adv,_MeanReward,_mean_obs,_min_obs,_min_discrew
0.5058561540311588,2.256147861480713,-0.27305567,20,0.07779015,0.002281014618275287,0.021920803699467795,0.9999684371261364,-1.4210854715202004e-16,0.009693228240739255,-2.007805824279785,3.6846623,0.369519454198117,-0.11518663129039786,0.008935304,0.003862337883572021,-0.0050000000000000044,1.5,1000,1.0,3.7192743424244568,-2.7493959562436054,-48.65,-0.010613484191671395,-0.6380927994130166,-0.2216874429313581
0.8517482645777429,2.1041433811187744,-0.12944548,40,0.10143927,0.0018588122008964785,0.01354772717517335,0.9999557870257784,7.105427357601002e-17,0.010074996904992249,-1.9725401401519775,3.668826,0.3770918369259059,-0.11768397713319553,0.006245254,0.004069059578502995,-0.0050000000000000044,2.25,1000,1.0,3.7737346041017843,-2.04050228218635,-50.0,-0.00489071813664881,-0.5571518893791219,-0.2216874429313581
0.7791825194439951,2.2713828086853027,0.17778319,60,0.79257333,0.0007973730283046181,0.037983056043973194,0.9999508150686616,0.0,0.011052895767355717,-2.054058313369751,3.674417,0.3763283195202869,-0.11707380753501567,0.0034846088,0.00398724234809504,-0.0050000000000000044,2.25,1000,1.0,3.8110906536059486,-1.7433843537185905,-49.25,-0.002429723657251195,-0.5365461575241864,-0.2216874429313581
0.81130715262144,2.272529125213623,0.14446296,80,0.21280321,0.0001416537524761022,0.015202339105308056,0.9999302021908985,-3.1974423109204506e-17,0.012018162123300933,-2.3585588932037354,3.6818132,0.3856447419537361,-0.11738222983478845,0.0028169742,0.00403880372372478,-0.0050000000000000044,2.25,1000,1.0,3.0160376208228423,-1.7229790919124532,-49.7,-0.008118946530850085,-0.49864242923302227,-0.2216874429313581
0.7483401888085016,2.398576259613037,0.12929146,100,0.064819254,1.9108096433607967e-05,0.04172454005514737,0.9998116308480128,-3.552713678800501e-18,0.012014980989431724,-2.027064323425293,3.6845832,0.38311029235327326,-0.11752558369521948,0.004238107,0.004047536550008691,-0.0050000000000000044,2.25,1000,1.0,3.203715565817274,-3.413443392853901,-49.85,0.006952824888572958,-0.7957617251788015,-0.2216874429313581
0.4693120228096631,2.0691335201263428,-0.049616657,120,0.1453411,1.384872115289694e-05,0.022953612223325762,0.9996240120844724,4.9737991503207014e-17,0.01241189747571741,-2.218407154083252,3.7036815,0.37841283736843623,-0.11754436132511023,0.004406565,0.0040576943128916,-0.0050000000000000044,2.25,1000,1.0,3.811990786476986,-5.589547173601049,-49.95,-0.0015190116310968612,-0.7578962528696325,-0.2216874429313581
0.734625138856015,2.1002228260040283,-0.1457288,140,0.28187037,2.332258590937353e-05,0.05110039749718271,0.999587942958207,3.552713678800501e-18,0.012504174620513255,-1.9460058212280273,3.6892672,0.37377044957658145,-0.11671597529996396,0.0031853127,0.003966106772679245,-0.0050000000000000044,2.25,1000,1.0,5.712332679593714,-2.914884089687467,-49.35,0.013521589096514585,-0.45206354532908144,-0.2216874429313581
0.5530655094900564,2.1963307857513428,-0.15404852,160,0.17092451,0.00017941226856496738,0.05029691763839219,0.9998064640650953,0.0,0.010799321871958794,-2.195556879043579,3.672751,0.3780120225406161,-0.11471554741097711,0.0022594368,0.004012465928800606,-0.0050000000000000044,2.25,1000,1.0,5.751498067215276,-1.6142121171372743,-48.65,0.0010387654796383628,-0.8162150099807051,-0.2216874429313581
0.6319720641361265,2.198347330093384,-0.10491457,180,0.03201909,3.8601173888824135e-05,0.03637903882627143,0.9996160415935365,3.552713678800501e-18,0.010977345639353712,-2.1025454998016357,3.6625211,0.36729834490844304,-0.11691855635477642,0.0028318134,0.0039661261080912525,-0.0050000000000000044,2.25,1000,1.0,5.437620524979279,-1.7783011787359528,-49.35,0.00434220300207146,-0.45591657835308613,-0.2216874429313581
0.4751707265651557,1.9210476875305176,-0.10262634,200,0.047648728,2.9212909056914553e-05,0.01781931403593626,0.9995735002256476,-7.105427357601002e-18,0.010020381374895896,-2.257887125015259,3.6623998,0.370932595900649,-0.11700543523801685,0.0028156394,0.004013523934444317,-0.0050000000000000044,2.25,1000,1.0,6.0271334830403,-2.1563644011619867,-49.65,-0.007293485482889195,-0.4988805683662754,-0.2216874429313581
