_min_adv,_min_obs,Beta,_max_adv,_mean_act,_Episode,_mean_discrew,_std_act,_std_adv,ExplainedVarNew,_max_discrew,_max_act,ValFuncLoss,_lr_multiplier,PolicyEntropy,_max_obs,_min_act,_MeanReward,ExplainedVarOld,Steps,_std_obs,_std_discrew,PolicyLoss,_mean_adv,_mean_obs,_min_discrew,KL
-3.732330168588737,-0.8056179391113846,3.375,5.661070794444103,-0.009772094045300037,220,-0.11717697317219718,0.4098718405965281,0.9998174096715986,0.973988037928918,-0.0050000000000000044,2.569760799407959,0.00010572686081214419,1.0,3.6843662,0.8132489375351568,-2.139888048171997,-49.35,0.9575427372256538,1000,0.019113778106750485,0.003998484456707801,-0.013366715,-2.1316282072803006e-17,-0.004482349582631933,-0.2216874429313581,0.0071045053
-3.210286870776324,-0.8267148130029609,5.0625,4.858776192960279,-0.015231025837885681,240,-0.11739659101043676,0.39535907462761916,0.9997691068332875,0.9848169798096028,-0.0050000000000000044,2.1308765411376953,6.139402711444683e-05,1.0,3.6966007,0.8441911371732129,-2.339033842086792,-49.6,0.9760682929049067,1000,0.019735660679201274,0.004025701954226944,-0.040684715,-2.842170943040401e-17,-0.0030942631778089432,-0.2216874429313581,0.012758957
-2.5794998889839347,-0.5843021634146318,3.375,4.99393348956669,0.03193768372596242,260,-0.11690245203379525,0.4108954113719162,0.9997547310601703,0.985352744926303,-0.0050000000000000044,2.020956516265869,5.828585954132437e-05,1.0,3.688253,0.7263301987548222,-2.473695755004883,-49.05,0.980639901343313,1000,0.018464273869307955,0.003964890447131673,-0.002799803,7.105427357601002e-18,0.013741278507116502,-0.2216874429313581,0.000900743
-3.443682620679989,-0.6037944244911926,2.25,3.90347189080334,-0.02213564734807005,280,-0.11696939886302585,0.3995934919788988,0.9997468072959461,0.9826192773192499,-0.0050000000000000044,2.3687052726745605,6.949592135589003e-05,1.0,3.6861577,0.7804692917730132,-2.2654824256896973,-49.55,0.9796006891679996,1000,0.01789444142054454,0.00398865646987596,-0.0023379158,-1.4210854715202004e-17,-0.01043192227985427,-0.2216874429313581,0.0006425679
-2.921658864101498,-0.7863525984193879,2.25,5.388736596396065,0.0326158243228565,300,-0.11735526628992232,0.3907866139625218,0.999739160286952,0.9837274748317033,-0.0050000000000000044,2.0682992935180664,6.688862845738802e-05,1.0,3.6997752,0.9258451248889261,-2.1774401664733887,-49.5,0.9819788251293011,1000,0.0191487835462114,0.004018463084303542,-0.00853391,-7.105427357601002e-18,0.013010174742661145,-0.2216874429313581,0.003510923
-2.8871551130521214,-0.6661086325686363,2.25,5.138624593805443,-0.06447919594147243,320,-0.11677106569395045,0.38537291092623405,0.999751643382627,0.9816963737505221,-0.0050000000000000044,2.0835487842559814,7.24896725963124e-05,1.0,3.7146165,0.58938099711568,-2.378786325454712,-49.3,0.9788163240965035,1000,0.01604280944351926,0.0039596190746763685,-0.0061171744,0.0,-0.010610368132905914,-0.2216874429313581,0.0025581399
-2.7926835315131497,-0.589425476164249,2.25,4.667444667970699,-0.01971193649119232,340,-0.11711796824960621,0.3904585982262216,0.9996835120384246,0.9898566296911923,-0.0050000000000000044,2.094266414642334,4.0570587544303486e-05,1.0,3.7129292,0.6446413308829056,-2.0450727939605713,-49.6,0.9880076728353044,1000,0.016897161974739925,0.003999705731297098,-0.0067426506,-3.552713678800501e-17,-0.006729354510822041,-0.2216874429313581,0.0036691772
-3.34807208869104,-0.8776808797244757,2.25,3.214656287892892,-0.0891337251480436,360,-0.11755166988559429,0.40586672953160685,0.9997403397425919,0.9856173953834522,-0.0050000000000000044,2.237849712371826,5.840184391263314e-05,1.0,3.7062316,0.706761298088248,-2.5033488273620605,-49.85,0.9804698590680572,1000,0.017357632401026325,0.004047630606894145,-0.0104634585,0.0,-0.015453204198994557,-0.2216874429313581,0.004643223
-3.283920834980501,-0.6358836619747092,3.375,4.481655018603489,-0.07082960309338523,380,-0.11764910200819552,0.38948606128615704,0.9996963713195219,0.9890721410309395,-0.0050000000000000044,2.025094747543335,4.563365726972134e-05,1.0,3.715764,0.6828168149355229,-2.429844379425049,-49.85,0.9875537653615889,1000,0.017982017267422497,0.004062272410746183,-0.012772058,-3.552713678800501e-17,-0.005728146053123935,-0.2216874429313581,0.0071558785
-2.576781602589431,-0.7314047607597642,3.375,3.754863699347449,0.007556239473982714,400,-0.11752522472552412,0.4023989608250766,0.9996436117994456,0.9916707121614188,-0.0050000000000000044,2.72798228263855,3.373114876385848e-05,1.0,3.7060423,0.6383356044105041,-2.549525260925293,-49.9,0.9902099215770427,1000,0.017466188360114574,0.004047533861447629,-0.0057684095,-1.4210854715202004e-17,0.00012989043410700627,-0.2216874429313581,0.0016495802
-2.561748414443983,-0.8938417310491955,2.25,4.87664775465517,-0.03611676412634551,420,-0.11466506596438171,0.39978732065990297,0.9998154650700011,0.9581216117302922,-0.0050000000000000044,2.3571925163269043,0.00017106041716995676,1.0,3.7085047,0.7804218091851153,-2.274510145187378,-49.1,0.9491842061591078,1000,0.022089722310359734,0.0040783848945028,-0.004783781,0.0,-0.019436537494200788,-0.2216874429313581,0.0014419935
-2.886581664496293,-0.6101311479077209,2.25,3.3612401621246244,-0.08182878989598248,440,-0.11761154610201385,0.4038901164968096,0.9997293197125835,0.9888607950205507,-0.0050000000000000044,2.1845011711120605,4.5231873253601755e-05,1.0,3.7022705,0.5940502728275985,-2.35021710395813,-49.95,0.9787267473422987,1000,0.015871783221444728,0.004058446553109297,-0.005994707,-4.263256414560601e-17,-0.014736613918712366,-0.2216874429313581,0.0026374317
-2.467707301993521,-0.6781636684145262,2.25,7.99041837277167,-0.0033632344085490332,460,-0.11639486217865166,0.38509762613855475,0.9997193250320531,0.985491340196055,-0.0050000000000000044,2.4312503337860107,5.7850080620940666e-05,1.0,3.698667,0.6760660083480892,-1.9762223958969116,-48.85,0.9837759831341502,1000,0.0161987841182006,0.003903150872502795,-0.0068303365,1.0658141036401503e-17,-6.116802262368627e-06,-0.2216874429313581,0.0039491993
-3.2177037747371067,-0.5958804165450059,2.25,4.4288381055177695,-0.08122916264767992,480,-0.11767897713319553,0.3983175779438734,0.9996157317896689,0.993272633691464,-0.0050000000000000044,2.7050836086273193,2.7679176159968943e-05,1.0,3.6946,0.7895028422982542,-2.1789255142211914,-49.95,0.9914646408289934,1000,0.01690802573614811,0.004068044518845014,-0.008606736,7.105427357601002e-18,-0.015723257776731066,-0.2216874429313581,0.003915099
-2.1329598024043803,-0.6050082222851331,2.25,5.260652412430024,-0.01787787738768384,500,-0.11549093813914296,0.3809575044452361,0.999763499159521,0.9750129619488777,-0.0050000000000000044,2.122173547744751,0.00010063480924098307,1.0,3.6841264,0.5525255988998874,-2.2305612564086914,-49.1,0.9705319113458963,1000,0.014932513472440612,0.004010817152677166,-0.007305366,2.842170943040401e-17,-0.0037959346861150566,-0.2216874429313581,0.0040225126
-1.8500211321093853,-0.7434528491204081,2.25,4.076137583131585,-0.04789268107409589,520,-0.11625804532227949,0.3973806240526695,0.9997344349836703,0.9836659600264162,-0.0050000000000000044,2.434572219848633,6.416911908653215e-05,1.0,3.6618314,0.4350336049383298,-2.2426352500915527,-48.8,0.9823987360394528,1000,0.014937161133582458,0.0038827286415174713,-0.005474986,0.0,-0.015553420001535388,-0.2216874429313581,0.0019596003
-3.0499799016111546,-0.6476937615528968,2.25,5.179203878026575,-0.007316509472206235,540,-0.1174127396696189,0.3889082664130212,0.9996893648467633,0.9912011064751357,-0.0050000000000000044,2.300952672958374,3.840607107837761e-05,1.0,3.6549125,0.6137364970396842,-2.1900885105133057,-49.45,0.9855738836489657,1000,0.01596566408048094,0.004024443870374675,-0.0067075896,-1.4210854715202004e-17,-0.005176451793414707,-0.2216874429313581,0.0030711403
-2.393930244879676,-0.8041445156982685,2.25,5.441860561673465,-0.05747870457911631,560,-0.1175344772259881,0.40939965298364017,0.9996351600789992,0.9929192912135241,-0.0050000000000000044,2.587846040725708,2.8804999245573073e-05,1.0,3.6492217,0.6575607857492608,-2.199075698852539,-49.9,0.9915536718598534,1000,0.020070800058020127,0.004048162023417861,-0.0064617516,0.0,-0.020428698349250214,-0.2216874429313581,0.003540999
-1.9116617048016598,-0.7555210198646172,3.375,4.1786465909309145,-0.05942537424876355,580,-0.11736490707493104,0.402558984379411,0.9996676633912291,0.9909773781796732,-0.0050000000000000044,2.0810933113098145,3.6427458584343766e-05,1.0,3.6409273,0.5804273622091185,-2.429633140563965,-49.55,0.9898556463381689,1000,0.018027670650870832,0.004016904643243619,-0.014047388,-1.0658141036401503e-17,-0.008696070260766638,-0.2216874429313581,0.006620125
-3.4591422594038588,-0.8966306249447862,3.375,3.749062340962558,-0.0317252211633604,600,-0.11709961183715865,0.4010142785872467,0.9996436207010198,0.9907333433922493,-0.0050000000000000044,2.3156585693359375,3.709187413472194e-05,1.0,3.6477103,0.8161879419471272,-2.1449618339538574,-49.55,0.9895748777586848,1000,0.01934326320310457,0.003997589446004622,-0.008459148,0.0,-0.010376494995843703,-0.2216874429313581,0.0035562336
-3.1034904458608157,-0.8860932119391117,3.375,4.253197499896439,-0.057934813203522936,620,-0.11727223878434731,0.4047370331766724,0.9996414992465091,0.9916884305497492,-0.0050000000000000044,2.388443946838379,3.334773913691927e-05,1.0,3.6448536,0.5597527406571471,-2.688464403152466,-49.45,0.990952502575557,1000,0.016220794120972302,0.00400304759070714,-0.0062490487,0.0,-0.007791382104390306,-0.2216874429313581,0.0021408233
-2.6602165119926573,-0.7992174792616347,3.375,6.245187709844606,-0.03298927613683554,640,-0.11753524602504556,0.4030309890458775,0.9996585874056156,0.9906354456739884,-0.0050000000000000044,2.6582720279693604,3.8821113580897474e-05,1.0,3.6458786,0.9193642776410925,-2.3025026321411133,-49.6,0.9901367970904946,1000,0.01910946817649258,0.004041861742391289,-0.0083284555,9.769962616701377e-18,-0.017677470199985855,-0.2216874429313581,0.0022738678
-2.88199143033824,-0.7719076549876536,2.25,6.779781318300582,-0.016477866509114394,660,-0.11692564267342122,0.4012032043391423,0.99962288457163,0.9921613393166496,-0.0050000000000000044,2.2883543968200684,3.1444420800932056e-05,1.0,3.6376405,0.7196409730060346,-2.163341760635376,-49.25,0.9911786086105262,1000,0.017549802758640064,0.004007551589096799,-0.004544003,4.263256414560601e-17,0.001317172607676725,-0.2216874429313581,0.0013707347
-3.5164273887679456,-0.6731165074984079,2.25,3.689475754240038,-0.030023026015551294,680,-0.11578300641611991,0.4105046184643151,0.9997156983022841,0.9848069599245316,-0.0050000000000000044,2.4786887168884277,6.001020060811113e-05,1.0,3.6154976,0.6201458301012589,-2.0591907501220703,-49.0,0.9799427202222785,1000,0.017393565616733265,0.003949639979042042,-0.0056846756,-1.4210854715202004e-17,0.0015597195917303732,-0.2216874429313581,0.0023774588
-2.1191959810405687,-0.9478136132264292,2.25,6.468340168916161,-0.015147449011681602,700,-0.11757984777129867,0.39506886734010327,0.9996301265244397,0.9925363132269948,-0.0050000000000000044,2.3635900020599365,3.221848164967146e-05,1.0,3.6144428,0.8521801444271379,-2.1333587169647217,-49.7,0.9913951782926194,1000,0.0238689816181304,0.004050989767716037,-0.006452092,-3.286260152890463e-17,-0.019262880320304602,-0.2216874429313581,0.0036981048
-3.264424863166186,-0.8634490753142935,2.25,3.9280677364284537,-0.018018540390767158,720,-0.11598386014541677,0.40169404713452345,0.9997228671796282,0.9825984943180388,-0.0050000000000000044,2.1952860355377197,7.044612906039767e-05,1.0,3.6041365,0.8464257147996621,-2.2869200706481934,-49.35,0.9785452314243689,1000,0.022512404883549463,0.003996158185061389,-0.0075515173,1.4210854715202004e-17,-0.004724936089358422,-0.2216874429313581,0.0040080985
-1.932876877223273,-0.9431372073028691,2.25,4.513370832951344,-0.02131248863216024,740,-0.11590709771469179,0.4118854653207408,0.9996984614370752,0.9844154268326217,-0.004975000000000005,2.602130889892578,6.28955740954428e-05,1.0,3.5943186,0.9622954397653887,-2.839541435241699,-49.2,0.9830193430133336,1000,0.025202417211296062,0.004028929216236635,-0.0065523176,-1.4210854715202004e-17,-0.005288227999246089,-0.2216874429313581,0.00272737
-1.8805187977309439,-0.7817301267575093,2.25,5.570158464640884,0.009721503770677372,760,-0.11488260434915638,0.3912849268269716,0.9997944061858371,0.9671473459263131,-0.0050000000000000044,2.7765891551971436,0.00012662125037018584,1.0,3.6028492,0.7764032531895536,-1.9717061519622803,-48.45,0.9644749504337542,1000,0.019399857023422423,0.0038508451093254453,-0.003618862,0.0,0.016345446580320434,-0.2216874429313581,0.0017716348
-1.6471873722033281,-0.629963685552504,2.25,4.991729382853936,0.0033628072692081334,780,-0.11678753105193727,0.39429615340779256,0.9996655495045047,0.9903151727859717,-0.0050000000000000044,2.163194417953491,3.942400224244192e-05,1.0,3.585629,0.8115309000282651,-2.236520290374756,-48.9,0.9892547114429667,1000,0.019385482773778485,0.003928225625032415,-0.010761191,2.1316282072803006e-17,0.019980831171174333,-0.2216874429313581,0.0044734334
-1.1745052954613335,-0.717426761860008,2.25,7.814675891975367,-0.024764934681355953,800,-0.11481882918384968,0.3843332611524851,0.9998178142215317,0.9591183828608931,0.0,2.592789888381958,0.0001611263503642377,1.0,3.5649328,0.6940421210159066,-2.1629185676574707,-48.4,0.9549036815311798,1000,0.0146183856166954,0.0039402427416772405,-0.010974979,-1.4210854715202004e-17,0.0031686433949262255,-0.2216874429313581,0.0047985953
-1.9861448185865287,-0.8241499593770911,2.25,7.242622966002357,-0.016464764968841337,820,-0.11590659338994652,0.3758786459176032,0.9997130151289063,0.9826002687101144,-0.0050000000000000044,2.2211596965789795,7.131291202265398e-05,1.0,3.5446432,0.8864728112011221,-2.2944769859313965,-48.8,0.9819610081910146,1000,0.022767122167448386,0.003943594578842063,-0.007459362,2.842170943040401e-17,-0.003960539478556428,-0.2216874429313581,0.0033658158
-1.2742366073091647,-0.8491273407047352,2.25,5.126857106678762,0.011445506713251234,840,-0.11575406260673703,0.38574341291101844,0.9997357332067314,0.9812903703325018,-0.0050000000000000044,2.0030629634857178,7.258293899519851e-05,1.0,3.5462701,0.5576934740699796,-2.176025867462158,-48.75,0.9805100025009897,1000,0.0169444170293201,0.00387887800907588,-0.0073108706,2.1316282072803006e-17,0.00946604711825404,-0.2216874429313581,0.0029189563
-1.9932619257640751,-0.8183078210802532,2.25,6.772016189414843,-0.004678273798897862,860,-0.11707723923031069,0.3748635914469036,0.9996380426084525,0.9914837923179591,-0.0050000000000000044,1.9966590404510498,3.955839625621916e-05,1.0,3.5542486,0.9107308750575005,-1.9104297161102295,-49.45,0.9906309995606077,1000,0.02312205054818033,0.0039936260234056,-0.005595512,2.842170943040401e-17,-0.0024694904242816055,-0.2216874429313581,0.0031524953
-2.657714916679268,-0.7907799319562547,2.25,5.855686695740788,-0.02989550396654522,880,-0.11695451053847507,0.37920286715376594,0.9995800951736813,0.9940512106920582,-0.0050000000000000044,2.0812275409698486,2.3947502790286283e-05,1.0,3.5618377,0.5518259593037064,-2.224057674407959,-49.4,0.9929537133106066,1000,0.01704029292658299,0.00397374816428796,-0.008175547,-4.618527782440651e-17,-0.0031434047571611157,-0.2216874429313581,0.0027986346
-1.9822828311490468,-0.7553848392753584,2.25,6.244593196597928,0.001931109228520654,900,-0.1162048813226782,0.3792804543875687,0.9996976466826282,0.9864899787916368,-0.0050000000000000044,2.0585391521453857,5.24949842587755e-05,1.0,3.5599732,0.7499774378612323,-2.254751443862915,-48.45,0.9859379022518923,1000,0.019576756677169804,0.003882379829633016,-0.0039665382,-1.4210854715202004e-17,0.0029595853743831285,-0.2216874429313581,0.0018680671
-1.5593595181252773,-0.654833223243964,2.25,6.019453533067466,-0.025178769821533935,920,-0.11411629950412208,0.37261579049531385,0.9997561135820394,0.9729832858774311,0.0,2.411176919937134,0.00010500129343856231,1.0,3.5629597,0.6801875315626194,-2.468261480331421,-48.5,0.9709057948890716,1000,0.01574351133583943,0.003871833244003173,-0.006869805,1.4210854715202004e-17,-0.00180168546710469,-0.2216874429313581,0.0025548243
-3.342018602929068,-0.9145146834874519,2.25,3.69621782290216,-0.012273338109720498,940,-0.11648035807589416,0.38674974185200556,0.9995831311765132,0.9937421686516891,-0.0050000000000000044,2.219237804412842,2.466879349027842e-05,1.0,3.5502143,0.8675029642527838,-2.603651285171509,-49.15,0.9925502893950625,1000,0.02025281664148873,0.003931321721774798,-0.008614303,0.0,0.004244122211935431,-0.2216874429313581,0.004385558
-1.3342076030446428,-0.9374298899956823,2.25,5.97420336216458,-0.009595406940323301,960,-0.1139280465016216,0.3867789297387371,0.9998357520133407,0.9447944097652929,-0.0050000000000000044,3.058429002761841,0.0002164323124918577,1.0,3.5617654,0.8788065494822986,-2.8112361431121826,-47.7,0.9390635220910447,1000,0.020778152480566612,0.0038819637870008304,-0.010465978,2.842170943040401e-17,0.0005059034546678933,-0.2216874429313581,0.004644673
-1.6042928162298296,-0.7797786885646464,2.25,8.29437797399212,-0.03929767565487418,980,-0.11669534417371616,0.3694621513739172,0.9996630112516608,0.9869825963734107,-0.0050000000000000044,1.9829972982406616,5.657101277113344e-05,1.0,3.5746317,0.5656666386940444,-2.268698215484619,-49.2,0.9878898355301693,1000,0.013913213055374504,0.003953739816057899,-0.005898534,-7.105427357601002e-18,-0.0025518962096160304,-0.2216874429313581,0.0024233342
-2.070240862130416,-0.862495217078167,2.25,4.21798630602096,0.05083324473304674,1000,-0.11648066607573083,0.3770230499374022,0.9996811202028656,0.9918280481997545,-0.0050000000000000044,2.6178483963012695,3.236458684388902e-05,1.0,3.5747912,0.7505708222343683,-2.1363487243652344,-48.9,0.9865136258543544,1000,0.019532748356420992,0.003904942611741846,-0.008415366,2.1316282072803006e-17,0.0309587368364276,-0.2216874429313581,0.0037029053
