_min_adv,_std_discrew,Beta,_std_adv,KL,Steps,_min_obs,_mean_discrew,_max_act,_mean_adv,_max_discrew,_mean_act,_min_discrew,_max_adv,_mean_obs,_std_obs,BaselineLoss,TotalLoss,CriticLoss,PolicyEntropy,_Episode,_min_act,_std_act,_MeanReward,_max_obs,_lr_multiplier
-1.9636412199818338,0.00398889724258886,1.5,0.9999769018710642,0.00969928,1000,-0.7661535094828058,-0.11628257505554412,2.588191032409668,3.552713678800501e-17,-0.0050000000000000044,-0.04335179235902615,-0.2216874429313581,3.765563595973945,0.06952260576511966,0.014389402017511904,0.0024664417436595218,-0.1915014404220581,0.0658514,3.706766,20,-2.5570154190063477,0.3696482619805774,-49.4,0.8961112167806425,1.0
-2.043493530570292,0.0041064782716840826,1.5,0.9999526861683073,0.0043245354,1000,-0.48533533579332777,-0.11528174557718236,2.108072280883789,-1.6342482922482304e-16,0.0,-0.02639013318438083,-0.2216874429313581,3.435597476898417,0.015678779694394688,0.01263365750019058,0.0016665343098974759,-0.21639782713985442,0.7962604,3.720235,40,-2.4746952056884766,0.3835697895818958,-49.2,0.48769567987977513,1.0
-1.731224989058702,0.0040884640633069725,2.25,0.999945886149535,0.0067533054,1000,-0.48360008382645076,-0.11472157767138941,2.309386730194092,3.9968028886505634e-17,0.0,-0.03421924416336697,-0.2216874429313581,2.6903057674584345,0.017746470524347448,0.011134536182384986,0.0007299369698390774,-0.23672819824600222,0.6836012,3.712667,60,-2.155353307723999,0.39877805872859007,-48.85,0.5028355546968619,1.0
-1.6778726013735927,0.003963173553848512,2.25,0.9999063117843024,0.0047644293,1000,-0.4192709363716438,-0.11594626788356316,2.024442195892334,6.394884621840901e-17,-0.0050000000000000044,-0.01744044684804976,-0.2216874429313581,3.0603198962689793,0.009574572763180708,0.010495259699412115,0.00012100367652145563,-0.26047631836414337,0.87200266,3.704214,80,-2.274519443511963,0.38581933992300893,-49.15,0.6127268085919458,1.0
-3.4296742057587286,0.004032853658040047,2.25,0.9997352024467071,0.0046241465,1000,-0.6089343319550219,-0.11578588310349773,1.9937305450439453,0.0,-0.0050000000000000044,-0.028427912943414412,-0.2216874429313581,3.872008099122091,0.003559865000746469,0.015907092986149514,6.412522345154447e-05,-0.2153069824256897,0.6993352,3.7127485,100,-2.2339015007019043,0.39274242455142644,-49.45,0.8528644557089173,1.0
-2.8264998159931243,0.0038358488317282607,2.25,0.9997901534840334,0.00541463,1000,-0.6190191548604899,-0.1150537900761052,2.006070613861084,0.0,-0.0050000000000000044,-0.02964987536985427,-0.2216874429313581,5.191754638121072,0.005867996285716422,0.013664373591815,0.00010767861719504489,-0.2052257324461937,0.71602476,3.7202625,120,-2.1083247661590576,0.3924546021626731,-48.4,0.45659220371091364,1.0
-1.6117190790319247,0.004007233042531944,2.25,0.9995031355603443,0.002815198,1000,-0.44603230700130425,-0.11729952497718549,2.469390869140625,-5.3290705182007515e-18,-0.0050000000000000044,-0.013513910423906055,-0.2216874429313581,9.545955215266657,0.00938365541844406,0.010171052450568053,2.015671883749091e-05,-0.2000184082020521,0.7132306,3.716202,140,-2.347771644592285,0.3877961840943875,-49.3,0.5939559137999127,1.0
-2.3491096346961764,0.0038850022803557445,2.25,0.9997143120357067,0.0022731044,1000,-0.6663652000922567,-0.1160787614967133,2.18637752532959,-3.552713678800501e-17,-0.0050000000000000044,-0.024704719030763954,-0.2216874429313581,5.432176017115551,0.012214309228178111,0.014924814177633132,5.825221611289919e-05,-0.19698007812523843,0.71439815,3.7179177,160,-2.1651864051818848,0.38582602587786713,-48.8,0.6984355767447266,1.0
-3.4081570171774596,0.004025299165330432,2.25,0.9995616548915255,0.001810451,1000,-0.518216053472862,-0.11661367338996084,2.0737876892089844,1.4210854715202004e-17,-0.0050000000000000044,-0.012627270448138005,-0.2216874429313581,5.047821623323316,0.015058372675596675,0.0142827640138867,2.9121187785798397e-05,-0.1983949829173088,0.72636133,3.7147548,180,-1.9945849180221558,0.40414758435021886,-49.55,0.6072296924668296,1.0
-2.042936618884497,0.0040395834304309056,2.25,0.9993555130795526,0.0040923776,1000,-0.5915299784357487,-0.1175163268517371,2.3869752883911133,-2.842170943040401e-17,-0.0050000000000000044,-0.03214522299868986,-0.2216874429313581,5.217561580643386,0.005638530603725281,0.011847552165055671,1.125012007945348e-05,-0.19801640625190733,0.729589,3.715589,200,-2.126786470413208,0.3822933083153717,-49.65,0.4040418090086213,1.0
-1.8505066424598153,0.003948559587639907,2.25,0.9997197911047916,0.0039641117,1000,-0.6220234408509571,-0.11639563236138538,2.219381332397461,0.0,-0.0050000000000000044,-0.0011729224682203495,-0.2216874429313581,6.773148201728605,0.030280741187129444,0.019206294601091255,6.568787139632899e-05,-0.1978815551996231,0.7331483,3.7341537,220,-2.1767172813415527,0.4064791578223026,-48.9,0.7720762140620568,1.0
-2.2475592599902225,0.00370008879983396,2.25,0.9998303077821041,0.002054799,1000,-0.6818244177073648,-0.11253359540519361,1.928447961807251,-7.105427357601002e-18,-0.0050000000000000044,-0.02394377403811086,-0.2216874429313581,6.214177427448788,0.0017378124708530716,0.014644603566782096,0.00021349198559505756,-0.19772111816239357,0.73541236,3.7439332,240,-2.2490744590759277,0.3997927238485931,-47.2,0.8701127046772783,1.0
-1.4771099846543307,0.003946228941506967,1.5,0.9997765752830465,0.0014972303,1000,-0.5893961887877662,-0.11546165966366612,2.5194356441497803,7.105427357601002e-18,-0.0050000000000000044,-0.018764395622070877,-0.2216874429313581,6.318686845469434,0.014978985586324298,0.016679202498229517,0.00011720635788056069,-0.19742989500999453,0.7360493,3.7485878,260,-2.369269609451294,0.4179210343283311,-48.95,0.7426009762591264,1.0
-1.1582339354294797,0.003964062145667507,1.5,0.999812528185482,0.0027896876,1000,-0.6297376590084693,-0.11418729833030582,2.5266482830047607,-1.4210854715202004e-17,-0.0050000000000000044,-0.010623744573094882,-0.2216874429313581,6.002708748359889,0.015602912076731049,0.014939181631946796,0.00017323004685631605,-0.19726551514315604,0.7372044,3.7774203,280,-2.278716802597046,0.41088915153036554,-48.65,0.7727190299758583,1.0
-2.3397778672336664,0.00393320964961918,1.5,0.9996446555568884,0.005147814,1000,-0.6450407067742087,-0.11611650531192777,2.398444414138794,3.552713678800501e-17,-0.0050000000000000044,-0.029259216299979015,-0.2216874429313581,4.042015634608334,0.008372359778583135,0.015521006369002392,2.9608229046113024e-05,-0.19714035645103453,0.738543,3.7979221,300,-2.1731903553009033,0.4106688583713862,-49.3,0.6729503509461859,1.0
-1.489667235560188,0.003957914876799301,1.5,0.9996375595498689,0.0052215387,1000,-0.47730299717697566,-0.1161222152706865,2.2936289310455322,1.4210854715202004e-17,-0.0050000000000000044,-0.029559169318177737,-0.2216874429313581,5.265148150117584,0.0069167610281023325,0.014228087243190104,4.2605066664089555e-05,-0.1969508056688309,0.7388405,3.7977278,320,-2.463836431503296,0.4212633948901976,-49.1,0.6394175493675969,1.0
-2.06708712657458,0.00393426555440958,1.5,0.9996176545656945,0.0033037825,1000,-0.6568738966787967,-0.11576414899528363,2.520326852798462,2.842170943040401e-17,0.0,-0.05646400960802566,-0.2216874429313581,5.956600614861406,0.0019170688890998717,0.013758479958327357,3.293065601201246e-05,-0.196847998057127,0.7398954,3.804632,340,-2.0793540477752686,0.388285114837352,-49.1,0.6888223451925606,1.0
