_mean_act,_min_obs,_min_adv,_lr_multiplier,_mean_discrew,PolicyEntropy,Steps,BaselineLoss,CriticLoss,_Episode,_max_act,_mean_adv,_mean_obs,_MeanReward,Beta,_std_adv,_max_discrew,_max_obs,_std_act,_max_adv,KL,NewPolicyLoss,_min_act,_std_discrew,_min_discrew,_std_obs
-0.2097692867461592,-1.6144866900120847,-2.236638881671656,1.0,-0.11726636410278778,3.6923087,1000,0.003083619335736474,0.030618964,20,2.091698169708252,-3.552713678800501e-17,-0.09192960903336468,-49.25,1.5,0.9999697276271047,-0.0050000000000000044,0.37679646808658607,0.38295112223935757,3.981394000246722,0.010024678,-0.2244394,-2.33547043800354,0.004002434195155439,-0.2216874429313581,0.01862556602499994
-0.0022575460891239344,-0.4112382822748303,-1.9769874942314196,1.0,-0.11741950638289358,3.7011275,1000,0.003130431197380074,0.2979453,40,1.9463706016540527,7.105427357601002e-18,0.00754194245490885,-49.7,1.5,0.99996845292169,-0.0050000000000000044,0.4420464091766548,0.3711394346667093,3.4246481790865446,0.003082788,0.030665085,-2.3481602668762207,0.004026241943840825,-0.2216874429313581,0.00854379299888657
0.017495368179341313,-0.35638100582706495,-1.715833963695256,1.0,-0.11550999071702141,3.6850574,1000,0.0022687199944164686,0.17498569,60,2.5200531482696533,1.4210854715202004e-17,0.019950647622751328,-49.1,1.5,0.9999642823799463,-0.0048762437656093794,0.4944429515824367,0.38322219110009337,3.3302887865045783,0.0029778127,0.076412134,-2.265242576599121,0.003966537789273225,-0.2216874429313581,0.00838336006257123
-0.023430803031020332,-0.6462050919080972,-1.547341100025691,1.0,-0.11703827978677253,3.6818368,1000,0.0014544156844284095,0.09258214,80,2.228461265563965,4.7073456244106636e-17,-0.004795534453546158,-49.4,2.25,0.9999556868729033,-0.0050000000000000044,0.3784054155564931,0.37743756447804955,2.7461233159924197,0.0062202024,-0.038183104,-2.194382905960083,0.0039849930782901374,-0.2216874429313581,0.009938153523712148
-0.014207709217211232,-0.4686621909935293,-1.6830145742075613,1.0,-0.11612392619544454,3.6925344,1000,0.0005511536059828254,0.17351274,100,2.224048376083374,3.019806626980426e-17,0.00035912124936656603,-49.35,2.25,0.9999406609833461,-0.0050000000000000044,0.5043014500604391,0.37258380386073503,2.6909699020379665,0.0036556688,-0.10380205,-2.2997636795043945,0.003960981339893196,-0.2216874429313581,0.009475895047987959
-0.024338303976051974,-0.4887784191127551,-2.3610715275817853,1.0,-0.11326152780894187,3.700231,1000,0.00025092999276820916,0.16284387,120,2.2254810333251953,-4.263256414560601e-17,-0.008805635435959424,-48.5,2.25,0.9999179741142527,0.0,0.49422569103852515,0.3839637068493018,2.5612109524633353,0.0035967603,-0.12546124,-2.2788288593292236,0.0039318863498004715,-0.2216874429313581,0.008872248351496439
0.007854439476621337,-0.34187650092331623,-3.5496677312064184,1.0,-0.11690401947106951,3.7246332,1000,5.300039216389428e-05,0.44963363,140,2.1754772663116455,-3.552713678800501e-18,0.00545747150602254,-49.45,2.25,0.9998292872115805,-0.0050000000000000044,0.5994565313472732,0.3777561009475849,3.3570525743008983,0.003327988,-0.20046362,-2.1199023723602295,0.003973011103217886,-0.2216874429313581,0.009486421328160702
0.009024966136188596,-0.4731279767310159,-4.374957639606623,1.0,-0.1172442564761378,3.741395,1000,2.3782358382418597e-05,0.3835957,160,2.4983482360839844,-2.4868995751603507e-17,0.0032121515216311184,-49.6,2.25,0.9996730559576255,-0.0050000000000000044,0.4203784230862214,0.40525544811869924,3.69686272584691,0.0051318626,-0.2054366,-2.155486822128296,0.004010859905433136,-0.2216874429313581,0.009269641342643766
0.008799444772303105,-0.4962092496335389,-1.9991863849426053,1.0,-0.11363206518637191,3.7483838,1000,0.0001418865604946132,0.48131433,180,2.420841693878174,1.4210854715202004e-17,0.0006340293809473386,-48.4,2.25,0.9997865433150396,0.0,0.5840982676742927,0.37979083336135305,4.067391487126131,0.0023923786,-0.20764863,-2.076990842819214,0.003985047941893897,-0.2216874429313581,0.010302466428367634
0.02206227272353135,-0.42963470970998513,-1.5312976163410554,1.0,-0.11317120045020457,3.746391,1000,0.00020395261256053946,0.54891294,200,2.3009033203125,9.947598300641403e-17,0.006128467813444686,-48.4,2.25,0.9998155569339319,0.0,0.6987361309052129,0.39847689917924767,5.724927797683457,0.0030589914,-0.20064366,-2.2709267139434814,0.004056659735532092,-0.2216874429313581,0.010131774865486037
0.0016148420074023307,-0.5862072395477259,-2.186197806018757,1.0,-0.11688452088240345,3.7471924,1000,3.9729248280496286e-05,0.59213173,220,2.5799155235290527,-2.842170943040401e-17,0.004621583806320901,-49.3,2.25,0.9997124629945404,-0.0050000000000000044,0.532276458485807,0.40653825255555104,6.286532128370889,0.0042606685,-0.19828092,-2.2184581756591797,0.004007847445631979,-0.2216874429313581,0.010649262643860371
-0.026972076148027553,-0.550595775029155,-1.716176766101537,1.0,-0.11558586758209483,3.757351,1000,8.458342036421212e-05,0.6179905,240,2.0312044620513916,1.4210854715202004e-17,-0.005411568395288438,-48.6,2.25,0.9997573951978322,-0.0050000000000000044,0.7104837290778212,0.41203163897134715,5.55625256961701,0.0016744606,-0.1978486,-2.82857608795166,0.003868014465821906,-0.2216874429313581,0.012078431937051493
-0.04765164785645902,-0.4706776658670757,-1.3478959821000849,1.0,-0.1094185060374829,3.7587595,1000,0.00024442982188829305,0.63709277,260,2.3190269470214844,-1.4210854715202004e-17,-0.00859706996862727,-46.45,2.25,0.9998395346467429,0.0,0.7064377073703489,0.4062506434386846,4.1060635033163315,0.0024607123,-0.19785608,-2.159214496612549,0.0038263651274480174,-0.2216874429313581,0.010540713005026769
-0.0021535306246369145,-0.492539714700922,-1.0794940737485896,1.0,-0.11201884302741033,3.765777,1000,0.00037683559051989037,0.65129,280,2.9769716262817383,1.4210854715202004e-17,0.007312008436280512,-47.7,1.5,0.9998631962200835,0.0,0.6415589473998988,0.40510295250785633,5.262715637147712,0.0013896229,-0.19778109,-2.1908838748931885,0.004018969862788646,-0.2216874429313581,0.011680807796159803
-0.0009798459914745763,-0.4666819198090051,-1.4057281531126764,1.0,-0.11370491703715643,3.7888947,1000,0.00026463173833555067,0.6590664,300,2.2099664211273193,-7.105427357601002e-17,0.0011068325510556203,-48.45,2.25,0.9998507285325849,-0.0050000000000000044,0.5809658339361238,0.4074423681556221,5.5545155255937955,0.006839963,-0.1973582,-2.0546281337738037,0.0040526952209661475,-0.2216874429313581,0.010518544895195906
-0.03648484069190454,-0.53458390779282,-1.7945372072046533,1.0,-0.11347320697696657,3.804144,1000,0.00013384027558117255,0.66738796,320,2.242274284362793,-4.263256414560601e-17,-0.002257541487506619,-48.55,2.25,0.9997947385487505,-0.004950125000000005,0.5739524190678102,0.4136665090625851,4.364822308604853,0.0021349704,-0.19721565,-2.373379945755005,0.003973607943834258,-0.2216874429313581,0.010873018280412771
-0.05578026040972327,-0.5359002920894135,-2.7059636282463666,1.0,-0.11703100524247896,3.798964,1000,3.370529985727294e-05,0.67244333,340,2.4024946689605713,-6.394884621840901e-17,-0.004727000380322587,-49.55,2.25,0.9996248855771084,-0.0050000000000000044,0.5247591377023164,0.41316967413387207,4.894088584646169,0.002140429,-0.1968374,-2.2493062019348145,0.003987921198476414,-0.2216874429313581,0.009523599349699952
0.04154744096426293,-0.45927802879973934,-1.405631609673444,1.0,-0.10955446579793693,3.8091512,1000,0.0002885310636977655,0.6775703,360,2.27675461769104,1.4210854715202004e-17,0.019890978404277348,-47.25,2.25,0.9998478825112753,0.0,0.6630160376832667,0.41882141806247547,4.208709696341646,0.0034555972,-0.19664462,-2.493623971939087,0.003984059116739174,-0.2216874429313581,0.013680458529592909
0.004553604775399435,-0.5097710430944196,-2.5789065041192822,1.0,-0.11366559615317658,3.8092024,1000,0.00013165573583019945,0.6830676,380,2.2982959747314453,-2.842170943040401e-17,0.0014559734672005453,-48.15,2.25,0.9997687885112364,-0.0050000000000000044,0.47912999567564135,0.41336504427073034,4.56797277772042,0.0026101177,-0.1966471,-2.2725462913513184,0.003893493061189257,-0.2216874429313581,0.008935127295463597
-0.031447004574467426,-0.5563448806088124,-2.252155393127342,1.0,-0.11077388237619414,3.828913,1000,0.00021343095994947226,0.68797433,400,2.5522499084472656,2.842170943040401e-17,-0.0022143927531447045,-47.4,2.25,0.9998296730803711,0.0,0.5917918384937635,0.41594432132905035,3.957735749701491,0.001939825,-0.19664694,-2.3902275562286377,0.0038263958765251908,-0.2216874429313581,0.01062849984700961
-0.04618552145196009,-0.5983868646807127,-1.3403916100666593,1.0,-0.11157579562905279,3.8423448,1000,0.00018789674050685278,0.6894177,420,2.779707670211792,1.4210854715202004e-17,-0.015559727126423992,-47.3,2.25,0.9998248684823652,-0.0050000000000000044,0.5195867962958465,0.4347194015366652,4.91758634258998,0.0019627945,-0.19633602,-2.1271610260009766,0.003751736104936399,-0.2216874429313581,0.009724655161407048
-0.005936974321259185,-0.3881438217096111,-1.8974956196552586,1.0,-0.11160684831891085,3.8378136,1000,0.00013213829321180747,0.615198,440,2.5242514610290527,0.0,0.0020517285824386902,-48.15,2.25,0.999783029733572,-0.004975000000000005,0.5575678547022647,0.4403367534815859,3.681618345271645,0.004186702,-0.17138687,-2.242386817932129,0.003936898546498933,-0.2216874429313581,0.009224031952679275
0.005046236063120887,-0.47743168442865297,-1.060645271224374,1.0,-0.10605113608991991,3.831501,1000,0.0005188764854263678,0.7016776,460,2.301754951477051,0.0,0.00639060592688363,-45.55,2.25,0.9998898587309721,0.0,0.5432966883045893,0.4197376975408912,5.413286662199258,0.0032356658,-0.19484322,-2.2973759174346924,0.003923466944365622,-0.2216874429313581,0.010610408019020728
-0.0373555273343809,-0.4730965149219116,-2.2481264850729574,1.0,-0.10468597009610563,3.8355,1000,0.0003364248502329926,0.701698,480,2.5895304679870605,4.263256414560601e-17,-0.0009967629694400111,-45.35,2.25,0.999858023056111,0.0,0.5342787354014521,0.4330653237442973,2.836549486707723,0.0025773724,-0.19593991,-2.900984048843384,0.0036673550526785718,-0.2216874429313581,0.010085984745212034
