_mean_obs,PolicyEntropy,_mean_adv,_Episode,Steps,_min_obs,_min_act,CriticLoss,KL,_std_act,_mean_discrew,_max_obs,_max_act,_std_discrew,BaselineLoss,_min_adv,_MeanReward,_lr_multiplier,Beta,_max_adv,TotalLoss,_std_obs,_min_discrew,_max_discrew,_mean_act,_std_adv
-0.11643205749366294,3.6789794,-1.4210854715202004e-16,15,750,-1.6233540633330312,-2.2407474517822266,0.049251307,0.010566218,0.3698802147768383,-0.11767731046652886,0.5207414517432833,1.810746431350708,0.004067706154514575,0.0024203144897083683,-1.7729840395838103,-49.93333333333333,1.0,1.5,2.56287075066655,-0.2089483886625502,0.022835168339681532,-0.2216874429313581,-0.0050000000000000044,-0.11447401202415737,0.9999698611179022
0.0483880957814154,3.6746235,-4.7369515717340015e-17,30,750,-0.3717364233575725,-2.020462989807129,0.5081125,0.007103689,0.38593723281593967,-0.11658628290988543,0.7931968165236745,2.236816167831421,0.004052924298727706,0.0035550241871134887,-2.0650832563308565,-49.6,1.0,2.25,3.7362890227577954,0.13078927001847163,0.015340195551845426,-0.2216874429313581,-0.0050000000000000044,0.04878343065020939,0.9999762721366389
0.020323445046366736,3.662438,-9.473903143468002e-18,45,750,-0.3321957444503086,-2.003021717071533,0.043868713,0.0054290313,0.3798490229102669,-0.11768397713319555,0.6809352330337125,2.013782024383545,0.004069059578502995,0.0023861820345978378,-1.7577964935921477,-50.0,1.0,2.25,2.700779111199477,0.0010628089904785158,0.012625694429245554,-0.2216874429313581,-0.0050000000000000044,0.02197025488782674,0.9999687283374775
0.014057596852033585,3.6618466,-7.105427357601002e-18,60,750,-0.5302121778999088,-2.239907741546631,0.46141836,0.0023292527,0.39353389443749714,-0.11768397713319555,0.6559949447004921,2.3803274631500244,0.004069059578502995,0.0025414924990365276,-1.720337178345821,-50.0,1.0,2.25,3.319101687350918,-0.16080679932573108,0.014108161243990208,-0.2216874429313581,-0.0050000000000000044,0.03139369929682774,0.9999634187128104
0.02456048490281037,3.655586,9.473903143468002e-18,75,750,-0.6497209514131365,-1.9153215885162354,0.339765,0.0047021485,0.40166049000598003,-0.11763760963402888,0.6094617605378404,2.5051608085632324,0.0040603093883563035,0.0013499753832606348,-1.620671690866823,-49.86666666666667,1.0,2.25,2.643399171501166,-0.1978034545788235,0.014059736234368585,-0.2216874429313581,-0.0050000000000000044,0.05860487898609911,0.9999533185201666
-9.392973294763175e-05,3.6460862,2.842170943040401e-17,90,750,-0.6239624167502895,-1.8961340188980103,0.051914334,0.0038021288,0.3779487009997742,-0.11768397713319555,0.7303801290722257,1.9567099809646606,0.004069059578502995,0.0010764561722704854,-1.8465138022943726,-50.0,1.0,2.25,3.268464317720469,-0.07701762084282769,0.014113416594757752,-0.2216874429313581,-0.0050000000000000044,0.02983929522925367,0.9999490390386794
0.010620730954112246,3.6476192,1.4210854715202004e-17,105,750,-0.7928603405561929,-1.9873621463775635,0.4259647,0.0086800605,0.4038416535591959,-0.11768397713319555,0.7156363247184305,2.0669305324554443,0.004069059578502995,0.000533137991907372,-1.6914963367993334,-50.0,1.0,3.375,4.857253681062266,-0.16952929686821833,0.018142244167912297,-0.2216874429313581,-0.0050000000000000044,0.04018946336202013,0.9999320655486232
0.021763030635559562,3.6547875,1.4210854715202004e-17,120,750,-0.547250472092366,-2.0453310012817383,0.23117615,0.0017604942,0.41171764977961395,-0.11768397713319555,0.7214145311059041,2.0931215286254883,0.004069059578502995,0.00036081665208881195,-3.9819437524823678,-50.0,1.0,3.375,3.448548555045777,-0.162616455078125,0.018470466113244925,-0.2216874429313581,-0.0050000000000000044,0.05819936936395243,0.9999107183467536
0.015309180498955825,3.641118,-2.6053233644537006e-17,135,750,-0.5868933812083968,-2.090127944946289,0.34057915,0.0017908367,0.38374784471048035,-0.11750550298816222,0.6723218490995714,2.335693359375,0.004036561233350682,0.0002413890046011472,-2.0127959221431584,-49.53333333333333,1.0,3.375,3.5778844174595132,-0.19086748047214086,0.013847109293901505,-0.2216874429313581,-0.0050000000000000044,0.08518900577925767,0.9998979100968663
0.017909148786495355,3.6357574,9.473903143468002e-18,150,750,-0.6634368799144795,-2.381192445755005,0.5057373,0.0016569436,0.3970282363439212,-0.11744913785705365,0.6676599118096658,2.0916409492492676,0.004032221764402354,0.00013427295894355413,-2.5954070306179666,-49.733333333333334,1.0,3.375,4.273073743008781,-0.20467033692804973,0.01442240352228212,-0.2216874429313581,-0.0050000000000000044,0.06408085680628817,0.9998573799904683
