_max_obs,_mean_act,_min_act,_min_adv,_min_discrew,_max_adv,PolicyEntropy,_lr_multiplier,_MeanReward,_max_act,_mean_adv,_Episode,_max_discrew,_mean_obs,BaselineLoss,CriticLoss,_min_obs,_std_obs,KL,TotalPolicyLoss,_mean_discrew,_std_discrew,_std_adv,Steps,_std_act,Beta
0.49249785631307214,-0.04395152833301108,-2.4197356700897217,-2.28939609541869,-0.2216874429313581,2.8033929828655437,3.6548846,1.0,-48.85,2.1149957180023193,0.0,20,-0.0050000000000000044,0.020449365632187702,0.003061852314740877,0.0493135,-0.3752023241630318,0.008468236193955888,0.008712694,-0.21228576,-0.1145287057616883,0.0039792430694683975,0.9999866291226408,1000,0.3819347577683079,1.5
0.47715823900477744,-0.04858807414898183,-2.327678918838501,-1.9755229219138066,-0.2216874429313581,4.297972262253734,3.6498742,1.0,-49.5,1.964950442314148,-7.105427357601002e-17,40,-0.0050000000000000044,0.0016035079793866348,0.0020476773816587245,0.54742134,-0.5332567406257809,0.009368398463786459,0.00650791,-0.23496899,-0.11635312745714067,0.004009527682876615,0.999968063683431,1000,0.3684875553293873,2.25
0.501950545849949,-0.034787873569177466,-2.257018804550171,-2.180568840520202,-0.2216874429313581,3.3079514380725605,3.6520495,1.0,-49.8,1.8984678983688354,1.7763568394002505e-17,60,-0.0050000000000000044,0.011766010257693381,0.0012765981108643588,0.72899413,-0.5519474906240772,0.011604735631587483,0.0032532136,-0.2758462,-0.11742231372122344,0.004032690711913422,0.9999553961147357,1000,0.36221235739711755,2.25
0.3688861166897974,-0.04689597147481982,-2.1642558574676514,-2.037459358090119,-0.2216874429313581,3.1558078054311234,3.6436603,1.0,-48.85,2.0310449600219727,-2.842170943040401e-17,80,0.0,-0.0022775357330090096,0.0003864473511420655,0.69666004,-0.4324988515656139,0.009183606284424939,0.0034288364,-0.25665674,-0.1152283246352062,0.0039008557593582793,0.9999377519429691,1000,0.36788846475945014,2.25
0.593095433276246,-0.059283678558073004,-2.0503346920013428,-1.9017343741056318,-0.2216874429313581,3.2726754423404456,3.6480696,1.0,-49.75,2.3663101196289062,1.4210854715202004e-17,100,-0.0050000000000000044,0.007048117964595898,4.791246224543407e-05,0.70218873,-0.6086149189451218,0.01082092339869332,0.0037394434,-0.2206324,-0.11759477289629866,0.004052874928399806,0.9998840601286119,1000,0.3596325661780361,2.25
0.5524045748904906,-0.04730923367594369,-2.2580039501190186,-1.9320302126862559,-0.2216874429313581,4.514137342610811,3.6585152,1.0,-49.25,2.4512736797332764,2.1316282072803006e-17,120,-0.0050000000000000044,0.0027476057797839663,4.9262004966071096e-05,0.7004349,-0.5429896727399571,0.010122186927884658,0.0021108917,-0.20718068,-0.11606423000447838,0.003973556981554484,0.9997450270914667,1000,0.3822700095029655,2.25
0.368483008095896,-0.049494180039444474,-2.3938891887664795,-3.934860062390446,-0.2216874429313581,5.659716408409899,3.653737,1.0,-49.7,2.012202024459839,-2.4868995751603507e-17,140,-0.0050000000000000044,0.007472819116411646,1.5187237758369544e-05,0.6963967,-0.5207621899035842,0.010522856576776863,0.002668579,-0.20050699,-0.11737876456348277,0.004032195798108227,0.9994937209657578,1000,0.38476793143724264,2.25
0.4120539522523847,-0.05955575331614819,-1.9471170902252197,-1.5758717234869863,-0.2216874429313581,8.298429018631037,3.6472902,1.0,-49.4,2.321129083633423,-7.105427357601002e-18,160,-0.0050000000000000044,0.012911711074627833,5.038032839921002e-05,0.7020101,-0.5227418393203992,0.010088415731948222,0.0045070057,-0.19890152,-0.1168288378835237,0.003985366655630941,0.9996808573688031,1000,0.35934217386015666,2.25
0.3766157762671155,-0.052674346290761606,-2.548696279525757,-2.1034498554427388,-0.2216874429313581,5.25030415301728,3.6317928,1.0,-49.65,2.1138103008270264,-2.1316282072803006e-17,180,-0.0050000000000000044,0.005462497270059697,3.4591584488065736e-05,0.70738536,-0.48436314831782185,0.010160181464097194,0.0049027223,-0.19817722,-0.11675623583761853,0.004012699603480445,0.9995862463691224,1000,0.362694751659943,2.25
0.6890005958017548,-0.017428766624769196,-2.805931329727173,-1.578661902702978,-0.2216874429313581,8.225449643604538,3.626381,1.0,-49.15,2.244903802871704,0.0,200,-0.0050000000000000044,0.009602673192471312,8.447409776708672e-05,0.7121416,-0.5598063449000564,0.011602604353394384,0.0040413556,-0.1978393,-0.11611791953367684,0.003999995381150844,0.9997490588686314,1000,0.3747958325039555,2.25
